key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
#,Item[0][0],ItemCount[0][0],Item[1][0],ItemCount[1][0],Item[2][0],ItemCount[2][0],Item[0][1],ItemCount[0][1],Item[1][1],ItemCount[1][1],Item[2][1],ItemCount[2][1],Item[0][2],ItemCount[0][2],Item[1][2],ItemCount[1][2],Item[2][2],ItemCount[2][2],Item[0][3],ItemCount[0][3],Item[1][3],ItemCount[1][3],Item[2][3],ItemCount[2][3],Item[0][4],ItemCount[0][4],Item[1][4],ItemCount[1][4],Item[2][4],ItemCount[2][4],Item[0][5],ItemCount[0][5],Item[1][5],ItemCount[1][5],Item[2][5],ItemCount[2][5],Item[0][6],ItemCount[0][6],Item[1][6],ItemCount[1][6],Item[2][6],ItemCount[2][6],Item[0][7],ItemCount[0][7],Item[1][7],ItemCount[1][7],Item[2][7],ItemCount[2][7],Item[0][8],ItemCount[0][8],Item[1][8],ItemCount[1][8],Item[2][8],ItemCount[2][8],Item[0][9],ItemCount[0][9],Item[1][9],ItemCount[1][9],Item[2][9],ItemCount[2][9],Item[0][10],ItemCount[0][10],Item[1][10],ItemCount[1][10],Item[2][10],ItemCount[2][10]
int32,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte,Item,byte
0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1,3742,1,0,1,0,1,4650,3,0,1,0,1,1958,1,0,1,0,1,2468,1,0,1,0,1,2631,1,0,1,0,1,1681,1,0,1,0,1,3307,1,0,1,0,1,2546,1,0,1,0,1,5106,10,0,1,0,1,5509,10,0,1,0,1,4925,3,0,1,0,1
2,1891,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3740,1,3516,1,0,1,0,1,0,1,0,1,3308,1,3515,1,0,1,1602,1,2355,1,0,1,0,1,0,1,0,1,5050,10,0,1,0,1,4869,3,0,1,0,1
3,1820,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,3741,1,3959,1,3960,1,2056,1,0,1,0,1,2996,1,2997,1,3275,1,2380,1,1750,1,0,1,5488,10,0,1,0,1,5380,10,0,1,0,1,4926,3,0,1,0,1
4,3763,1,0,1,0,1,4716,3,0,1,0,1,0,1,0,1,0,1,2494,1,0,1,0,1,3530,1,2653,1,3761,1,0,1,0,1,0,1,2961,1,3276,1,3274,1,2430,1,2315,1,0,1,0,1,0,1,0,1,4828,10,0,1,0,1,4927,3,4928,3,0,1
5,2456,1,0,1,0,1,4696,3,4639,3,4660,3,2143,1,4564,3,0,1,2226,1,0,1,0,1,3310,1,4304,1,3762,1,2106,1,4091,1,4305,1,2959,1,2960,1,2652,1,2328,1,2341,1,2367,1,5432,10,0,1,0,1,5396,10,5516,10,0,1,4929,3,4930,3,0,1
6,1996,1,1821,1,0,1,4745,3,0,1,0,1,4565,3,0,1,0,1,3011,1,0,1,0,1,3531,1,3766,1,3534,1,4197,1,0,1,0,1,2999,1,3533,1,3001,1,2481,1,2507,1,0,1,5107,10,0,1,0,1,5351,10,5534,10,0,1,4931,3,0,1,0,1
7,1892,1,0,1,0,1,4658,3,0,1,0,1,0,1,0,1,0,1,3767,1,0,1,0,1,1682,1,4092,1,0,1,4421,1,4422,1,0,1,3532,1,3963,1,3010,1,1603,1,2392,1,1751,1,5133,10,0,1,0,1,4809,10,0,1,0,1,4932,3,0,1,0,1
8,1997,1,2572,1,0,1,4689,3,4657,3,0,1,1959,1,2144,1,0,1,2662,1,2656,1,0,1,3764,1,2654,1,3765,1,2443,1,4306,1,0,1,3314,1,3008,1,3313,1,2520,1,2417,1,0,1,5433,10,0,1,0,1,5383,10,0,1,0,1,4933,3,4875,3,4934,3
9,2228,1,0,1,0,1,4659,3,4673,3,0,1,0,1,0,1,0,1,2469,1,3540,1,0,1,3769,1,3768,1,3536,1,4307,1,2107,1,0,1,3317,1,3315,1,3014,1,1752,1,2329,1,0,1,5110,10,0,1,0,1,5402,10,4803,10,0,1,0,1,0,1,0,1
10,1604,1,1822,1,0,1,4726,3,4681,3,0,1,2145,1,0,1,0,1,2664,1,2230,1,0,1,3966,1,3016,1,3537,1,4093,1,1683,1,2057,1,2661,1,3316,1,3015,1,2482,1,2356,1,2342,1,5124,10,0,1,0,1,4831,10,0,1,0,1,4936,3,0,1,0,1
11,2406,1,0,1,0,1,4640,3,0,1,0,1,1960,1,0,1,0,1,2495,1,3972,1,0,1,3965,1,2660,1,3771,1,4198,1,0,1,0,1,2658,1,3539,1,3538,1,2368,1,2431,1,2418,1,5268,10,0,1,0,1,5051,10,4823,10,4824,10,0,1,0,1,0,1
12,2457,1,2573,1,0,1,4735,3,4736,3,0,1,4551,3,0,1,0,1,2673,1,3026,1,0,1,3770,1,3968,1,3017,1,2058,1,2445,1,0,1,2663,1,3018,1,3020,1,2508,1,2534,1,2547,1,5518,10,0,1,0,1,5539,10,5560,10,5342,10,0,1,0,1,0,1
13,1823,1,1998,1,0,1,4641,3,4682,3,0,1,2146,1,0,1,0,1,3775,1,0,1,0,1,2229,1,3967,1,3541,1,2108,1,0,1,0,1,2665,1,2666,1,3320,1,1684,1,1605,1,0,1,5228,10,0,1,0,1,5540,10,4778,10,4782,10,4939,3,0,1,0,1
14,3779,1,2675,1,0,1,4708,3,0,1,0,1,0,1,0,1,0,1,3544,1,0,1,0,1,3319,1,3772,1,3542,1,2668,1,2059,1,0,1,3022,1,3321,1,3969,1,1753,1,2419,1,0,1,5111,10,5269,10,0,1,4805,10,4783,10,4830,10,0,1,0,1,0,1
15,3779,1,1895,1,2233,1,4661,3,4666,3,0,1,4555,3,0,1,0,1,2231,1,2470,1,2496,1,3546,1,4308,1,3777,1,4204,1,4094,1,4309,1,3543,1,2670,1,3322,1,2343,1,2369,1,0,1,5519,10,0,1,0,1,4781,10,4784,10,4780,10,4940,3,4941,3,0,1
16,2574,1,0,1,0,1,4642,3,4651,3,0,1,2147,1,1961,1,4597,3,3550,1,2680,1,0,1,3547,1,3979,1,3980,1,4095,1,2444,1,0,1,3325,1,3023,1,3974,1,2522,1,1607,1,1686,1,5130,10,0,1,0,1,4810,10,4834,10,4785,10,4942,3,0,1,0,1
