key,0,1
#,Key,Output
int32,byte,Row
0.0,0,0
1.1,1,1
1.2,3,86060
1.3,5,2
1.4,2,0
1.5,5,3
2.1,1,4
2.2,3,86061
2.3,5,5
2.4,2,0
2.5,3,86060
2.6,5,2
2.7,2,0
2.8,5,3
3.1,1,6
3.2,3,86065
3.3,5,7
3.4,2,0
3.5,5,3
4.1,1,8
4.2,3,86066
4.3,5,9
4.4,2,0
4.5,3,86065
4.6,5,7
4.7,2,0
4.8,5,3
5.1,1,10
5.2,3,86094
5.3,5,11
5.4,2,0
5.5,5,3
6.1,1,10
6.2,3,86094
6.3,5,11
6.4,1,12
6.5,3,86096
6.6,6,13
6.7,2,0
6.8,5,3
7.1,1,14
7.2,3,86095
7.3,5,15
7.4,2,0
7.5,3,86094
7.6,5,11
7.7,1,12
7.8,3,86096
7.9,6,13
7.10,2,0
7.11,5,3
8.1,1,16
8.2,3,86097
8.3,6,17
8.4,0,0
8.5,2,0
8.6,3,86096
8.7,6,13
8.8,1,14
8.9,3,86094
8.10,5,11
8.11,2,0
8.12,3,86095
8.13,5,15
8.14,2,0
8.15,5,3
9.1,1,18
9.2,3,86098
9.3,5,19
9.4,2,0
9.5,3,86096
9.6,6,13
9.7,2,0
9.8,3,86097
9.9,6,17
9.10,1,14
9.11,3,86094
9.12,5,11
9.13,2,0
9.14,3,86095
9.15,5,15
9.16,2,0
9.17,5,3
10.1,1,20
10.2,3,86075
10.3,6,21
10.4,2,0
10.5,5,3
11.1,1,22
11.2,3,86076
11.3,6,23
11.4,2,0
11.5,5,21
11.6,2,0
11.7,5,3
12.1,1,24
12.2,3,86087
12.3,6,25
12.4,2,0
12.5,5,3
13.1,1,26
13.2,3,86088
13.3,6,27
13.4,1,24
13.5,3,86087
13.6,6,25
13.7,2,0
13.8,5,3
14.1,1,28
14.2,3,86089
14.3,5,29
14.4,2,0
14.5,3,86088
14.6,6,27
14.7,1,24
14.8,3,86087
14.9,6,25
14.10,2,0
14.11,5,3
15.1,1,30
15.2,3,86099
15.3,6,31
15.4,2,0
15.5,5,3
16.1,1,32
16.2,3,86100
16.3,6,33
16.4,2,0
16.5,6,31
16.6,2,0
16.7,5,3
17.1,1,34
17.2,3,86062
17.3,5,35
17.4,2,0
17.5,5,3
18.1,1,36
18.2,3,86064
18.3,6,37
18.4,1,34
18.5,3,86062
18.6,5,35
18.7,2,0
18.8,5,3
