key,0,1,2
#,Image,Text,NpcName
int32,Image,str,str
0,0,"",""
1,0,"",""
2,0,"",""
3,0,"",""
4,0,"",""
5,0,"The reconstruction of the Firmament has officially begun.","Francel"
6,0,"The reconstruction of the Firmament has officially begun.","Francel"
7,0,"New collection counters open for business!","Potkin"
8,0,"New collection counters open for business!","Potkin"
9,0,"Help needed to improve site ambience!","Lizbeth"
10,0,"Help needed to improve site ambience!","Lizbeth"
11,0,"Works in the Mendicant's Court are now complete.","Francel"
12,70301,"In my capacity as overseer, it is with great pleasure that I, Francel de Haillenarte, announce the official commencement of the reconstruction of the Firmament district.

As the first step in our ongoing efforts, we shall establish the Mendicant's Court as our base of operations. This area shall house facilities essential to the smooth and efficient operation of the project, and I humbly call upon your cooperation in laying the first stone in our great cause.

Francel de Haillenarte",""
13,70302,"Once we have enough materials stockpiled, I'll schedule works for the first stage. Hope to see our builders out in force.

For your reference, the workflow's as follows:
1. Obtain material from supply pile
2. Process material at work station
3. Assemble material at assembly site

Simple as that. Let's do a good job of it, eh?

Augebert",""
14,70303,"I wish to personally thank those of you who aided in the construction of the facilities on the east side. With a fully furnished counter from which to work, I can perform my collection duties with greater ease and efficiency.

Preparations are now underway to build facilities on the court's west, and for this we will of course require more supplies. I look forward to your continued contributions!

Potkin",""
15,70304,"Once we have enough materials stockpiled, I'll schedule works for the second stage. Hope to see our builders out in force.

The workflow will be the same as before, but here it is again for good measure:
1. Obtain material from supply pile
2. Process material at work station
3. Assemble material at assembly site

Nothing to it. Keep up the good work, everyone.

Augebert",""
16,70305,"Dear friends of the Firmament,

As the base of operations for the reconstruction effort, the Mendicant's Court can be likened to a home to us. And a home, if nothing else, should be cheery and welcoming.

To that end, I propose that we improve the ambience of the court by refurbishing the skybuilders' board and lighting the braziers. A worthwhile cause, I hope you will agree, and help me to make it possible by contributing the necessary supplies.

Lizbeth",""
17,70306,"The works for the third stage has two parts: feeding the braziers and refurbishing the skybuilders' board.

Braziers:
1. Obtain material from supply pile
2. Process material into firewood at work station
3. Feed firewood to brazier
Skybuilders' board:
1. Obtain material from supply pile
2. Process material at work station
3. Assemble material at assembly site

Nothing complicated. Let's all rally behind Lizbeth, eh?

Augebert",""
18,70307,"I am pleased to announce the completion of all works in the Mendicant's Court. This brings us to a brief hiatus as plans are finalized for the next phase, but you may as ever contribute to the cause by donating supplies.

This is a momentous malmstone in our efforts, and we may rightly be proud for having reached it. But let none be mistaken: we still have a mountain to climb. The complete reconstruction of the Firmament will still take a tremendous amount of time and effort. Nonetheless, I am determined as ever to see that this district one day brims with smiles and happiness, and it is my hope that I can rely on your ongoing cooperation.

Francel de Haillenarte",""
19,0,"Supplies sought by the Firmament reconstruction project take the form of collectables.

Upon receiving an explanation from Potkin, you may review the recipes for these items under <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Ishgard Restoration<UIGlow>01</UIGlow><UIForeground>01</UIForeground> in your crafting log.

Deliveries may be made to Potkin, who will issue you with an amount in skybuilders' scrips commensurate with the item and its collectability.

All contributions will be put to good use in the reconstruction effort, and we eagerly look forward to receiving yours.",""
20,0,"When sufficient supplies have been stockpiled, a call will go out for builders to assemble for a brief-but-intensive collaborative task known as concerted works.

In order to ensure a high level of participation, works are announced ahead of time on the skybuilders' board.

Due to the specialized nature of these works, they can only be undertaken by crafters and gatherers. The specifics of upcoming works may be reviewed on this board.

Participants will earn skybuilders' scrips as a reward.",""
21,0,"The Houses of Lords and Commons have approved large-scale works to restore the Holy See of Ishgard. The principal site for the project is the Firmament district, which sustained extensive damage during the war.

Willing and able hands are sought to contribute to the reconstruction effort, regardless of birth and origin. Foreign experts will primarily be tasked with technical oversight along with the preparation and procurement of supplies.

Contributions are rewarded by way of skybuilders' scrips, which may be exchanged in the district for myriad wares. For more information, please seek out Enie.

All participants are urged to refer to this notice board often for project news such as pending works.

We thank you for your part in rebuilding our great nation.",""
22,0,"Works on the Mattock have begun.","Francel"
23,0,"Works on Saint Roelle's Dais have begun.","Francel"
24,0,"Works on the New Nest have begun.","Francel"
25,0,"The reconstruction of the New Nest is complete!","Francel"
26,70308,"I wish to begin by offering my heartfelt thanks for your ongoing efforts on the Firmament's behalf.

Next, allow me to apologize for any inconvenience you may have experienced during the previous phase of works. So great were the number of willing hands, we were figuratively and literally overwhelmed, but I pledge that we will do better by our valued builders in future.

For the current phase of the restoration, we shall build the New Nest, a residential quarter intended for those who lost their homes in the fires of war. Works will begin with the construction of the main thoroughfare, the Mattock. My humble thanks in advance for your contribution to the cause.

Francel de Haillenarte",""
27,70309,"Our first task for the new phase is clearing out the collapsed pillars just north of the court.

We'll go about it as follows:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

As easy as falling off a log.

Augebert",""
28,70310,"Your friendly local resource inspector, Flotpassant, at your service! In the upcoming concerted works, we shall continue to clear out debris along the Mattock. The way is narrow, so please take care with your footing.

The works will unfold as follows:
1. Break down large debris
2. Gather up fragments
3. Transport fragments for disposal

Our intrepid gatherers are also welcome to join in the works, and we hope to see full many of you out there between your fruitful forays to the Diadem.

Flotpassant",""
29,70311,"Dear friends of the Firmament,

Our good progress continues on the Mattock, and we now look to the next works, which comprise the following:

Clearing:
1. Clear away fine debris
Repairing:
1. Obtain material from supply pile
2. Process material at work station
3. Repair damaged area

Many thanks, and may the Kupo of Fortune favor you!

Lizbeth",""
30,70312,"It's the final stretch for the Mattock, people. Last but not least, we're building the fountain.

Workflow's as follows:
1. Obtain material from supply pile
2. Process material at work station
3. Use material at building site

This is to be a place of rest and relaxation, so let's do a good job of it, eh?

Augebert",""
