key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
#,Type,Priority,Pause,Stance,Slot,LookAtMode,Key,ActionTimelineIDMode,WeaponTimeline,LoadType,StartAttach,ResidentPap,,KillUpper,IsMotionCanceledByMoving,,,,IsLoop,,,
int32,byte,byte,bit&01,byte,byte,byte,str,byte,WeaponTimeline,byte,byte,byte,uint16,bit&02,bit&04,byte,bit&08,bit&10,bit&20,byte,byte,bit&40
0,0,1,False,0,0,0,"",0,0,0,0,0,0,False,False,0,True,False,True,0,0,False
1,0,1,False,0,1,0,"battle/battle_start",0,0,0,2,2,0,False,False,2,True,False,True,0,0,False
2,0,1,False,0,1,0,"battle/battle_end",0,0,0,1,2,0,False,False,2,True,False,True,0,0,False
3,0,0,True,0,0,0,"normal/idle",0,2,0,2,2,55,False,False,0,True,False,True,0,0,False
4,0,1,False,0,0,0,"normal/idle_inactive1",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
5,0,1,False,0,0,0,"normal/idle_inactive2",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
6,0,1,False,0,0,0,"normal/idle_inactive3",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
7,0,0,True,0,0,0,"normal/turn_loop_l",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
8,0,0,True,0,0,0,"normal/turn_loop_r",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
9,0,1,False,0,0,0,"",0,0,0,0,0,0,False,False,0,False,False,True,0,0,False
10,0,1,False,0,0,0,"",0,0,0,0,0,0,False,False,0,False,False,True,0,0,False
11,0,1,False,0,0,0,"",0,0,0,0,0,0,False,False,0,False,False,True,0,0,False
12,0,1,False,0,0,0,"",0,0,0,0,0,0,False,False,0,False,False,True,0,0,False
13,0,0,True,0,0,0,"normal/walk",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
14,0,0,True,0,0,0,"normal/walk_l",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
15,0,0,True,0,0,0,"normal/walk_r",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
16,0,0,True,0,0,0,"normal/walk_b",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
17,0,0,False,0,0,0,"",0,0,0,0,0,0,False,False,0,False,False,True,0,0,False
18,0,0,False,0,0,0,"",0,0,0,0,0,0,False,False,0,False,False,True,0,0,False
19,0,0,False,0,0,0,"",0,0,0,0,0,0,False,False,0,False,False,True,0,0,False
20,0,0,False,0,0,0,"",0,0,0,0,0,0,False,False,0,False,False,True,0,0,False
21,0,0,False,0,0,0,"",0,0,0,0,0,0,False,False,0,False,False,True,0,0,False
22,0,0,True,0,0,0,"normal/run",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
23,0,0,True,0,0,0,"normal/run_l",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
24,0,0,True,0,0,0,"normal/run_r",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
25,0,1,False,0,0,0,"normal/run_start",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
26,0,1,False,0,0,0,"normal/run_start_br",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
27,0,1,False,0,0,0,"normal/run_start_bl",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
28,0,0,False,0,0,0,"",0,0,0,0,0,0,False,False,0,False,False,True,0,0,False
29,0,0,False,0,0,0,"",0,0,0,0,0,0,False,False,0,False,False,True,0,0,False
30,0,0,True,0,0,0,"normal/sprint",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
31,0,1,False,0,0,0,"normal/jump_start",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
32,0,0,False,0,0,0,"normal/jump_falling",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
33,0,1,False,0,0,0,"normal/jump_landing",0,2,0,2,2,0,False,False,0,True,False,True,0,0,False
