key,0,1,2,3,4,5
#,Description,Item,GatheringItemLevel,FishingRecordType,TerritoryType,IsVisible
int32,str,Item,GatheringItemLevelConvertTable,FishingRecordType,TerritoryType,bit&01
0,"",0,0,0,0,False
20000,"Those who dare gaze into its swirling whorls risk spiraling into infinite madness. Luckily, few have peered into that void, as an intact specimen of this fragile shell is scarcely to be found.",20144,205,26,613,True
20001,"Despite its name, the shading of this protogynous species is subject to variation as it transitions genders. As a result, some infer that its tenebrous title in fact references the deadly, viscous toxin it secretes.",20145,205,11,613,True
20002,"The glass manta is known as a languorous, lackadaisical wayfarer whose striped ray brethren were domesticated by the Kojin long ago.",20146,205,12,613,True
20003,"Originally brought over as tribute to the bakufu of Hingashi by an emissary from Radz–at–Han, the diplomat himself could not have taken to his new habitat as well as these fish have.",20147,205,26,613,True
20004,"This moray maintains a symbiotic relationship with the spiny lobster, providing protection to the crustacean while the lobster lures forth the octopodes on which the wavekin feeds.",20148,205,11,613,True
20005,"A well-known children's story in Doma tells of a complacent hoppfish given to pondering the unbearable lightness of being, an allegory of existential thought positing that each has but one life to fish.",20149,205,26,614,True
20006,"Wrapped in a tough, scaly cuirass and always craving the crunch of bones and shells, this hardest of links in the food chain has a name synonymous with grit in Doman vernacular.",20150,205,15,614,True
20007,"Per the axiom “the harder the battle, the sweeter the victory,” this notoriously difficult-to-land blowfish is as much loathed by fishermen as it is loved by diners.",20151,205,14,614,True
20008,"What it loses to the Doman eel in terms of flavor, the giant eel more than makes up with in volume, and those who value a full belly will certainly get their gil's worth out of this oversized creature.",20152,205,15,614,True
20009,"This hermit crab spins its way through several spiral shells over the course of its curmudgeonly life, gradually grabbing larger domiciles as it chases pesky neighbors away from its property.",20153,205,26,614,True
20010,"Based on history, we know this massive crab can extend its major claws to span the width of two adult Hyurs set shoulder to shoulder.",20154,210,12,613,True
20011,"Once brought to the brink of extinction by a Thavnairian fad that claimed these fish could unlock the secret to eternal youth, the species was saved at the last moment by a shift in popular attitudes toward growing old gracefully.",20155,210,11,613,True
20012,"The precise purpose of its dual dorsal fins remains a mystery to scholars, as observing the dark fish in its native deep-sea environs has proven nigh impossible.",20156,210,12,613,True
