key,0,1,2,3,4,5,6
#,SelectImage[0],SelectImage[1],SelectImage[2],PortraitImage[0],PortraitImage[1],PortraitImage[2],Class
int32,Image,Image,Image,Image,Image,Image,DawnMemberUIParam
0,72621,72630,72638,72681,72690,72698,1
1,72622,72631,72639,72682,72691,72699,2
2,72623,72632,72640,72683,72692,72700,3
3,72625,72633,72641,72685,72693,72701,5
4,72626,72634,72642,72686,72694,72702,6
5,72627,72635,0,72687,72695,0,7
6,72621,72630,72638,72681,72690,72698,11
7,72644,72645,72646,72704,72705,72706,12
8,72637,72629,72643,72697,72689,72703,10
9,72637,72629,72643,72697,72689,72703,10
10,72637,72629,72643,72697,72689,72703,10
100,72637,72629,72643,72697,72689,72703,10
101,72637,72629,72643,72697,72689,72703,10
102,72637,72629,72643,72697,72689,72703,10
