key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,ContentType,Icon,MenuOrder,RequiredAmount,Reward[0],ExpMultiplier,Reward[1],GilRward,LevelUnlock,HowTo,ReqUnlock,Name,Description,ExpCap
int32,ContentsNoteCategory,Image,byte,int32,byte,int32,byte,int32,uint16,HowTo,Row,str,str,int32
0,0,0,0,0,0,0,0,0,0,0,0,"","",0
1,1,61801,1,3,5,15,3,1000,0,57,0,"Feeling Lucky","Complete 3 dungeons via the Duty Roulette.",1623900
2,1,61801,2,5,5,10,3,2000,0,57,0,"Dungeon Master","Complete 5 dungeons.",1082600
3,1,61803,3,3,5,5,3,1000,0,71,0,"You're the Hest Around I","Complete 3 guildhests.",541300
4,1,61803,4,10,5,10,3,2000,0,71,0,"You're the Hest Around II","Complete 10 guildhests.",1082600
5,6,61808,3,5,0,0,3,2000,0,231,0,"Aqua Gleam Hunter Force I","Open 5 treasure coffers in the Aquapolis or Lost Canals of Uznair vaults.",0
6,1,61825,8,3,0,0,3,2000,60,0,0,"Tails of Derring-do Bad and Good Luck","Complete and mark off 3 Wondrous Tails.",0
7,2,61806,1,10,0,0,9,1000,0,130,0,"A Wolf in Your Belly","Participate in 10 matches at the Wolves' Den.",0
8,2,61806,2,3,0,0,9,1000,0,130,0,"Thrown to the Wolves","Triumph in 3 matches at the Wolves' Den.",0
9,0,0,0,0,0,0,0,0,0,0,0,"","",0
10,0,0,0,0,0,0,0,0,0,0,0,"","",0
11,4,61811,1,5,5,15,3,1000,0,0,0,"Just Leve It to Me","Complete 5 levequests with different leve plates.",1623900
12,4,61811,2,20,5,15,3,2000,0,0,0,"Making Like a Tree","Complete 20 levequests.",1623900
13,8,61812,1,10,0,0,6,1000,0,89,0,"Give 'Em What They Want","Complete 10 supply and provisioning missions.",0
14,8,61812,2,5,0,0,6,1000,0,89,0,"Give 'Em What They Want (HQ)","Submit 5 HQ items in supply and provisioning missions.",0
15,6,61808,1,3,0,0,3,1000,0,149,0,"X Marks the Spot","Gather 3 timeworn maps.",0
16,6,61808,2,5,0,0,3,2000,0,149,0,"Find Your Treasure and Have It Too","Open 5 treasure coffers and obtain their contents while treasure hunting.",0
17,1,61813,6,20,7,5,3,1000,0,96,0,"Bosom Buddies I","Defeat 20 enemies of comparable level to your own with your companion.",0
18,1,61813,7,100,7,10,3,2000,0,96,0,"Bosom Buddies II","Defeat 100 enemies of comparable level to your own with your companion.",0
19,7,61814,1,5,0,0,3,1000,0,152,0,"Beast of a Time I","Complete 5 beast tribe daily quests.",0
20,7,61814,2,15,0,0,3,2000,0,152,0,"Beast of a Time II","Complete 15 beast tribe daily quests.",0
21,12,61810,1,5,0,0,3,10000,0,0,0,"Up for a Challenge I","Complete 5 unique challenges.",0
22,12,61810,2,10,0,0,3,10000,0,0,0,"Up for a Challenge II","Complete 10 unique challenges.",0
23,12,61810,3,15,0,0,3,10000,20,0,0,"Up for a Challenge III","Complete 15 unique challenges.",0
24,12,61810,4,20,0,0,3,10000,30,0,0,"Up for a Challenge IV","Complete 20 unique challenges.",0
25,1,61817,5,5,5,10,3,1000,0,160,0,"Exercising the Right","Vote 5 times in player commendation.",1082600
26,5,61815,4,100,5,5,3,1000,0,0,0,"The Gathering Storm","Successfully gather items of comparable level to your own 100 times.",0
27,5,61815,5,30,5,5,3,2000,0,0,0,"The Gathering Storm (HQ)","Successfully gather high-quality items of comparable level to your own 30 times.",0
28,5,61815,6,30,5,5,3,1000,0,0,0,"Hooked on the Reeling","Catch 30 fish.",0
29,5,61815,7,10,5,5,3,2000,0,0,0,"Hooked on the Reeling (HQ)","Catch 10 high-quality fish.",0
30,5,61816,1,30,5,10,3,1000,0,0,0,"Crafting Up a Storm","Craft 30 items.",0
31,5,61816,2,20,5,10,3,2000,0,0,0,"Crafting Up a Storm (HQ)","Craft 20 high-quality items.",0
32,5,61816,3,5,5,10,3,2000,0,98,0,"Meld Your Heart","Successfully affix 5 materia.",0
33,9,61818,1,10,0,0,3,1000,0,168,0,"Venture Capital","Have a retainer complete 10 ventures.",0
34,9,61818,2,15,0,0,3,4000,0,169,0,"Venture Bothers","Have a retainer complete 15 exploration ventures.",0
35,2,61806,3,7,0,0,9,1000,0,176,0,"Line Up","Participate in 7 Frontline campaigns.",0
36,2,61806,4,3,0,0,9,1000,0,176,0,"In the Line of Fire","Lead your company to victory in 3 Frontline campaigns.",0
37,10,61820,1,3,0,0,8,1000,0,201,0,"Size Doesn't Matter","Complete 3 mini-games.",0
38,10,61820,2,100,0,0,8,1500,0,201,0,"From Small Things","Earn 100 MGP from mini-games.",0
39,10,61820,3,5,0,0,8,5000,0,201,0,"Open the Gates","Participate in 5 GATEs.",0
40,10,61820,4,3,0,0,8,8000,0,201,0,"Close the Gates","Successfully complete 3 GATEs.",0
41,10,61820,5,3,0,0,8,5000,0,196,0,"To the Races I","Enter 3 chocobo races.",0
42,10,61820,6,20,0,0,8,8000,0,196,0,"To the Races II","Enter 20 chocobo races.",0
43,10,61820,7,1,0,0,8,5000,0,196,0,"Victory Lap I","Win a chocobo race.",0
44,10,61820,8,10,0,0,8,8000,0,196,0,"Victory Lap II","Win 10 chocobo races.",0
45,10,61820,9,10,0,0,8,5000,0,199,0,"Always in Threes","Play Triple Triad 10 times.",0
46,10,61820,10,10,0,0,8,8000,0,199,0,"A Winner Is You","Win 10 Triple Triad matches.",0
47,10,61820,14,3,0,0,8,10000,0,224,0,"Come Play Lord II","Play Lord of Verminion 3 times.",0
48,12,61810,5,30,0,0,3,15000,30,0,0,"Up for a Challenge V","Complete 30 unique challenges.",0
49,10,61820,11,5,0,0,8,2500,0,200,0,"Cards in the Hall","Play 5 Triple Triad matches in the Battlehall.",0
50,10,61820,12,3,0,0,8,3000,0,200,0,"Triple Tumble","Win 3 Triple Triad matches in the Battlehall.",0
51,5,61827,10,6,0,0,3,1000,60,219,0,"The Customer Is Always Right","Complete 6 custom deliveries.",0
52,5,61815,8,50,5,5,3,1000,0,243,0,"Spear Me","Spear 50 fish.",0
53,5,61815,9,20,5,5,3,2000,0,243,0,"Spear Me (HQ)","Spear 20 high-quality fish.",0
54,2,61806,5,10,0,0,9,1000,0,240,0,"Prepare to Dice","Participate in 10 Rival Wings campaigns.",0
55,2,61806,6,5,0,0,9,1000,0,240,0,"Luck Be a Lady Tonight","Lead your alliance to victory in 5 Rival Wings campaigns.",0
56,11,61833,1,30,10,5,3,1000,0,251,0,"Forbidden Ice, Forbidden Lightning I","Defeat 30 ice- or lightning-aspected enemies no more than two elemental levels below your own.",0
57,11,61833,2,60,10,15,3,1000,0,251,0,"Forbidden Ice, Forbidden Lightning II","Defeat 60 ice- or lightning-aspected enemies no more than two elemental levels below your own.",0
58,11,61833,3,30,10,5,3,1000,0,251,0,"Forbidden Fire, Forbidden Earth I","Defeat 30 fire- or earth-aspected enemies no more than two elemental levels below your own.",0
59,11,61833,4,60,10,15,3,1000,0,251,0,"Forbidden Fire, Forbidden Earth II","Defeat 60 fire- or earth-aspected enemies no more than two elemental levels below your own.",0
60,11,61833,5,30,10,5,3,1000,0,251,0,"Forbidden Water, Forbidden Wind I","Defeat 30 water- or wind-aspected enemies no more than two elemental levels below your own.",0
61,11,61833,6,60,10,15,3,1000,0,251,0,"Forbidden Water, Forbidden Wind II","Defeat 60 water- or wind-aspected enemies no more than two elemental levels below your own.",0
62,11,61833,7,20,10,5,3,1000,0,251,0,"Forbidden Bone, Forbidden Ash I","Defeat 20 ashkin in Eureka with an elemental level equal to or higher than your own.",0
63,11,61833,8,40,10,15,3,1000,0,251,0,"Forbidden Bone, Forbidden Ash II","Defeat 40 ashkin in Eureka with an elemental level equal to or higher than your own.",0
64,11,61833,9,10,10,5,3,1000,0,251,0,"Forbidden Elements I","Defeat 10 sprites in Eureka with an elemental level equal to or higher than your own.",0
