key,0,1,2,3
#,,,,
int32,int16,int16,uint16,uint16
0,-1,-1,0,0
1,46,10,542,54
2,46,10,272,102
3,46,10,182,151
4,13,13,147,196
5,13,13,92,294
6,13,20,47,547
7,0,22,380,420
8,0,0,176,36
9,0,0,400,80
10,0,0,400,80
11,0,0,400,80
12,25,65,190,50
13,42,14,146,36
14,48,52,104,32
15,21,57,192,48
16,80,39,160,46
17,40,27,180,92
18,-10,45,180,68
19,-22,84,246,48
20,42,22,68,32
21,32,22,50,32
22,42,38,184,46
23,44,10,160,76
24,48,27,160,44
25,-17,48,176,44
26,37,7,160,118
27,60,11,188,48
28,16,16,120,94
29,85,20,160,48
30,50,63,70,32
31,-31,64,178,74
32,13,45,375,82
33,246,10,204,24
34,0,0,640,64
35,96,0,320,44
36,-13,30,160,76
37,40,62,82,32
38,14,8,156,78
39,20,41,160,46
