key,0
#,
int32,str
0,""
1,"■Objective■
Avoid obstacles and reach the goal!

■Stage Info■
The stage will end when enough challengers have qualified."
2,"■Objective■
Avoid obstacles and reach the goal!

■Stage Info■
The stage will end when enough challengers have qualified."
3,"■Objective■
Avoid Typhon's fungahs and stay on the platform!

■Stage Info■
The stage will end when enough challengers have qualified."
4,"■Objective■
Carry the crystals to the correct locations!

■Stage Info■
The stage will end when enough challengers have qualified."
5,"■Objective■
Reach the top of the mountain and grab the crown!

■Stage Info■
The stage will end when the crown has been claimed."
6,"Avoid obstacles and reach the goal!"
7,"Avoid obstacles and reach the goal!"
8,"Avoid Typhon's fungahs and stay on the platform!"
9,"Carry the crystals to the correct locations!"
10,"Reach the top of the mountain and grab the crown!"
11,"Race to the finish!"
12,"Race to the finish!"
13,"Don't fall in!"
14,"Carry the crystals!"
15,"Reach the crown!"
16,"Waiting for players..."
17,"QUALIFIED!"
18,"ELIMINATED!"
