key,0
#,String
int32,str
0,""
1,"Oath Gauge"
2,"This symbol indicates the defensive stance <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Iron Will<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is in effect, which increases enmity."
3,"You can view the job gauge description at any time from the Actions & Traits menu."
4,"Oath Gauge"
5,"The <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Oath Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground> displays the current strength of a paladin's oath, which increases as auto-attacks are performed. A strong oath is required to execute several select actions such as <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Sheltron<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Cover<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (acquired at level 45), and <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Intervention<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (acquired at level 62), and will grow weaker upon using them.
Using certain actions will increase the <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Oath Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
6,"Beast Gauge"
7,"This symbol indicates the defensive stance <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Defiance<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is in effect, which increases enmity."
8,"Beast Gauge"
9,"The <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Beast Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground> displays the current strength of a warrior's wrath. This animalistic rage is required to execute several select actions such as <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Inner Beast<UIGlow>01</UIGlow><UIForeground>01</UIForeground> and <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Steel Cyclone<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (acquired at level 45) and will grow weaker upon using them.
Using certain actions will increase the <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Beast Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
10,"Blood Gauge"
11,"This symbol indicates the defensive stance <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Grit<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is in effect, which increases enmity."
12,"Darkside Gauge"
13,"This timer indicates the duration of <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Darkside<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, which increases damage dealt. Using <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Flood of Darkness<UIGlow>01</UIGlow><UIForeground>01</UIForeground> or <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Edge of Darkness<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (acquired at level 40) grants <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Darkside<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
14,"Blood Gauge"
15,"The <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Blood Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground> displays the amount of <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Blackblood<UIGlow>01</UIGlow><UIForeground>01</UIForeground> a dark knight has accumulated. <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Blackblood<UIGlow>01</UIGlow><UIForeground>01</UIForeground> can be consumed to execute actions such as <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Bloodspiller<UIGlow>01</UIGlow><UIForeground>01</UIForeground> and <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Quietus<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (acquired at level 64).
Using certain actions will increase the <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Blood Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
16,"Darkside Gauge"
17,"This symbol indicates that the <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Dark Arts<UIGlow>01</UIGlow><UIForeground>01</UIForeground> effect has been granted. This occurs when the barrier applied by the action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>The Blackest Night<UIGlow>01</UIGlow><UIForeground>01</UIForeground> has absorbed the full amount of damage.
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Flood of Darkness<UIGlow>01</UIGlow><UIForeground>01</UIForeground> and <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Edge of Darkness<UIGlow>01</UIGlow><UIForeground>01</UIForeground> can be performed by consuming <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Dark Arts<UIGlow>01</UIGlow><UIForeground>01</UIForeground> instead of MP while the effect is active."
18,"Darkside Gauge"
19,"When executing <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Living Shadow<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, a second timer indicating its duration will appear."
20,"Healing Gauge"
21,"The <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Healing Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground> displays the current number of <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Lilies<UIGlow>01</UIGlow><UIForeground>01</UIForeground> a white mage has accumulated. Lilies are accumulated as time passes while engaged in combat.
Lilies are consumed by using the actions <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Afflatus Solace<UIGlow>01</UIGlow><UIForeground>01</UIForeground> and <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Afflatus Rapture<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (acquired at level 76)."
22,"Healing Gauge"
23,"Performing actions that consume Lilies will also nourish the <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Blood Lily<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. The Blood Lily will bloom after consuming three Lilies, allowing the execution of <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Afflatus Misery<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
24,"Aetherflow Gauge"
25,"Using the action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Aetherflow<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fills the <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Aetherflow Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, which is required to use certain actions."
26,"Faerie Gauge"
27,"The <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Faerie Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground> displays the current amount of fae aether accumulated within a faerie. Fae aether is accumulated by using actions such as <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Lustrate<UIGlow>01</UIGlow><UIForeground>01</UIForeground> and <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Excogitation<UIGlow>01</UIGlow><UIForeground>01</UIForeground> in combat, depleting the <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Aetherflow Gauge<UIGlow>01</UIGlow><UIForeground>01</UIForeground>. Maintaining an <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Aetherpact<UIGlow>01</UIGlow><UIForeground>01</UIForeground> or using <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Fey Blessing<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (acquired at level 76) consumes fae aether."
28,"Faerie Gauge"
29,"Using the action <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Summon Seraph<UIGlow>01</UIGlow><UIForeground>01</UIForeground> replaces Eos or Selene with Seraph. The Faerie Gauge will indicate how much time remains before she must return."
30,"Arcana Gauge"
