key,0,1
#,,
int32,byte,str
0,1,""
1,1,"By reading this text you are violating 37 of the 54 regulations listed in the User Agreement. Your account has been flagged and an unmarked van has been sent to your residence."
2,1,"The Jolly Raptor would have you deliver a priceless Thorne Dynasty vase to the Gold Saucer attendant awaiting its arrival. But beware the deft hands of thieves seeking to steal the item and sell it on the black market."
3,2,"The Jolly Raptor would have you deliver two priceless Thorne Dynasty vases to the two Gold Saucer attendants awaiting their arrival. But beware the deft hands of thieves seeking to steal the antiques and sell them on the black market."
4,3,"The Jolly Raptor would have you deliver three priceless Thorne Dynasty vases to the three Gold Saucer attendants awaiting their arrival. But beware the deft hands of thieves seeking to steal the antiques and sell them on the black market."
5,1,""
6,1,""
7,1,""
8,1,""
9,1,""
10,1,""
