key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
#,MapCondition,PriorityCategoryUI,PriorityUI,MapIndex,Hierarchy,MapMarkerRange,Id,SizeFactor,Offset{X},Offset{Y},PlaceName{Region},PlaceName,PlaceName{Sub},DiscoveryIndex,DiscoveryFlag,TerritoryType,DiscoveryArrayByte,IsEvent,,
int32,MapCondition,byte,byte,sbyte,byte,uint16,str,uint16,int16,int16,PlaceName,PlaceName,PlaceName,int16,uint32,TerritoryType,bit&01,bit&02,bit&04,byte
0,0,0,0,0,0,0,"",100,0,0,0,0,0,-1,0,0,True,False,False,0
1,0,0,0,0,1,0,"default/00",100,0,0,2405,21,0,-1,0,1,True,False,False,0
2,0,2,2,0,1,3,"f1t1/00",200,0,0,23,52,0,-1,0,132,True,False,False,0
3,0,2,3,0,1,4,"f1t2/00",200,0,0,23,53,0,-1,0,133,True,False,False,0
4,0,2,5,0,1,5,"f1f1/00",100,0,0,23,54,0,0,16382,148,True,False,False,0
5,0,2,6,0,1,6,"f1f2/00",100,0,0,23,55,0,0,1048574,152,False,False,False,0
6,0,2,7,0,1,7,"f1f3/00",100,0,0,23,56,0,1,131070,153,False,False,False,0
7,0,2,8,0,1,8,"f1f4/00",100,0,0,23,57,0,2,131070,154,False,False,False,0
8,0,2,9,0,1,10,"f1d1/00",300,0,0,23,58,0,1,4094,1037,True,False,False,0
9,0,2,10,0,1,21,"f1r1/00",200,0,0,23,61,0,2,16382,1039,True,False,False,0
10,0,0,0,0,1,0,"default/00",100,0,0,2405,153,0,-1,0,728,True,True,False,0
11,0,1,2,0,1,71,"s1t1/01",200,0,0,22,28,0,-1,0,128,True,False,False,0
12,0,1,3,0,1,72,"s1t2/01",200,0,0,22,29,0,-1,0,129,True,False,False,0
13,0,3,2,0,1,59,"w1t1/01",200,0,0,24,40,0,-1,0,130,True,False,False,0
14,0,3,3,1,1,60,"w1t2/01",200,0,0,24,41,373,-1,0,131,True,False,False,0
15,0,1,6,0,1,74,"s1f1/00",100,0,0,22,30,0,3,254,134,True,False,False,0
16,0,1,7,0,1,75,"s1f2/00",100,0,0,22,31,0,4,2046,135,True,False,False,0
17,0,1,8,0,1,76,"s1f3/01",100,0,0,22,32,0,5,32766,137,True,False,False,0
18,0,1,9,0,1,77,"s1f4/00",100,0,0,22,33,0,3,1048574,138,False,False,False,0
19,0,1,10,0,1,78,"s1f5/00",100,0,0,22,34,0,6,510,139,True,False,False,0
20,0,3,6,0,1,40,"w1f1/00",100,0,0,24,42,0,7,8190,140,True,False,False,0
21,0,3,7,0,1,39,"w1f2/00",100,0,0,24,43,0,8,16382,141,True,False,False,0
22,0,3,8,0,1,41,"w1f3/00",100,0,0,24,44,0,4,262142,145,False,False,False,0
23,0,3,9,0,1,42,"w1f4/01",100,0,0,24,45,0,5,1048574,146,False,False,False,0
24,0,3,10,0,1,43,"w1f5/00",100,0,0,24,46,0,9,510,147,True,False,False,0
25,0,5,2,0,1,108,"l1f1/01",100,0,0,26,67,0,6,131070,156,False,False,False,0
26,0,0,0,0,1,68,"s1ti/00",800,0,0,22,733,0,-1,0,177,True,False,False,0
27,0,0,0,0,1,70,"w1ti/00",800,0,0,24,617,0,-1,0,178,True,False,False,0
28,0,0,0,0,1,69,"f1ti/00",800,0,0,23,548,0,-1,0,179,True,False,False,0
29,0,0,0,0,1,0,"default/00",200,0,0,0,0,0,-1,0,22,True,False,False,0
30,0,1,11,0,1,79,"s1f6/00",100,0,0,22,350,0,10,510,180,True,False,False,0
31,0,1,12,0,1,80,"s1d1/00",200,0,0,22,35,0,11,4094,1036,True,False,False,0
32,0,1,14,0,1,82,"s1d3/00",200,0,0,22,37,0,12,1022,159,True,False,False,0
33,0,0,0,0,1,0,"s1fa/00",400,0,0,22,359,0,-1,0,1046,True,False,False,0
34,0,3,11,1,1,44,"w1d1/01",200,0,0,24,48,849,13,6,1038,True,False,False,0
35,0,0,0,0,1,0,"w1fa/00",400,0,0,24,357,0,-1,0,1045,True,False,False,0
36,0,0,0,0,1,0,"f1fa/00",400,0,0,23,360,0,-1,0,1067,True,False,False,0
37,0,4,7,0,1,103,"r1d1/00",200,0,0,25,401,0,14,1022,1042,True,False,False,0
38,0,4,9,0,1,106,"r1r2/00",200,0,0,25,65,0,15,2046,172,True,False,False,0
39,0,0,0,1,1,0,"r1fa/01",400,0,0,25,361,0,-1,0,1047,True,False,False,0
40,0,3,11,2,1,45,"w1d1/02",200,0,0,24,48,850,13,16632,1038,True,False,False,0
41,0,3,11,3,1,46,"w1d1/03",200,0,0,24,48,372,13,16128,1038,True,False,False,0
42,0,3,13,1,1,48,"w1d3/01",200,0,0,24,50,854,7,2,163,False,False,False,0
43,0,3,13,2,1,49,"w1d3/02",200,0,0,24,50,855,7,131068,163,False,False,False,0
44,0,3,13,3,1,50,"w1d3/03",200,0,0,24,50,856,7,917504,163,False,False,False,0
45,0,1,13,0,1,81,"s1d2/00",200,0,0,22,36,0,16,65534,1041,True,False,False,0
46,0,3,12,0,1,47,"w1d2/00",200,0,0,24,49,0,17,1022,1245,True,False,False,0
47,0,3,15,0,1,516,"w1d4/00",200,0,0,24,260,0,18,65534,1043,True,False,False,0
48,0,2,11,2,1,12,"f1d2/01",200,0,0,23,59,599,8,510,1040,False,False,False,0
49,0,2,12,1,1,14,"f1d3/01",200,0,0,23,128,873,19,14,167,True,False,False,0
50,0,4,8,1,1,104,"r1r1/01",200,0,0,25,64,922,25,62,171,True,False,False,0
51,0,1,5,0,1,83,"s1p1/00",400,-77,0,22,358,0,-1,0,250,True,False,False,0
52,0,3,14,1,1,63,"w1r1/01",200,0,0,24,47,838,20,158,170,True,False,False,0
53,0,4,5,0,1,102,"r1f1/00",100,0,0,25,63,0,9,8388606,155,False,False,False,0
54,0,2,11,1,1,11,"f1d2/02",200,0,0,23,59,600,8,1966080,1040,False,False,False,0
55,0,2,11,3,1,13,"f1d2/03",200,0,0,23,59,601,8,130560,1040,False,False,False,0
56,0,3,16,1,1,517,"w1d5/01",200,0,0,24,440,441,26,2,1044,True,False,False,0
57,0,0,0,0,1,87,"s1b1/00",200,0,0,22,464,0,21,254,241,True,False,False,0
58,0,0,0,0,1,88,"s1b2/00",200,0,0,22,465,0,22,6,242,True,False,False,0
59,0,0,0,0,1,92,"s1b4/00",200,0,0,22,467,0,-1,0,244,True,False,False,0
60,0,0,0,0,1,93,"s1b5/00",200,0,0,22,468,0,23,14,245,True,False,False,0
61,0,0,0,0,1,94,"default/00",100,0,0,22,469,0,-1,0,247,True,False,False,0
62,0,0,0,1,1,89,"s1b3/01",200,0,0,22,466,924,24,2,243,True,False,False,0
63,0,0,0,2,1,90,"s1b3/02",200,0,0,22,466,925,24,4,243,True,False,False,0
64,0,0,0,3,1,91,"s1b3/03",200,0,0,22,466,926,24,8,243,True,False,False,0
65,0,0,0,3,1,25,"f1b3/01",200,0,0,23,1303,1315,36,2,357,True,False,False,0
66,0,0,0,2,1,26,"f1b3/02",200,0,0,23,1303,1314,36,52,357,True,False,False,0
67,0,0,0,1,1,27,"f1b3/03",200,0,0,23,1303,1313,36,8,357,True,False,False,0
68,0,0,0,0,1,29,"f1e4/00",800,0,0,23,346,0,-1,0,204,True,True,False,0
69,0,0,0,0,1,30,"f1e5/00",400,0,0,23,347,0,-1,0,205,True,True,False,0
70,0,3,2,0,1,61,"w1t1/02",200,0,0,24,40,654,-1,0,130,True,False,False,0
71,0,5,4,1,1,110,"l1r1/01",200,0,0,26,478,479,30,16382,174,True,False,False,0
72,0,1,4,1,1,86,"s1h1/01",200,0,0,22,425,1161,-1,0,339,True,False,False,0
73,0,3,3,2,1,62,"w1t2/02",200,0,0,24,41,698,-1,0,131,True,False,False,0
74,0,1,2,0,1,73,"s1t1/02",200,0,0,22,28,725,-1,0,128,True,False,False,0
75,0,0,0,0,1,31,"s1e4/00",800,0,0,22,351,0,-1,0,198,True,True,False,0
76,0,0,0,0,1,0,"w1fa/10",400,0,0,2405,4442,0,-1,0,1166,True,False,False,0
77,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,False,False,False,0
78,0,0,0,0,1,34,"w1e4/00",400,0,0,24,354,0,-1,0,210,True,True,False,0
79,0,0,0,0,0,0,"",100,0,0,0,0,0,-1,0,0,True,False,False,0
80,0,0,0,0,1,36,"w1e6/00",400,0,0,24,356,0,-1,0,212,True,True,False,3
81,0,0,0,0,1,84,"s1p2/00",400,0,0,22,154,0,-1,0,175,True,False,False,0
82,0,2,4,1,1,66,"f1h1/01",200,0,0,23,426,1165,-1,0,340,True,False,False,0
83,0,3,4,1,1,67,"w1h1/01",200,0,0,24,427,1163,-1,0,341,True,False,False,0
84,0,2,12,2,1,15,"f1d3/02",200,0,0,23,128,874,19,240,167,True,False,False,0
85,0,2,12,3,1,16,"f1d3/03",200,0,0,23,128,875,19,3840,167,True,False,False,0
86,0,4,8,2,1,105,"r1r1/02",200,0,0,25,64,923,25,8128,171,True,False,False,0
87,0,1,1,0,3,131,"region/00",100,0,0,22,22,0,-1,0,0,True,False,False,0
88,0,3,1,0,3,132,"region/02",100,0,0,24,24,0,-1,0,0,True,False,False,0
89,0,2,1,0,3,133,"region/01",100,0,0,23,23,0,-1,0,0,True,False,False,0
90,0,4,1,0,3,134,"region/03",100,0,0,25,25,0,-1,0,0,True,False,False,0
91,0,5,1,0,3,135,"region/04",100,0,0,26,26,0,-1,0,0,True,False,False,0
92,0,10,1,0,2,136,"world/00",100,0,0,21,21,0,-1,0,0,True,False,True,0
93,0,0,0,0,1,291,"w1f4/02",100,0,0,24,45,255,-1,0,146,True,True,False,0
94,0,0,0,0,1,37,"w1e6/00",400,0,0,24,356,0,-1,0,212,True,True,False,3
95,0,0,0,0,1,85,"o1e2/00",400,0,0,22,462,0,-1,0,0,True,False,False,0
96,0,3,14,2,1,64,"w1r1/02",200,0,0,24,47,839,20,96,170,True,False,False,0
97,0,3,14,3,1,65,"w1r1/03",200,0,0,24,47,840,20,1792,170,True,False,False,0
98,0,0,0,2,1,293,"r1fa/02",400,0,0,25,459,0,-1,0,331,True,True,False,0
99,0,3,16,2,1,518,"w1d5/02",200,0,0,24,440,442,26,28,1044,True,False,False,0
100,0,3,16,3,1,519,"w1d5/03",200,0,0,24,440,443,26,96,1044,True,False,False,0
101,0,3,16,4,1,520,"w1d5/04",200,0,0,24,440,444,26,896,1044,True,False,False,0
102,0,0,0,0,1,57,"w1d5/05",200,0,0,24,440,445,-1,0,1044,True,False,False,0
103,0,3,16,5,1,521,"w1d5/06",100,0,0,24,440,446,26,63488,1044,True,True,False,0
104,0,0,0,6,1,0,"w1d5/07",100,0,0,24,440,453,26,1024,1044,True,False,False,0
105,0,0,0,0,1,0,"l1f1/02",400,0,0,26,67,19,-1,0,156,True,True,False,0
106,0,0,0,0,1,0,"default/00",100,0,0,2405,152,0,-1,0,338,True,False,False,0
107,0,0,0,0,1,38,"w1e6/00",400,0,0,24,356,0,-1,0,212,True,True,False,3
108,0,1,15,1,1,95,"s1d4/01",200,0,0,22,230,940,27,6,160,True,False,False,0
109,0,0,0,1,1,0,"s1i1/01",400,0,0,22,1100,1147,-1,0,282,True,False,False,0
110,0,0,0,2,1,0,"s1i2/01",400,0,0,22,1101,1109,-1,0,283,True,False,False,0
111,0,0,0,1,1,0,"s1i2/02",400,0,0,22,1101,1110,-1,0,283,True,False,False,0
112,0,0,0,3,1,0,"s1i2/03",400,0,0,22,1101,1111,-1,0,283,True,False,False,0
113,0,0,0,2,1,0,"s1i3/01",400,0,0,22,1102,1112,-1,0,284,True,False,False,0
114,0,0,0,1,1,0,"s1i3/02",400,0,0,22,1102,1113,-1,0,284,True,False,False,0
115,0,0,0,3,1,0,"s1i3/03",400,0,0,22,1102,1114,-1,0,284,True,False,False,0
116,0,0,0,1,1,0,"f1i1/01",400,0,0,23,1106,1147,-1,0,342,True,False,False,0
117,0,0,0,2,1,0,"f1i2/01",400,0,0,23,1107,1109,-1,0,343,True,False,False,0
118,0,0,0,1,1,0,"f1i2/02",400,0,0,23,1107,1110,-1,0,343,True,False,False,0
119,0,0,0,3,1,0,"f1i2/03",400,0,0,23,1107,1111,-1,0,343,True,False,False,0
120,0,0,0,2,1,0,"f1i3/01",400,0,0,23,1108,1112,-1,0,344,True,False,False,0
121,0,0,0,1,1,0,"f1i3/02",400,0,0,23,1108,1113,-1,0,344,True,False,False,0
122,0,0,0,3,1,0,"f1i3/03",400,0,0,23,1108,1114,-1,0,344,True,False,False,0
123,0,0,0,1,1,0,"w1i1/01",400,0,0,24,1103,1147,-1,0,345,True,False,False,0
124,0,0,0,2,1,0,"w1i2/01",400,0,0,24,1104,1109,-1,0,346,True,False,False,0
125,0,0,0,1,1,0,"w1i2/02",400,0,0,24,1104,1110,-1,0,346,True,False,False,0
126,0,0,0,3,1,0,"w1i2/03",400,0,0,24,1104,1111,-1,0,346,True,False,False,0
127,0,0,0,2,1,0,"w1i3/01",400,0,0,24,1105,1112,-1,0,347,True,False,False,0
128,0,0,0,1,1,0,"w1i3/02",400,0,0,24,1105,1113,-1,0,347,True,False,False,0
129,0,0,0,3,1,0,"w1i3/03",400,0,0,24,1105,1114,-1,0,347,True,False,False,0
130,0,1,15,2,1,96,"s1d4/02",200,0,0,22,230,939,27,248,160,True,False,False,0
131,0,1,15,3,1,97,"s1d4/03",200,0,0,22,230,938,27,768,160,True,False,False,0
132,0,1,15,4,1,98,"s1d4/04",200,0,0,22,230,937,27,1024,160,True,False,False,0
133,0,1,15,5,1,99,"s1d4/05",200,0,0,22,230,936,27,2048,160,True,False,False,0
134,0,1,15,6,1,100,"s1d4/06",200,0,0,22,230,935,27,4096,160,True,False,False,0
135,0,5,4,2,1,111,"l1r1/02",200,0,0,26,478,480,30,49152,174,True,False,False,0
136,0,0,0,0,1,109,"l1e1/01",400,0,0,26,481,0,-1,0,351,True,True,False,0
137,0,2,13,2,1,18,"f1d4/01",200,0,0,23,484,599,28,1922,350,True,False,False,0
138,0,2,13,1,1,17,"f1d4/02",200,0,0,23,484,600,28,124,350,True,False,False,0
139,0,2,13,3,1,19,"f1d4/03",200,0,0,23,484,601,28,63488,350,True,False,False,0
140,0,3,17,1,1,119,"w1d6/01",200,0,0,24,483,849,29,6,349,True,False,False,0
141,0,3,17,2,1,120,"w1d6/02",200,0,0,24,483,850,29,1016,349,True,False,False,0
142,0,3,17,3,1,121,"w1d6/03",200,0,0,24,483,372,29,64512,349,True,False,False,0
143,0,0,0,0,1,0,"w1fb/00",400,0,0,24,477,0,-1,0,348,True,False,False,0
144,0,0,0,0,1,127,"r1fb/00",200,0,0,25,386,0,-1,0,366,True,False,False,0
145,0,3,18,0,1,58,"w1d7/00",200,0,0,24,1333,0,31,4094,360,True,False,False,0
146,0,1,16,0,1,101,"s1d6/00",200,0,0,22,1351,0,32,2046,362,True,False,False,0
147,0,0,0,0,1,0,"o1fa/00",400,0,0,22,1334,0,-1,0,281,True,False,False,0
148,0,0,0,0,1,22,"f1b1/00",200,0,0,23,1301,0,34,126,355,True,False,False,0
149,0,0,0,1,1,23,"f1b2/01",200,0,0,23,1302,1353,35,6,356,True,False,False,0
150,0,0,0,0,1,28,"f1b4/00",200,0,0,23,1304,0,-1,0,358,True,False,False,0
151,0,2,15,1,1,122,"f1d5/01",200,0,0,23,125,1335,33,510,363,True,False,False,0
152,0,2,15,2,1,123,"f1d5/02",200,0,0,23,125,1336,33,7680,363,True,False,False,0
153,0,0,0,2,1,0,"s1i1/02",400,0,0,22,1100,1148,-1,0,282,True,False,False,0
154,0,0,0,2,1,0,"f1i1/02",400,0,0,23,1106,1148,-1,0,342,True,False,False,0
155,0,0,0,2,1,0,"w1i1/02",400,0,0,24,1103,1148,-1,0,345,True,False,False,0
