key,0,1,2,3,4,5
#,,Item,Location[0],Location[1],Location[2],
int32,uint16,Item,TerritoryType,TerritoryType,TerritoryType,str
0,0,0,0,0,0,""
1,200,15168,148,135,141,"I'm kind of busy right nyao."
2,201,15169,152,138,145,"Oh my swirls!"
3,202,15170,153,139,146,"Hold onto your butler!"
4,203,15171,154,180,134,"Summer fever..."
5,204,15172,140,148,135,"How ridiculous."
6,205,15173,141,152,138,"Oh my swirls!"
7,206,15174,145,153,139,"Doggone it!"
8,207,15175,146,154,180,"Noko noko!"
9,208,15176,134,140,148,"Hmph...!"
10,209,15177,135,141,152,"Heart of a Warrior!"
11,210,15178,138,145,153,"I've got your back!"
12,211,15179,139,146,154,"Activating Sleep Mode..."
13,212,15180,180,134,140,"Shoot!"
