key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
#,Name,,,,,,,,,,,,,,,,,,
int32,str,uint16,uint16,uint16,uint16,uint16,bit&01,bit&02,bit&04,byte,byte,byte,sbyte,byte,byte,byte,byte,byte,byte
0,"",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
1,"Emerald Carbuncle",0,0,0,0,0,False,True,True,100,100,100,-1,0,0,0,0,0,0
2,"Topaz Carbuncle",0,0,0,0,0,False,True,True,100,100,100,-1,0,0,0,0,0,0
3,"",0,0,0,0,0,False,True,True,100,100,100,0,1,2,3,0,0,0
4,"",0,0,0,0,0,False,True,True,100,100,100,1,1,2,3,0,0,0
5,"",0,0,0,0,0,False,True,True,100,100,100,2,1,2,3,0,0,0
6,"Eos",803,805,7438,16544,802,False,True,True,100,100,100,-1,0,0,0,0,0,0
7,"Selene",803,805,7438,16544,0,False,True,True,100,100,100,-1,0,0,0,0,0,0
8,"Rook Autoturret",0,0,7416,0,0,True,False,False,100,100,100,-1,0,0,0,0,0,0
9,"Bishop Autoturret",0,0,7417,0,0,True,False,False,100,100,100,-1,0,0,0,0,0,0
10,"Demi-Bahamut",7428,0,7449,0,0,False,False,True,10,20,30,-1,0,0,0,0,0,0
11,"",0,0,7440,7441,0,True,False,False,100,100,100,-1,0,0,0,0,0,0
12,"Demi-Bahamut",29676,0,29677,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
13,"",0,0,17801,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
14,"Demi-Phoenix",16519,0,16518,0,0,False,False,True,33,66,100,-1,0,0,0,0,0,0
15,"Seraph",16550,16551,16547,0,16548,False,True,True,100,100,100,-1,0,0,0,0,0,0
16,"Moonstone Carbuncle",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
17,"Esteem",0,0,0,0,0,True,False,False,100,100,100,-1,0,0,0,0,0,0
18,"Automaton Queen",0,0,16503,25787,0,True,False,False,100,100,100,-1,0,0,0,0,0,0
19,"Bunshin",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
20,"Demi-Phoenix",29681,0,29682,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
21,"Seraph",29240,0,29241,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
22,"Bunshin",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
23,"Carbuncle",25841,25842,0,0,0,False,True,True,100,100,100,-1,1,2,3,5,6,7
24,"Ruby Carbuncle",0,0,25843,0,0,False,False,True,100,100,100,-1,0,0,0,0,0,0
25,"Topaz Carbuncle",0,0,25844,0,0,False,False,True,100,100,100,-1,0,0,0,0,0,0
26,"Emerald Carbuncle",0,0,25845,0,0,False,False,True,100,100,100,-1,0,0,0,0,0,0
27,"Ifrit-Egi",0,0,25846,25849,0,False,False,True,100,100,100,-1,1,2,3,4,0,0
28,"Titan-Egi",0,0,25847,25850,0,False,False,True,100,100,100,-1,1,2,3,4,0,0
29,"Garuda-Egi",0,0,25848,25851,0,False,False,True,100,100,100,-1,1,2,3,4,0,0
30,"Ruby Ifrit",0,0,25852,0,0,False,False,True,25,50,75,-1,0,0,0,0,0,0
31,"Topaz Titan",0,0,25853,0,0,False,False,True,33,66,100,-1,0,0,0,0,0,0
32,"Emerald Garuda",0,0,25854,0,0,False,False,True,33,66,100,-1,0,0,0,0,0,0
33,"",0,0,25863,25864,0,True,False,False,100,100,100,-1,0,0,0,0,0,0
34,"Amber Carbuncle",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
35,"Bishop Autoturret",29413,0,0,0,0,True,False,False,100,100,100,-1,0,0,0,0,0,0
36,"Carbuncle",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
37,"Carbuncle",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
38,"Ruby Carbuncle",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
39,"Ruby Carbuncle",0,0,0,0,0,False,False,False,100,100,100,-1,0,0,0,0,0,0
