key,0,1
#,,
int32,uint16,str
0,0,""
1,1001,"Paladin"
2,1003,"Monk"
3,1002,"Warrior"
4,1004,"Dragoon"
5,1006,"Bard"
6,1005,"Ninja"
7,1009,"White Mage"
8,1007,"Black Mage"
9,1008,"Summoner"
10,1010,"Scholar"
11,1101,"Disciples of the Land and Hand"
12,2001,"Little Ladies' Day - Legacy"
13,2002,"Little Ladies' Day - 2015"
14,2003,"Little Ladies' Day - 2016"
15,2004,"Little Ladies' Day - 2017"
16,2005,"Little Ladies' Day - 2019"
17,2006,"Little Ladies' Day - 2020"
18,2007,"Little Ladies' Day - 2022"
19,2101,"Hatching-tide - Legacy"
20,2102,"Hatching-tide - 2015"
21,2103,"Hatching-tide - 2019"
22,2104,"Hatching-tide - 2020"
23,2105,"Hatching-tide - 2021"
24,2106,"Hatching-tide - 2023"
25,2201,"Make It Rain Campaign - 2024"
26,3001,"Moonfire Faire - Legacy"
27,3002,"Moonfire Faire - 2014"
28,3003,"Moonfire Faire - 2015"
29,3004,"Moonfire Faire - 2016"
30,3005,"Moonfire Faire - 2017"
31,3006,"Moonfire Faire - 2018"
32,3007,"Moonfire Faire - 2019"
33,3008,"Moonfire Faire - 2020"
34,3009,"Moonfire Faire - 2022"
35,3010,"Moonfire Faire - 2023"
36,4001,"All Saints' Wake - Legacy"
37,4002,"All Saints' Wake - 2014"
38,4003,"All Saints' Wake - 2015"
39,4004,"All Saints' Wake - 2016"
40,4005,"All Saints' Wake - 2017"
41,4006,"All Saints' Wake - 2021"
42,4007,"All Saints' Wake - 2022"
43,4008,"All Saints' Wake - 2024"
44,5101,"Heavensturn - Legacy"
45,5102,"Heavensturn - 2014"
46,5103,"Heavensturn - 2015"
47,5104,"Heavensturn - 2016"
48,5105,"Heavensturn - 2017"
49,5106,"Heavensturn - 2018"
50,5107,"Heavensturn - 2019"
51,5108,"Heavensturn - 2020"
52,5109,"Heavensturn - 2021"
53,5110,"Heavensturn - 2022"
54,5111,"Heavensturn - 2023"
55,5201,"Valentione's Day - Legacy"
56,5202,"Valentione's Day - 2014"
57,5203,"Valentione's Day - 2016"
58,5204,"Valentione's Day - 2019"
59,5205,"Valentione's Day - 2020"
60,5206,"Valentione's & Little Ladies' Day - 2021"
61,5207,"Valentione's Day - 2023"
62,5001,"Starlight Celebration - Legacy"
63,5002,"Starlight Celebration - 2014"
64,5003,"Starlight Celebration - 2015"
65,5004,"Starlight Celebration - 2016"
66,5005,"Starlight Celebration - 2018"
67,5006,"Starlight Celebration - 2023"
68,6001,"FINAL FANTASY XI ONLINE - The Maiden's Rhapsody"
69,6002,"FINAL FANTASY XIII - Lightning Strikes"
70,6003,"FINAL FANTASY XV - A Nocturne for Heroes"
71,6004,"FINAL FANTASY XVI - The Path Infernal"
72,6005,"DRAGON QUEST X"
73,6006,"Yo-kai Watch"
74,6007,"Fall Guys"
75,7001,"Achievement - Legacy"
76,7002,"Achievement - Battle"
77,7003,"Achievement - PvP"
78,7004,"Achievement - Character"
79,7005,"Achievement - Items"
80,7006,"Achievement - Crafting & Gathering"
81,7007,"Achievement - Quests"
82,7008,"Achievement - Grand Company"
83,8001,"Bonus Items - Legacy"
84,8002,"Exclusive Extras - A Realm Reborn"
85,8003,"Exclusive Extras - Heavensward"
86,8004,"Exclusive Extras - Stormblood"
87,8005,"Exclusive Extras - Shadowbringers"
88,8006,"Exclusive Extras - Endwalker"
89,8007,"Exclusive Extras - Dawntrail"
90,8008,"Exclusive Extras - Other"
91,8009,"Veteran Rewards"
92,8010,"Veteran Rewards - Achievement Certificates"
93,8011,"Fan Festival Items"
94,8012,"Campaign Items"
95,9007,"Alphinaud & Alisaie"
96,9001,"Minfilia"
97,9002,"Thancred"
98,9003,"Y'shtola"
99,9004,"Urianger"
100,9005,"Papalymo"
101,9006,"Yda & Lyse"
102,9008,"Krile"
103,9103,"Hildibrand"
104,9104,"Edda"
105,9102,"Garlond Ironworks"
106,9101,"Cid"
107,9106,"The Heavens' Ward"
108,9105,"Aymeric"
109,9107,"Ysayle"
110,9108,"Hien"
111,9109,"Gosetsu"
112,9110,"Alma"
113,9112,"Ryne"
114,9113,"Gaia"
115,9111,"Omega"
116,10001,"Legacy Replicas"
117,2008,"Little Ladies' Day - 2025"
118,10115,"Leisurewear"
119,10116,"Belt-leather"
120,0,""
121,9009,"G'raha Tia"
122,9114,"Zero"
123,10301,"War of the Visions"
124,3011,"Moonfire Faire - 2025"
125,9115,"Azeyma"
126,0,""
127,0,""
128,0,""
129,0,""
130,0,""
131,0,""
132,0,""
133,0,""
134,0,""
135,0,""
136,0,""
137,0,""
138,0,""
139,0,""
140,0,""
141,0,""
142,11001,"Moogle"
143,11002,"Carbuncle"
144,11003,"Fat Cat"
145,10101,"Fuga"
146,10102,"Angelic & Demonic"
147,10103,"Exclusive Far Eastern Journey"
148,10104,"Nezha Lord & Lady"
149,10105,"Loyal Butler & Housemaid"
150,10106,"Highborn"
151,10107,"Enforcer & Socialite"
152,10108,"Peacock"
153,10109,"Faerie Tale"
154,10110,"Traditional"
155,10111,"School Uniform"
156,10112,"Resshi"
157,10113,"Street"
158,10114,"Magitek"
159,10201,"Far Eastern Lord & Lady"
160,10202,"Far Eastern Noble"
161,10203,"Far Eastern Patriarch & Matriarch"
162,10204,"Far Eastern Gentleman & Beauty"
163,10205,"Far Eastern Warrior & Damsel (temp name)"
164,10206,"Far Eastern Officer & Maiden"
165,10207,"Far Eastern Schoolboy & Schoolgirl"
166,10208,"Far Eastern Lord & Lady Errant"
167,10209,"Far Eastern Performer"
168,0,""
