key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
#,Item[0],Count[0],HQ[0],Item[1],Count[1],HQ[1],Item[2],Count[2],HQ[2],Item[3],Count[3],HQ[3],Item[4],Count[4],HQ[4],Item[5],Count[5],HQ[5],Item[6],Count[6],HQ[6],Item[7],Count[7],HQ[7],Item[8],Count[8],HQ[8]
int32,Item,byte,bool,Item,byte,bool,Item,byte,bool,Item,byte,bool,Item,byte,bool,Item,byte,bool,Item,byte,bool,Item,byte,bool,Item,byte,bool
0,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
1,4,3,False,3,3,False,5380,2,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
2,4,7,False,3,7,False,5380,5,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
3,4,24,False,3,24,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
4,4,3,False,3,3,False,5380,2,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
5,4,8,False,3,8,False,5380,6,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
6,4,28,False,3,28,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
7,4,4,False,3,4,False,5383,3,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
8,4,10,False,3,10,False,5383,7,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
9,4,32,False,3,32,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
10,4,4,False,3,4,False,5385,3,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
11,4,11,False,3,11,False,5385,8,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
12,4,36,False,3,36,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
13,4,5,False,3,5,False,5386,4,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
14,4,12,False,3,12,False,5386,10,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
15,4,40,False,3,40,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
16,4,5,False,3,5,False,5388,4,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
17,4,13,False,3,13,False,5388,11,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
18,4,44,False,3,44,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
19,4,12,False,3,12,False,5390,5,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
20,4,30,False,3,30,False,5390,12,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
21,4,48,False,3,48,False,2224,1,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
22,4,12,False,3,12,False,5390,5,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
23,4,32,False,3,32,False,5390,13,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
