key,0,1,2
#,Icon,Name,Description
int32,Image,str,str
0,0,"",""
1,216801,"Floor Effect: Blindness","Accuracy of all party members is reduced."
2,216802,"Floor Effect: HP Penalty","Maximum HP of all party members is reduced."
3,216803,"Floor Effect: Damage Penalty","Damage dealt by all party members is reduced."
4,216804,"Floor Effect: Inability","Use of abilities is prohibited for all party members."
5,216805,"Floor Effect: Haste","Weaponskill recast time, spell recast time, and auto-attack delay for all party members are reduced."
6,216806,"Floor Effect: HP/MP Boost","Maximum HP and MP of all party members are increased."
7,216807,"Floor Effect: Item Penalty","Use of items (including dungeon-specific items) is prohibited for all party members."
8,216808,"Floor Effect: Sprint Penalty","Use of the action Sprint is prohibited for all party members."
9,216809,"Floor Effect: Knockback Penalty","Knockback and draw-in effects for both enemies and allies are disabled."
10,216810,"Floor Effect: Auto-heal Penalty","HP regeneration for all party members is disabled."
11,216811,"Floor Effect: Gloom","Enemy movement speed is increased. Enemies also deal more damage while taking less."
12,216812,"Floor Effect: Sprint","Movement speed of all party members is increased."
13,216813,"Floor Effect: Magicite Penalty","Use of magicite is prohibited for all party members."
14,216814,"Floor Effect: Demiclone Penalty","Use of demiclones is prohibited for all party members."
15,216815,"魔法効果：ジュニパーの香禁止","味方全員がジュニパーの香使用不可。"
