key,0,1,2,3,4,5,6
#,,,,,,,
int32,uint32,byte,byte,byte,uint32,uint32,int32
0,0,0,0,0,0,0,0
1,14906,1,1,1,37603,37611,70121
2,14907,1,2,1,37611,37603,70122
3,14908,1,1,2,37604,37605,70123
4,14909,1,2,2,37605,37604,70124
5,14910,1,1,3,37603,37607,70125
6,14911,1,2,3,37607,37603,70126
7,14912,1,1,4,37604,37605,70127
8,14913,1,2,4,37605,37604,70128
9,14914,1,1,5,37609,37608,70129
10,14915,1,2,5,37608,37609,70130
11,14916,2,1,6,37607,37606,70131
12,14917,2,2,6,37606,37607,70132
13,14918,2,1,7,37605,37611,70133
14,14919,2,2,7,37605,37610,70134
15,14920,2,1,8,37605,37606,70135
16,14921,2,2,8,37606,37605,70136
17,14922,2,1,9,37608,37604,70137
18,14923,2,2,9,37604,37608,70138
19,14924,3,1,10,37611,37610,70139
20,14925,3,2,10,37610,37611,70140
21,14926,3,1,13,37611,37610,70141
22,14927,3,2,13,37610,37603,70142
23,14928,3,1,11,37607,37606,70143
24,14929,3,2,11,37606,37607,70144
25,14930,1,3,12,37603,37605,70145
26,14931,1,3,14,37608,37604,70146
27,14932,2,3,15,37604,37603,70147
28,14933,3,3,16,37604,37609,70148
29,14934,3,3,17,37609,37604,70149
