key,0
#,Name
int32,str
0,""
1,"the Manderville Tournament of Champions"
2,"the Spinner's Pull"
3,"the Durai Memorial"
4,"the Rowena Cup Classic"
5,"the Manderville Tournament of Champions"
6,"the Spinner's Pull"
7,"the Durai Memorial"
8,"the Rowena Cup Classic"
9,"the Manderville Tournament of Champions"
10,"the Spinner's Pull"
11,"the Durai Memorial"
12,"the Rowena Cup Classic"
13,"the Manderville Tournament of Champions"
14,"the Spinner's Pull"
15,"the Durai Memorial"
16,"the Rowena Cup Classic"
17,"the Manderville Tournament of Champions"
18,"the Spinner's Pull"
19,"the Durai Memorial"
20,"the Rowena Cup Classic"
21,"the Manderville Tournament of Champions"
22,"the Spinner's Pull"
23,"the Durai Memorial"
24,"the Rowena Cup Classic"
