key,0,1,2
#,,,
int32,bit&01,str,str
0,False,"無効","無効"
100,True,"Adventure:","Wander whither the winds take thee."
101,True,"","Seek out sights thou hast yet to behold."
102,True,"","Travel to lands held dear in thy heart."
103,True,"","Thou shalt be blessed with the weather."
104,True,"","Auspicious encounters await amidst the hustle and bustle of cities."
105,False,"",""
106,False,"",""
200,True,"Relationships:","Answer the call, and trust and honor accorded to heroes shall be thine."
201,True,"","Cast thy gaze upon bonds eternal, for therein lie great blessings."
202,True,"","To thy companions thou shalt be indebted. Forget not to express thine appreciation."
203,True,"","A star-guided companion is closer than thou knowest."
204,True,"","Fortunate are those who do not stray from their friends."
300,True,"Prosperity:","Cast aside thy greed, and thou shalt reap the spoils of numbers great."
301,True,"","Upon thee luck shall smile. Seek riches in gilded halls."
302,True,"","A treasure map thou shouldst unfurl. Unto great fortune it shall lead thee."
303,True,"","All shall be to thy desire. Throw open coffers without fear."
304,True,"","Profit shall come. Be honest in thy business dealings."
400,True,"Conflict:","Take to battle with confidence. Each mighty foe shall see thee grow."
401,True,"","Beyond repetition lieth truth. Neglect not thy training."
402,True,"","Look to thy comrades-in-arms. Much have they to teach thee."
403,True,"","Great opportunities for growth lie in fields yet unexplored."
404,True,"","Beyond repetition lieth truth. Neglect not thy training."
500,True,"Favor:","Be fierce like unto the Fury, and victory shall be assured thee."
501,True,"","Be kind like unto the Lover, and thou shalt receive kindness in return."
502,True,"","Be passionate like unto the Warden, and the way shall be illuminated for thee."
503,True,"","Be decisive like unto the Navigator, and serendipitous winds shall bear thee high."
504,True,"","Be inquisitive like unto the Wanderer, and thou shalt find much joy in thy journeys."
1100,True,"Adventure:","Hither and thither wander alone. Enjoy moments of respite all thine own."
1101,True,"","Embark upon an old journey anew. Further discoveries await."
1102,True,"","Participate in festivities and feel the turning of the seasons."
1103,True,"","Heed the voices of the people, for they have tales untold to share."
1104,True,"","Unexpected discoveries await in unexplored lands."
1105,False,"",""
1106,False,"",""
1200,True,"Relationships:","Be prepared for unexpected encounters."
1201,True,"","From an unlikely meeting a relationship shall bloom."
1202,True,"","Friendship will bloom. Take the lead and gather comrades."
1203,True,"","A friend shall come to thine aid. Neglect not to repay the debt."
1204,True,"","Though slow to ripen, the sweetest of fruits await."
1300,True,"Prosperity:","Great riches await in gilded halls. Be open-handed."
1301,True,"","Sail forth and cast thy nets. A great haul awaits thee."
1302,True,"","Invest in thy home. From it fortune shall grow."
1303,True,"","Bid farewell to the old; bid welcome to the new."
1304,True,"","Stay alert to opportunity, and thou shalt make thy fortune."
1400,True,"Conflict:","Temper thyself in the heat of friendly rivalries."
1401,True,"","Thy weapon suiteth thee well. Continue in thine efforts with confidence."
1402,True,"","The tiles favor thee. Try thy hand at mahjong."
1403,True,"","In the pursuit of fell fiends far and wide, thou shalt find good fortune."
1404,True,"","Thy weapon suiteth thee well. Continue in thine efforts with confidence."
1500,True,"Favor:","Be wise like unto the Spinner, and fortune shall favor thee in all its domains. "
1501,True,"","Be bold like unto the Destroyer, and all foes shall fall before thee."
1502,True,"","Be creative like unto the Builder, and a surer hand of craftsmanship shall be thine."
1503,True,"","Be discerning like unto the Traders, and no chance to profit shall pass thee by."
1504,True,"","Be forbearing like unto the Matron, and the seeds of new friendship shall quicken for thee."
2100,True,"Adventure:","Stay true to thyself, and the way shall open for thee."
2101,True,"","A case is afoot. Enlist the services of the most gentlemanly of inspectors."
2102,True,"","Look closely at the weave of the lands thou seest, and thou shalt make new discoveries."
2103,True,"","Gather thine allies, and embark upon a journey to remember."
2104,True,"","Place thyself in fate's hand, and thou wilt surely grow."
2105,False,"",""
2106,False,"",""
2200,True,"Relationships:","Be ever grateful, and thou shalt know blessed friendship."
2201,True,"","Thy comrades are thy treasures. Cherish them well."
2202,True,"","From a foreign land cometh a kindred soul. Embrace them without reserve."
2203,True,"","Where words fail to convey thy feelings, gestures may yet succeed."
2204,True,"","Nothing good will come of waiting. Participate in a gathering hosted by adventurers."
2300,True,"Prosperity:","Great success is the accumulation of small efforts. Neglect not thy daily chores."
2301,True,"","Now is an auspicious time to find a new home. Seize the opportunity."
2302,True,"","Great profits await reaping in the wilderness."
2303,True,"","A chance for profit shall come by way of a friend."
2304,True,"","Wealth lieth in the seas and skies. Send forth vessels to explore."
2400,True,"Conflict:","Neglect not thy provisions, and victory shall be thine."
2401,True,"","A grueling battle awaiteth. Reassess thine equipment."
2402,True,"","Dwell not overmuch in sweet victory, or bitter defeat shall follow."
2403,True,"","For strength thou wantest not. Thou needest but breathe as one with thine allies."
2404,True,"","For strength thou wantest not. Thou needest but breathe as one with thine allies."
2500,True,"Favor:","Be steadfast like unto the Keeper, and thou shalt not be led astray."
2501,True,"","Be wise like unto the Scholar, and thou shalt find a way to overcome misfortune."
2502,True,"","Be resolute like unto the Fury, and thou shalt know no surrender."
2503,True,"","Be observant like unto the Lover, and thou shalt see all things for what they are."
2504,True,"","Be audacious like unto the Warden, and thy comrades shall follow thee true."
3100,True,"Adventure:","Know thy destination before thou embarkest upon thy journey."
3101,True,"","Hearken to the pleas of those in need, no matter their race or creed."
3102,True,"","Seek fortune along the byway."
3103,True,"","Alone thou shalt struggle. Set forth with allies."
3104,True,"","Behold once more the first city thou didst see. There, good fortune awaiteth thee."
3105,False,"",""
3106,False,"",""
3200,True,"Relationships:","Neglect not to stay in touch with loved ones, and all shall be well."
3201,True,"","A face from thy past shall appear. Rekindle thy friendship."
3202,True,"","There shall be a meeting long in the making. Abide in patience."
3203,True,"","Help those in need, and friendship shall bloom."
3204,True,"","Cherish the bonds with which thou art blessed, and strive to strengthen them."
3300,True,"Prosperity:","Now is the time to sell. The longer thou waitest, the greater thy loss."
3301,True,"","Put thy belongings in order."
3302,True,"","If thou fearest not to lose, thou shalt stand to gain."
3303,True,"","Although it be at great expense, thou shalt obtain the object of thy desire."
3304,True,"","Thou shalt gain through the help of thy friends."
3400,True,"Conflict:","Although thou shalt fall, thou shalt rise up stronger each time."
3401,True,"","Be not complacent. Remain vigilant from beginning to end."
3402,True,"","Cast aside idle thoughts, and focus wholly on that which requireth thine attention."
3403,True,"","Continue honing thyself with thine allies."
3404,True,"","Continue honing thyself with thine allies."
3500,True,"Favor:","Be boisterous like unto the Navigator, and from fate's tides thou mayest yet break free."
3501,True,"","Be carefree like unto the Wanderer, and some few failures shall not discourage thee."
3502,True,"","Be farsighted like unto the Spinner, and thou shalt rise above the caprices of fortune."
3503,True,"","Be unyielding like unto the Destroyer, and thou shalt break through any hardship."
3504,True,"","Be dexterous like unto the Builder, and thy tools shall never fail thee."
4100,True,"Adventure:","Neglect not to lay plans."
4101,True,"","Thine excesses shall take their toll. Pay thy health due care on the road."
