key,0,1
#,,
int32,int16,int16
0,0,-32768
1,5,-32768
2,5,-32768
3,100,100
4,10,5
5,-5,-5
6,160,150
7,20,25
8,10,-32768
9,10,-32768
10,100,100
11,200,150
12,300,300
13,30,50
14,300,300
15,100,-32768
16,100,-32768
17,100,-32768
18,-4,-5
19,-50,-32768
20,0,-32768
21,-4,-10
22,-10,-25
23,-20,-50
24,130,150
25,0,10
26,0,-10
27,300,300
28,5,0
29,300,-32768
30,0,-32768
31,160,160
32,10,5
33,4,-32768
34,200,200
35,1,2
36,-50,-32768
37,0,-32768
38,5,-32768
39,700,150
40,-15,-15
41,0,0
42,100,100
43,100,100
44,20,10
45,50,-32768
46,50,50
47,0,-32768
48,0,15
49,5,5
50,0,0
51,3,-32768
52,100,100
53,-25,-50
54,300,300
55,50,-32768
56,100,-32768
57,-50,-32768
58,0,-32768
59,20,-32768
60,30,-32768
61,50,-32768
62,0,-32768
63,0,-32768
