key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
#,Type,TimeLimit,MapIcon,Name,TextData{Start},TextData{End},,,,ContentFinderCondition,AdditionalData,,,,,,
int32,byte,uint16,Image,str,PublicContentTextData,PublicContentTextData,uint32,uint32,uint32,ContentFinderCondition,Row,byte,uint16,uint16,uint16,uint16,uint32
0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,18,0
1,1,0,0,"the Ceremony of Eternal Bonding",1000,1143,0,0,0,0,0,0,0,0,0,18,0
2,2,0,60848,"",0,0,0,0,0,195,0,0,0,0,0,18,0
3,3,180,60851,"",0,0,50007,7207922,0,283,1,0,0,0,0,18,0
4,3,180,60851,"",0,0,50008,7516174,0,581,2,0,0,0,0,18,0
5,4,60,60831,"",0,0,50009,7536621,0,583,0,0,0,0,0,18,0
6,3,180,60851,"",0,0,50010,7646208,0,598,3,0,0,0,0,18,0
7,5,10,60848,"",3000,3003,0,0,0,600,1,0,30,0,0,18,0
8,5,10,60848,"",3000,3003,0,0,0,601,2,0,30,0,0,18,0
9,5,10,60848,"",3000,3003,0,0,0,602,3,0,30,0,0,18,0
10,5,10,60848,"",3000,3003,0,0,0,603,4,0,30,0,0,18,0
11,5,10,60848,"",3000,3003,0,0,0,604,5,0,30,0,0,18,0
12,5,10,60848,"",3000,3003,0,0,0,605,6,0,30,0,0,18,0
13,5,10,60848,"",3000,3003,0,0,0,606,7,0,30,0,0,18,0
14,5,10,60848,"",3000,3003,0,0,0,607,8,0,30,0,0,18,0
15,5,10,60848,"",3000,3003,0,0,0,608,9,0,30,0,0,18,0
16,3,180,60851,"",2100,2138,50011,7840031,0,639,4,13,2,0,0,18,0
17,5,10,60848,"",3000,3003,0,0,0,705,10,24,31,0,0,18,0
18,5,10,60848,"",3000,3003,0,0,0,706,11,24,31,0,0,18,0
19,5,10,60848,"",3000,3003,0,0,0,707,12,24,31,0,0,18,0
20,5,10,60848,"",3000,3003,0,0,0,708,13,24,31,0,0,18,0
21,5,10,60848,"",3000,3003,0,0,0,709,14,24,31,0,0,18,0
22,5,10,60848,"",3000,3003,0,0,0,710,15,24,31,0,0,18,0
23,5,10,60848,"",3000,3003,0,0,0,711,16,24,31,0,0,18,0
24,5,10,60848,"",3000,3003,0,0,0,712,17,24,31,0,0,18,0
25,5,10,60848,"",3000,3003,0,0,0,713,18,24,31,0,0,18,0
26,6,180,0,"",0,0,50015,8308669,0,722,1,0,22,0,0,18,0
27,7,180,60805,"",2200,2329,50016,8401665,8401662,735,1,0,36,4,0,18,0
28,6,180,0,"",0,0,50020,8308669,0,742,2,0,22,0,0,18,0
29,6,180,0,"",0,0,50021,8308669,0,753,3,0,22,0,0,18,0
30,8,180,0,"",2400,2499,50026,8548099,8626209,760,0,0,45,0,2,18,50024
31,8,180,0,"",2400,2499,50027,8548099,0,761,0,0,45,0,3,18,50025
32,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0
