key,0,1,2
#,File,NextWeaponTimeline,
int32,str,int16,bit&01
0,"",-1,False
1,"weapon/battle_idle",-1,False
2,"weapon/normal_idle",-1,False
3,"weapon/battle_ded",-1,False
4,"weapon/normal_ded",-1,False
5,"weapon/craft_gather_idle",-1,False
6,"weapon/active",1,False
7,"weapon/deactive",2,False
8,"weapon/battle/auto_attack_shot1",1,False
9,"weapon/ws/bt_2bw_emp/wsh001",1,True
10,"weapon/craft/repair2",-1,False
11,"weapon/ws/bt_2bw_emp/ws_s03",-1,False
12,"weapon/ws/bt_2bw_emp/ws_s02",1,True
13,"weapon/ws/bt_2bw_emp/ws_s04",1,True
14,"weapon/ws/bt_2bw_emp/ws_s08",-1,False
15,"weapon/ws/bt_2bw_emp/wsh002",1,True
16,"weapon/ws/bt_2bw_emp/ws_s01",1,True
17,"weapon/ws/bt_2bw_emp/ws_s05",1,True
18,"weapon/event_base/event_base_woodchop",-1,False
19,"weapon/event_base/event_base_bow_action1",-1,False
20,"weapon/event_base/event_base_bow_action2",-1,False
21,"weapon/ws/bt_2bw_emp/wsh003",1,True
22,"weapon/ws/bt_2bw_emp/ws_s06",-1,False
23,"weapon/ws/bt_2bw_emp/ws_s07",1,True
24,"weapon/craft/repair",-1,False
25,"weapon/event_base/event_base_performer",-1,False
26,"weapon/craft/action_normal",-1,False
27,"weapon/craft/action_carefully",-1,False
28,"weapon/craft/action_fearlessly",-1,False
29,"weapon/craft/action_normal_sub",-1,False
30,"weapon/craft/action_carefully_sub",-1,False
31,"weapon/craft/action_fearlessly_sub",-1,False
32,"weapon/event_base/event_base_chef",-1,False
33,"weapon/event_base/event_base_leaf_fan",-1,False
34,"weapon/battle/auto_attack1",1,False
35,"weapon/fishing/idle",-1,False
36,"weapon/fishing/item",-1,False
37,"weapon/fishing/end",-1,False
38,"weapon/fishing/cast_normal",-1,False
39,"weapon/fishing/cast_side",-1,False
40,"weapon/fishing/cast_fly",-1,False
41,"weapon/fishing/retrieve_idle",-1,False
42,"weapon/fishing/reeling_idle",-1,False
43,"weapon/fishing/reeling_fast",-1,False
44,"weapon/fishing/reeling_slow",-1,False
45,"weapon/fishing/wobble_action",-1,False
46,"weapon/fishing/jerk_and_fall",-1,False
47,"weapon/fishing/cancel",-1,False
48,"weapon/fishing/hooking",-1,False
49,"weapon/fishing/short_landing_nq",-1,False
50,"weapon/fishing/short_landing_hq",-1,False
51,"weapon/fishing/normal_landing_nq",-1,False
52,"weapon/fishing/normal_landing_hq",-1,False
53,"weapon/fishing/long_landing_nq",-1,False
54,"weapon/fishing/long_landing_hq",-1,False
55,"weapon/fishing/landing_failure",-1,False
56,"weapon/fishing/hit_excite",-1,False
57,"weapon/fishing/hit_strike",-1,False
58,"weapon/fishing/hit_bite",-1,False
59,"weapon/event_base/event_base_stand_read",-1,False
60,"weapon/event_fishing",-1,False
61,"weapon/ability/2bw_bard/abl008",1,True
62,"weapon/ability/2bw_bard/abl009",-1,False
63,"weapon/mon_sp/m9993/mon_sp001",-1,False
64,"weapon/open",-1,False
65,"weapon/close",-1,False
66,"weapon/open_fast",-1,False
67,"weapon/close_fast",-1,False
68,"weapon/mon_sp/m9993/mon_sp002",-1,False
69,"weapon/mount_sp/m0100/mount_sp004",-1,False
70,"weapon/overlay/default",-1,False
71,"weapon/overlay/sp1",-1,False
72,"weapon/enpc_sp/scissors",-1,False
73,"weapon/special/mysidia_rabbit",-1,False
74,"weapon/event_base/event_base_performer2",-1,False
75,"weapon/battle/glb_grd",-1,False
76,"weapon/ability/2gl_astro/glb_card_off",-1,False
77,"weapon/magic/glb_card_fst_loop",-1,False
78,"weapon/weeklylot/shot",-1,False
79,"weapon/bow_action/bow_start",1,False
80,"weapon/bow_action/bow_loop",1,False
81,"weapon/bow_action/bow_shot",1,False
82,"weapon/gun_action/reload",1,False
83,"weapon/gun_action/attach",1,False
84,"weapon/limitbreak/lbk_machine_start",-1,False
85,"weapon/limitbreak/lbk_machine_loop",-1,False
86,"weapon/limitbreak/lbk_machine_lv3",-1,False
87,"weapon/limitbreak/lbk_scholar_lv3",-1,False
88,"weapon/gun_action/cocking",1,False
89,"weapon/gun_action/attach_hide_loop",-1,False
90,"weapon/gauntlet_action/cancel_bend_wrist",-1,False
91,"weapon/emote/battle_emote_02_close_open",-1,False
92,"weapon/craft_gather_start",-1,False
93,"weapon/craft_gather_idle2",-1,False
94,"weapon/ability/dgr_ninja/kaeru",-1,False
95,"weapon/samurai_action/katana_iai_close",-1,False
96,"weapon/samurai_action/katana_iai_dot",-1,False
97,"weapon/samurai_action/katana_lbk",-1,False
