key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
#,InstanceContentType,WeekRestriction,TimeLimit{min},,BGM,WinBGM,Cutscene,LGBEventRange,Order,Colosseum,,InstanceContentTextData{Boss}{Start},InstanceContentTextData{Boss}{End},BNpcBase{Boss},InstanceContentTextData{Objective}{Start},InstanceContentTextData{Objective}{End},SortKey,NewPlayerBonusGil,NewPlayerBonusExp,NewPlayerBonusA,NewPlayerBonusB,FinalBossExp,,FinalBossCurrencyA,FinalBossCurrencyB,FinalBossCurrencyC,BossExp[0],BossExp[1],BossExp[2],BossExp[3],BossExp[4],BossCurrencyA[0],BossCurrencyA[1],BossCurrencyA[2],BossCurrencyA[3],BossCurrencyA[4],BossCurrencyB[0],BossCurrencyB[1],BossCurrencyB[2],BossCurrencyB[3],BossCurrencyB[4],BossCurrencyC[0],BossCurrencyC[1],BossCurrencyC[2],BossCurrencyC[3],BossCurrencyC[4],InstanceClearExp,InstanceClearGil,InstanceContentRewardItem,,,InstanceContentBuff,,ReqInstance,PartyCondition,,,,,,,,,,,
int32,InstanceContentType,byte,uint16,bit&01,BGM,BGM,Cutscene,uint32,uint16,Colosseum,bit&02,InstanceContentTextData,InstanceContentTextData,BNpcBase,InstanceContentTextData,InstanceContentTextData,uint16,uint32,uint32,uint16,uint16,uint32,uint32,uint16,uint16,uint16,uint32,uint32,uint32,uint32,uint32,uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint16,uint32,uint32,InstanceContentRewardItem,byte,uint32,InstanceContentBuff,bit&04,InstanceContent,int16,byte,byte,byte,byte,bit&08,uint16,uint16,byte,uint16,uint16,bit&10
0,0,0,60,False,0,18,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,False,0,-1,0,0,0,0,False,0,0,0,0,0,False
1,2,0,90,False,0,18,22,2281258,1,0,False,0,0,444,1200,1203,5,3400,3600,0,0,18230,32400,0,0,0,8100,14180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40500,550,0,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,14,0,False
2,2,0,90,False,0,18,17,1958540,2,0,False,1003,1004,73,1000,1004,2,2600,2200,0,0,13480,19600,0,0,0,3680,3680,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24500,400,78,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,15,0,False
3,2,0,90,False,0,18,177,2790145,3,0,False,2704,2705,101,2700,2705,3,2700,2700,0,0,13640,24200,0,0,0,6060,10610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30300,400,0,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,16,0,False
4,2,0,90,False,0,18,174,3283219,4,0,False,2504,2505,1206,2500,2505,1,2500,2100,0,0,12925,18800,0,0,0,3525,3525,3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23500,400,6,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,17,0,False
5,2,0,90,False,0,18,316,3619405,5,0,False,0,0,1532,2900,2903,12,5700,10300,0,0,51620,91800,0,0,0,22940,40150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114700,2400,4,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,18,0,False
6,2,0,90,False,0,18,18,3633039,6,0,False,0,0,422,1100,1103,6,3800,4300,0,0,21960,39000,0,0,0,9760,17080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48800,700,11,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,19,0,False
7,2,0,90,False,0,18,180,4097951,7,0,False,0,0,1197,2405,2407,4,3000,3100,0,0,15620,27800,0,0,0,6940,12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34700,450,0,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,20,0,False
8,2,0,90,False,0,18,183,3998421,8,0,False,0,0,1279,2400,2403,7,4200,5300,0,0,26960,47900,0,0,0,11980,20970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59900,900,0,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,21,0,False
9,2,0,90,False,0,18,304,4064743,9,0,False,0,0,1570,3500,3509,8,4500,6200,0,0,31320,55700,0,0,0,13920,24360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69600,1200,0,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,22,0,False
10,2,0,90,False,0,18,301,4177426,10,0,False,0,0,1547,2800,2804,13,0,0,30,0,24460,0,10,0,0,10870,19030,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,2,40,0,0,True,0,-1,0,0,0,0,False,0,0,0,23,0,False
11,2,0,90,False,0,18,298,4239689,11,0,False,0,0,1680,4400,4402,10,5100,8400,0,0,42390,75400,0,0,0,18840,32970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94200,1800,14,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,24,0,False
12,2,0,90,False,0,18,310,3690171,12,0,False,0,0,1590,3400,3402,9,4800,7500,0,0,37850,67300,0,0,0,16820,29440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84100,1500,13,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,25,0,False
13,2,0,90,False,0,18,313,4229622,13,0,False,0,0,1396,2904,2906,11,5400,8900,0,0,44820,79700,0,0,0,19920,34860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99600,2100,5,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,26,0,False
14,2,0,90,False,0,18,307,4246570,14,0,False,0,0,1696,4500,4502,16,0,0,30,0,27520,0,10,0,0,12230,21400,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,9,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,27,0,False
15,2,0,120,False,148,18,266,4248047,15,0,False,0,0,0,3900,3918,14,0,0,100,0,54360,0,200,0,0,13590,20390,27180,20390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,16,100,0,0,True,0,-1,0,0,0,0,False,0,0,0,28,0,False
16,2,0,120,False,149,18,279,4301613,16,0,False,0,0,0,4000,4050,15,0,0,100,0,159000,0,200,0,0,24460,14680,17120,0,29350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,17,180,0,0,True,0,-1,0,0,0,0,False,0,0,0,29,0,False
17,2,0,90,False,1115,18,405,4378111,17,0,False,0,0,2265,4600,4612,17,0,0,40,0,27520,0,15,0,0,12230,21400,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,8,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,30,0,False
18,2,0,90,False,17,18,419,4481318,18,0,False,0,0,2289,4800,4812,18,0,0,40,0,27520,0,15,0,0,12230,21400,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,69,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,31,0,False
19,2,0,90,False,17,18,422,4497567,19,0,False,0,0,2346,5000,5007,19,0,0,40,0,27520,0,15,0,0,12230,21400,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,12,45,0,0,True,0,-1,0,0,0,0,False,0,0,0,32,0,False
20,2,0,90,False,17,18,499,4543710,20,0,False,5305,5306,2547,5300,5308,22,0,0,50,0,30580,0,20,0,0,13590,23780,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,0,50,0,0,True,0,-1,0,0,0,0,False,0,0,0,33,0,False
21,2,0,90,False,1123,18,496,4569373,21,0,False,0,0,1197,5100,5116,21,0,0,50,0,30580,0,20,0,0,13590,23780,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,0,50,0,0,True,0,-1,0,0,0,0,False,0,0,0,34,0,False
22,2,0,90,False,1120,18,493,4574827,22,0,False,0,0,2564,5400,5406,20,0,0,50,0,30580,0,20,0,0,13590,23780,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,80,50,0,0,True,0,-1,0,0,0,0,False,0,0,0,35,0,False
23,2,0,90,False,216,18,565,4685110,23,0,False,0,0,0,6000,6005,23,0,0,60,0,33640,0,25,0,0,14950,26160,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,0,55,0,0,True,0,-1,0,0,0,0,False,0,0,0,36,0,False
24,2,0,90,False,217,18,571,4660222,24,0,False,0,0,0,6400,6414,24,0,0,60,0,33640,0,25,0,0,14950,26160,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,68,55,0,0,True,0,-1,0,0,0,0,False,0,0,0,37,0,False
25,2,0,90,False,17,18,568,4616677,25,0,False,0,0,0,6100,6106,25,0,0,60,0,33640,0,25,0,0,14950,26160,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135900,3000,15,55,0,0,True,0,-1,0,0,0,0,False,0,0,0,38,0,False
