key,0,1,2,3,4,5,6
#,,,,,,,
int32,int32,uint16,uint16,uint16,uint16,uint16,byte
0,3835,346,744,820,1028,65535,0
1,3836,566,1377,2805,5300,65535,0
2,3834,299,523,1169,1801,65535,0
3,3833,330,633,2244,2585,65535,0
4,3837,440,779,1099,2169,65535,0
5,3838,472,1047,1197,2618,65535,0
6,3839,472,1047,1606,4251,65535,0
7,3840,881,1417,1515,2154,65535,0
8,3841,325,691,885,979,65535,0
9,3842,645,813,1300,1767,65535,0
10,3843,20,50,61,9999,9999,1
11,3844,270,329,386,9999,9999,1
12,3845,900,950,1000,9999,9999,1
13,3843,25,45,70,9999,9999,1
14,3844,236,265,318,9999,9999,1
15,3845,780,879,1018,9999,9999,1
16,3843,28,40,52,9999,9999,1
17,3844,320,373,384,9999,9999,1
18,3845,900,920,928,9999,9999,1
19,3843,44,55,67,9999,9999,1
20,3844,345,400,410,9999,9999,1
21,3845,878,915,930,9999,9999,1
22,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0
