key,0,1,2,3,4
#,,,,,
int32,uint32,uint32,uint32,byte,uint32
0,0,0,0,0,0
1,61,73,11800808,1,94500
2,62,74,11805165,2,94500
3,63,75,11805166,1,94500
4,64,76,11805167,2,94500
5,65,77,11805169,1,94500
6,66,78,11805168,2,94500
7,67,79,11805170,1,94500
8,68,80,11805171,2,94500
9,69,81,11805173,1,94500
10,70,82,11805172,2,94500
11,71,83,11805175,1,94500
12,72,84,11805174,2,94500
13,15,27,11997000,1,94500
14,16,28,11997004,2,94500
15,17,29,11996965,1,94500
16,18,30,11996979,2,94500
17,19,31,11997019,1,94500
18,20,32,11997020,2,94500
19,21,33,11997025,1,94500
20,22,34,11997026,2,94500
21,23,35,11997032,1,94500
22,24,36,11997034,2,94500
23,25,37,11997039,1,94500
24,26,38,11997040,2,94500
25,0,0,0,0,0
26,0,0,0,0,0
27,0,0,0,0,0
28,0,0,0,0,0
29,0,0,0,0,0
30,0,0,0,0,0
31,0,0,0,0,0
32,0,0,0,0,0
