key,0
#,Text
int32,str
0,""
1," Gathering Rate +<Value>IntegerParameter(1)</Value>%"
2," Gathering Rate x <Value>IntegerParameter(1)</Value>"
3," Gathering Rate <Value>IntegerParameter(1)</Value>%"
4," High-level Item Gathering Rate +<Value>IntegerParameter(1)</Value>%"
5," High-level Item Gathering Rate x <Value>IntegerParameter(1)</Value>"
6," High-level Item Gathering Rate <Value>IntegerParameter(1)</Value>%"
7," Low-level Item Gathering Rate +<Value>IntegerParameter(1)</Value>%"
8," Low-level Item Gathering Rate x <Value>IntegerParameter(1)</Value>"
9," Low-level Item Gathering Rate <Value>IntegerParameter(1)</Value>%"
10," Gathering Fortune +<Value>IntegerParameter(1)</Value>%"
11," Gathering Fortune x <Value>IntegerParameter(1)</Value>"
12," Gathering Fortune <Value>IntegerParameter(1)</Value>%"
13," Gathering Fortune +<Value>IntegerParameter(1)</Value>%～"
14," Gathering Yield +<Value>IntegerParameter(1)</Value>"
15," Gathering Yield x <Value>IntegerParameter(1)</Value>"
16," Gathering Yield = <Value>IntegerParameter(1)</Value>"
17," Gathering Yield +<Value>IntegerParameter(1)</Value>～"
18," Gathering Attempts +<Value>IntegerParameter(1)</Value>"
19," Gathering Attempts +<Value>IntegerParameter(1)</Value>～"
20," Hidden Item Discovery x<Value>IntegerParameter(1)</Value>%"
