key,0,1,2,3,4,5,6,7,8
#,Name,CompanyCraftDraftCategory,RequiredItem[0],RequiredItemCount[0],RequiredItem[1],RequiredItemCount[1],RequiredItem[2],RequiredItemCount[2],Order
int32,str,CompanyCraftDraftCategory,Item,byte,Item,byte,Item,byte,uint32
0,"airship prototype II",1,12923,6,0,0,0,0,1
1,"airship prototype III",1,12924,10,12923,4,0,0,2
2,"airship prototype IV",1,12925,10,12923,4,0,0,3
3,"airship prototype V",1,12926,14,12924,4,0,0,4
4,"airship prototype VI",1,12927,14,12925,4,12923,4,5
5,"restaurant prototype",2,12920,10,0,0,0,0,1
6,"armor shop prototype",2,12921,10,0,0,0,0,2
7,"weapon shop prototype",2,12922,9,12921,8,0,0,3
8,"aetherial wheel prototype II",0,12928,6,0,0,0,0,1
9,"aetherial wheel prototype III",0,12928,6,0,0,0,0,2
10,"aetherial wheel prototype IV",0,12928,6,0,0,0,0,3
11,"aetherial wheel prototype V",0,12929,4,12922,2,0,0,4
12,"aetherial wheel prototype VI",0,12929,4,12922,2,0,0,5
13,"aetherial wheel prototype VII",0,12929,4,12922,2,0,0,6
14,"wheel stand prototype II",0,12929,6,12922,3,12920,8,7
15,"moghouse prototype",2,12922,11,12921,10,12923,8,4
16,"wheel stand prototype III",0,12929,8,12922,5,12920,10,8
17,"airship prototype VII",1,12927,18,12926,8,12925,8,6
18,"wheel stand prototype IV",0,12929,10,12922,7,12920,12,9
19,"wheel stand prototype V",0,12929,12,12922,9,12920,14,10
20,"chocobo house prototype",2,12922,14,12921,12,12923,10,5
21,"paissa house prototype",2,12922,16,12921,14,12923,12,6
22,"Carbuncle house prototype",2,12922,18,12921,16,12923,14,7
23,"Shirogane Castle prototype",2,12922,20,12921,18,12923,16,8
24,"submersible prototype I",1,5374,6,0,0,0,0,7
25,"submersible prototype II",1,12924,10,12923,4,0,0,8
26,"submersible prototype III",1,12925,10,12923,4,0,0,9
27,"odder otter house prototype",2,12922,21,12921,19,12923,17,9
28,"submersible prototype IV",1,12926,14,12924,4,0,0,10
29,"submersible prototype V",1,12927,14,12925,4,12923,4,11
30,"submersible prototype VI",1,26528,18,12926,8,12924,8,12
