key,0
#,ClassJob
int32,ClassJob
0,0
65580,11
66219,11
66220,11
66221,11
66696,11
66850,11
67114,2
67999,1
68555,1
68614,0
68763,5
68764,5
68765,5
68766,5
68767,5
68768,5
68769,5
68770,5
68771,5
68772,5
68773,5
68774,5
68775,5
68776,5
68777,5
68778,6
68836,3
68848,3
68876,3
69157,3
69165,4
69179,3
69190,3
69208,0
69210,3
69261,10
69262,10
69263,10
69264,10
69296,8
69305,3
69313,3
69373,10
69374,10
69375,10
69376,10
69377,9
69381,17
69426,0
69477,0
69480,14
69481,14
69482,14
69483,14
69484,14
69485,14
69486,14
69487,14
69491,16
69494,16
69495,16
69496,16
69497,16
69498,16
69508,15
69522,4
69535,21
69536,21
69537,21
69538,21
69539,21
69540,21
69541,21
69542,21
69547,3
69554,19
69558,19
69562,0
69563,22
69564,22
69566,18
69576,17
69577,17
69578,20
69580,23
69581,23
69582,23
69583,23
69584,23
69585,23
69586,23
69587,23
69588,23
69593,24
69598,3
69617,18
69620,22
69621,22
69622,22
69623,22
69624,22
69628,22
69629,22
69631,22
69637,17
69894,25
69913,3
69931,3
69945,3
69973,3
69984,25
69985,3
70000,3
70065,3
70128,3
70179,26
70181,26
70185,27
