key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
#,Behavior,Battalion,LinkRace,Rank,Scale,ModelChara,BNpcCustomize,NpcEquip,Special,SEPack,,ArrayEventHandler,,BNpcParts,,,IsTargetLine,IsDisplayLevel,,,,,
int32,Behavior,Battalion,LinkRace,byte,single,ModelChara,BNpcCustomize,NpcEquip,uint16,byte,bit&01,ArrayEventHandler,byte,BNpcParts,byte,bit&02,bit&04,bit&08,bit&10,byte,byte,byte,bit&20
0,0,4,0,0,1,0,0,0,0,0,False,0,0,0,1,True,True,True,False,0,0,0,False
1,0,4,0,0,1,0,2,366,0,0,False,0,0,0,1,True,True,True,False,0,0,0,False
2,0,4,0,0,1,96,0,0,0,0,False,851976,0,0,1,True,True,True,False,0,0,0,False
3,0,4,0,0,1.2,61,0,0,0,0,False,852023,0,0,1,True,True,True,False,0,0,0,False
4,0,4,0,0,1.3,62,0,0,0,0,False,852053,0,0,1,True,True,True,False,0,0,0,False
5,0,4,0,0,1.2,31,0,0,0,0,False,851987,0,0,1,True,True,True,False,0,0,0,False
6,0,4,0,0,1.2,32,0,0,0,0,False,851994,0,0,1,True,True,True,False,0,0,0,False
7,0,4,0,0,2,53,0,0,0,0,False,851997,0,0,1,True,True,True,False,0,0,0,False
8,0,4,0,0,2,54,0,0,0,0,False,852174,0,0,1,True,True,True,False,0,0,0,False
9,0,4,0,0,1,20,0,0,0,0,False,851984,0,0,1,True,True,True,False,0,0,0,False
10,0,4,0,0,1.5,21,0,0,0,0,False,851978,0,0,1,True,True,True,False,0,0,0,False
11,0,4,0,0,2,22,0,0,0,0,False,852199,0,0,1,True,True,True,False,0,0,0,False
12,0,4,0,0,1.5,39,0,0,0,0,False,851973,0,0,1,True,True,True,False,0,0,0,False
13,0,4,0,0,1.5,40,0,0,0,0,False,852137,0,0,1,True,True,True,False,0,0,0,False
14,0,4,0,0,0.9,46,0,0,0,0,False,851969,0,0,1,True,True,True,False,0,0,0,False
15,0,4,0,0,1.2,44,0,0,0,0,False,851995,0,0,1,True,True,True,False,0,0,0,False
16,0,4,0,0,1.2,45,0,0,0,0,False,851972,0,0,1,True,True,True,False,0,0,0,False
17,0,4,0,0,2,100,0,0,0,0,False,851971,0,0,1,True,True,True,False,0,0,0,False
18,0,4,0,0,1,0,81,462,0,0,False,851985,0,0,1,True,True,True,False,0,0,0,False
19,0,4,0,0,1,0,82,463,0,0,False,852075,0,0,1,True,True,True,False,0,0,0,False
20,0,4,0,0,1.5,17,0,416,0,0,False,851992,0,0,1,True,True,True,False,0,0,0,False
