key,0,1,2,3,4,5,6
#,Capacity,ExpToNext,SurveillanceBonus,RetrievalBonus,SpeedBonus,RangeBonus,FavorBonus
int32,uint16,uint32,byte,byte,byte,byte,byte
0,0,0,0,0,0,0,0
1,20,6180,0,0,0,0,0
2,21,12504,0,0,0,0,0
3,22,18972,0,0,0,0,0
4,23,25581,0,0,0,0,0
5,24,32331,0,0,0,0,0
6,25,39221,0,0,0,0,0
7,26,46251,0,0,0,0,0
8,27,53418,0,0,0,0,0
9,28,60721,0,0,0,0,0
10,29,68161,0,0,0,0,0
11,30,75735,0,0,0,0,0
12,31,83443,0,0,0,0,0
13,32,91283,0,0,0,0,0
14,33,99256,0,0,0,0,0
15,34,107359,0,0,0,0,0
16,35,115591,0,0,0,0,0
17,36,123953,0,0,0,0,0
18,37,132442,0,0,0,0,0
19,38,141058,0,0,0,0,0
20,39,149799,0,0,0,0,0
21,40,158666,0,0,0,0,0
22,41,167656,0,0,0,0,0
23,42,176770,0,0,0,0,0
24,43,186005,0,0,0,0,0
25,44,195361,0,0,0,0,0
26,45,204838,0,0,0,0,0
27,46,214434,0,0,0,0,0
28,47,224148,0,0,0,0,0
29,48,233979,0,0,0,0,0
30,49,243927,0,0,0,0,0
31,50,253991,0,0,0,0,0
32,51,264169,0,0,0,0,0
33,52,274462,0,0,0,0,0
34,53,284867,0,0,0,0,0
35,54,295384,0,0,0,0,0
36,55,306012,0,0,0,0,0
37,56,316751,0,0,0,0,0
38,57,327599,0,0,0,0,0
39,58,338556,0,0,0,0,0
40,59,349621,0,0,0,0,0
41,60,360793,0,0,0,0,0
42,61,372071,0,0,0,0,0
43,62,383454,0,0,0,0,0
44,63,394941,0,0,0,0,0
45,64,406533,0,0,0,0,0
46,65,418227,0,0,0,0,0
47,66,430023,0,0,0,0,0
48,67,441921,0,0,0,0,0
49,68,453919,0,0,0,0,0
50,80,466016,0,0,0,0,0
51,80,551237,2,1,0,0,0
52,80,566099,2,3,0,1,0
53,80,582554,2,3,1,2,1
54,80,1497759,3,4,1,3,1
55,80,600864,3,7,3,3,1
56,80,621107,4,7,3,5,1
57,80,643477,4,7,3,7,2
58,80,668186,4,8,3,8,3
59,80,2078961,5,8,4,9,3
60,80,695566,5,10,5,10,5
61,80,725781,7,10,6,10,6
62,80,759114,7,10,8,12,7
63,80,795877,8,11,8,12,9
64,80,2509232,8,12,10,14,9
65,80,840559,10,15,10,15,10
66,80,889710,13,17,11,15,10
67,80,943775,13,19,13,17,10
68,80,1003248,16,19,15,17,12
69,80,3009743,16,23,15,19,13
70,80,1075209,20,25,15,20,15
71,80,1154367,23,29,15,20,15
72,80,1241440,26,29,17,22,15
73,80,1337221,26,33,18,22,17
74,80,4011663,26,35,20,23,19
75,80,1453116,30,40,20,23,20
76,80,1580600,30,45,20,23,24
77,80,1720833,34,45,21,26,25
78,80,1875089,36,45,23,29,27
79,80,5625266,38,45,25,33,28
80,80,2061738,40,50,25,35,30
81,80,2267053,40,50,30,37,32
82,80,2492899,42,50,32,40,34
83,80,2741330,43,53,32,44,35
84,80,8223989,44,53,32,49,38
85,80,3041931,48,58,33,49,39
86,80,3372592,50,58,36,49,43
87,80,3736319,50,60,36,53,46
88,80,4136419,50,64,36,56,48
89,80,12409258,50,64,40,60,49
90,80,4620540,55,70,40,60,50
