key,0,1,2,3,4,5,6,7,8,9,10
#,X,Y,Icon,PlaceName{Subtext},SubtextOrientation,MapMarkerRegion,Type,Data{Type},Data{Key},,
int32,int16,int16,Image,PlaceName,byte,MapMarkerRegion,byte,byte,Row,byte,byte
0.0,0,0,0,0,0,0,0,0,0,255,0
1.0,256,128,60436,153,3,0,0,0,0,255,0
1.1,300,500,60436,152,2,0,0,0,0,255,0
1.2,500,600,60436,151,1,0,0,0,0,255,0
2.0,256,128,60436,151,1,0,0,0,0,255,0
2.1,300,500,60436,152,2,0,1,0,0,255,0
2.2,500,600,60436,151,1,0,0,0,0,255,0
2.3,1024,500,60441,52,2,0,0,1,4,5,10
3.0,1078,1222,60436,548,2,0,0,0,0,255,0
3.1,1078,1260,60314,547,3,0,0,0,0,255,0
3.2,1035,1280,60352,549,1,0,0,0,0,255,0
3.3,1025,1058,60442,551,1,0,0,0,0,255,0
3.4,1326,1329,60442,552,4,0,0,0,0,255,0
3.5,948,1130,60321,554,4,0,0,0,0,255,0
3.6,1010,1205,60442,556,1,0,0,0,0,255,0
3.7,878,1130,60442,557,1,0,0,0,0,255,0
3.8,813,1199,60442,559,4,0,0,0,0,255,0
3.9,985,1238,60442,560,1,0,0,0,0,255,0
3.10,1460,1102,60320,563,2,0,0,0,0,255,0
3.11,950,925,0,585,2,0,0,0,0,255,0
3.12,935,1315,0,587,2,0,0,0,0,255,0
3.13,1094,1080,60453,590,2,0,0,3,2,255,0
3.14,886,1010,60568,591,4,0,0,0,0,255,0
3.15,1085,1160,60311,593,2,0,0,0,0,255,0
3.16,1225,1054,60441,53,2,0,0,1,3,16,0
3.17,1046,998,60441,53,2,0,0,1,3,17,0
3.18,815,1044,60441,53,1,0,0,1,3,18,0
3.19,792,1211,0,54,0,0,0,0,0,255,0
3.20,1364,1348,60441,54,2,0,0,1,4,0,0
3.21,1364,1348,0,54,0,0,0,0,0,255,0
3.22,1007,1020,60412,0,2,0,0,0,0,255,0
3.23,1074,1207,60434,0,2,0,0,0,0,255,0
3.24,991,1110,60412,0,2,0,0,0,0,255,0
3.25,1356,1199,60430,0,2,0,0,4,782,255,0
3.26,1050,1028,60412,0,2,0,0,0,0,255,0
3.27,866,1019,60460,0,2,0,0,0,0,255,0
3.28,795,1211,60442,473,1,0,0,0,0,255,0
3.29,735,1231,0,54,2,0,0,1,4,41,0
3.30,888,1002,60412,0,2,0,0,0,0,255,0
3.31,875,1031,60935,0,2,0,0,0,0,255,0
3.32,868,1028,60571,0,2,0,0,0,0,255,0
3.33,997,1040,60581,0,2,0,0,0,0,255,0
3.34,795,1200,60467,0,3,0,0,0,0,255,0
3.35,860,1009,60442,1800,1,0,0,0,0,255,0
3.36,1078,1222,0,0,8,0,0,2,28,255,0
3.37,1487,1111,0,0,8,0,0,2,68,255,0
3.38,860,1009,0,0,8,0,0,2,308,255,0
3.39,1038,1267,0,0,8,0,0,2,98,255,0
3.40,1140,1118,63922,0,2,0,0,0,0,255,0
3.41,1098,1135,63919,0,2,0,0,0,0,255,56
4.0,1350,773,60442,564,2,0,0,0,0,255,0
4.1,1350,888,60442,565,2,0,0,0,0,255,0
4.2,1156,698,60326,568,4,0,0,0,0,255,0
4.3,1189,863,60442,569,3,0,0,0,0,255,0
4.4,1350,477,60322,572,4,0,0,0,0,255,0
4.5,1233,582,0,0,4,0,0,0,0,255,0
4.6,1224,416,60442,574,4,0,0,0,0,255,0
4.7,1012,540,60442,575,4,0,0,0,0,255,0
4.8,512,977,60319,578,4,0,0,0,0,255,0
4.9,705,993,60442,579,4,0,0,0,0,255,0
4.10,926,843,60442,580,4,0,0,0,0,255,0
4.11,549,733,60318,582,4,0,0,0,0,255,0
4.12,834,691,0,0,2,0,0,0,0,255,0
