key,0,1,2,3,4,5
#,,,,,,
int32,uint32,byte,byte,int16,int16,uint16
0,0,0,0,0,0,0
1,37551,0,0,20,0,100
2,37552,21,1,194,72,100
3,37553,6,0,215,82,100
4,37554,8,0,-22,-46,80
5,37555,9,0,-58,-694,150
6,37556,10,0,765,16,100
7,37557,11,0,765,16,100
8,37558,2,0,-248,-592,100
9,37559,5,0,236,88,75
10,37560,23,1,215,82,100
11,37561,24,1,20,0,100
12,37562,1,0,194,72,100
13,37563,7,0,144,11,100
14,37564,42,2,619,213,80
15,37565,41,2,-22,-46,80
16,37566,43,2,685,-156,75
17,37567,81,4,-9,-344,75
18,37568,82,4,476,246,75
19,37569,83,4,556,-11,100
20,37570,61,3,236,89,75
21,37571,62,3,12,-140,75
22,37572,121,6,489,-249,100
23,37573,123,6,392,-360,200
24,37574,122,6,603,-667,125
25,37575,101,5,-58,-694,150
26,37576,102,5,765,16,100
27,37577,103,5,765,16,100
28,37583,63,3,-248,-592,100
29,37584,3,0,-25,-198,75
30,37591,64,3,-224,-460,100
31,37586,4,0,35,110,75
