key,0,1,2,3,4
#,LegacyQuestID,Text,String,SortKey,Genre
int32,uint16,str,str,uint16,byte
0,0,"","",0,0
1,0,"Shapeless Melody","",1,209
2,1,"Treasures of the Main","",2,209
3,2,"Legends Adrift","",3,209
4,3,"Never the Twain Shall Meet","",4,209
5,4,"Sundered Skies","",5,209
6,5,"Souls Gone Wild","",6,209
7,6,"Whispers in the Wood","",7,209
8,7,"Beckon of the Elementals","",8,209
9,8,"Flowers for All","",9,209
10,9,"Court in the Sands","",10,209
11,10,"Golden Sacrifices","",11,209
12,11,"Calamity Cometh","",12,209
13,12,"Fade to White","",13,209
14,13,"Together We Stand","",14,209
15,14,"Toll of the Warden","",15,209
16,15,"Forever Taken","",16,209
17,16,"Lord Errant","",17,209
18,17,"Of Men They Sing","",18,209
19,18,"Futures Perfect","",19,209
20,59,"The House Always Wins","",20,211
21,60,"Here There Be Pirates","",21,211
22,61,"Two Sides to Every Chip","",22,211
23,79,"All Bark and No Bite","",23,211
24,80,"Unalienable Rights","",24,211
25,81,"Thrill of the Fight","",25,211
26,99,"Bloody Baptism","",26,211
27,100,"Two-man Crew","",27,211
28,101,"Captain's Orders","",28,211
29,139,"Getting Started","",29,211
30,140,"Getting Started","",30,211
31,141,"Getting Started","",31,211
32,143,"Selecting a Different Path Companion","",32,211
33,159,"Filling the Quiver","",33,211
34,160,"The Foreboding Forest","",34,211
35,161,"There Can Be Only One","",35,211
36,179,"A Wailing Welcome","",36,211
37,180,"Culture Shock","",37,211
38,181,"Necessary Evils","",38,211
39,239,"The Big Payback","",39,211
40,240,"Revelry in Rivalry","",40,211
41,241,"Law and the Order","",41,211
42,259,"Dendrological Duties","",42,211
43,260,"Good Knight, Sweet Dreams","",43,211
44,261,"The Call of Nature","",44,211
45,299,"The Mouths of Babes","",45,211
46,300,"Hide and Seek Shenanigans","",46,211
47,301,"Spanning the Spectrum","",47,211
48,319,"An Ear for Quality","",48,211
49,320,"Song of the Sirens","",49,211
50,321,"The Sound of Silence","",50,211
51,359,"She Walks in Beauty","",51,211
52,360,"F'lhaminn's Flower","",52,211
53,361,"Struck Through the Heart","",53,211
54,379,"The Silent Partners","",54,211
55,380,"Designer Imposters","",55,211
56,381,"Head of the Class","",56,211
57,399,"Hoodwinked","",57,211
58,400,"Dance the Night Away","",58,211
59,401,"A Fruitful Murder","",59,211
60,419,"Sleep, Cousin of Death","",60,211
61,420,"The Boy and the Dragon Gay","",61,211
62,421,"Dream On, Dream Away","",62,211
63,439,"Showdown","",63,211
64,440,"Mystery of the Gastronome Gone Home","",64,211
65,441,"Something in the Soup","",65,211
66,459,"A Piece of History","",66,211
67,460,"Little Saboteurs","",67,211
68,461,"Runaway Little Girl","",68,211
69,479,"Gridanian Roots","",69,211
70,480,"The Grass is Always Greener","",70,211
71,481,"A Moogle Bouquet","",71,211
72,499,"To Fight a Fishback","",72,211
73,500,"The Beast of the Barrel","",73,211
74,501,"Polishing the Mast","",74,211
75,626,"Ifrit Bleeds, We Can Kill It","",75,210
76,632,"Assessing the Damage","",76,210
77,633,"Bridging the Gap","",77,210
78,635,"Revenge on the Reavers","",78,210
79,637,"Till Death Do Us Part","",79,210
80,638,"Beryl Overboard","",80,210
81,639,"Have You Seen My Son","",81,210
82,640,"Food for Thought","",82,210
83,641,"Seashells by the Seashore","",83,210
84,642,"Fishing for Answers","",84,210
85,643,"Moonstruck","",85,210
86,645,"A Misty Past","",86,210
87,647,"Carving a Name","",87,210
88,652,"The Tug of the Whorl","",88,210
