key,0
#,Objective
int32,str
0,""
1,"Defeat target enemies."
2,"Obtain target items."
3,"Eliminate target enemies."
4,"Pursue and defeat target enemies."
5,"Weaken target and then pacify it using <If(Equal(IntegerParameter(1),0))>the /soothe emote<Else/><SheetEn(EventItem,2,IntegerParameter(1),1,1)/></If>."
6,"<If(Equal(IntegerParameter(1),0))>Attack target to reveal its<Else/>Use <SheetEn(EventItem,1,IntegerParameter(1),1,1)/> to reveal target's</If> true form, then defeat it."
7,"Defeat all targets in the locations specified."
8,"Gather all missing pages of the <Emphasis>Necrologos</Emphasis> and defeat the creature summoned from within."
9,"Use the /beckon emote to lead <SheetEn(BNpcName,2,IntegerParameter(1),1,1)/> safely to the specified location."
10,"Gather items at all the specified locations.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Evaluation Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
320～ +25%
303～ +10%
286～  +5%"
11,"Obtain target items."
12,"Travel to all the specified locations and obtain the target items."
13,"Survey target areas.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Evaluation Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
160～ +25%
152～ +10%
143～  +5%"
14,"Deliver the items to the specified locations."
15,"Levequest deemed a failure if too few items are obtained."
16,"Survey target areas."
17,"Lure target from hiding and slay it."
18,"Gather items at all the specified locations.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Evaluation Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
479～ +25%
454～ +10%
429～  +5%"
19,"Survey target areas.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Evaluation Bonus:<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
240～ +25%
227～ +10%
215～  +5%"
20,"Gather all missing pages of the <Emphasis>Necrologos</Emphasis> and defeat the creature summoned from within."
21,"Progress"
22,"Locations visited"
23,"Targets will grow frenzied if pacification is attempted too early.
Levequest deemed a failure if targets accidentally killed."
24,"Defeat <SheetEn(BNpcName,1,IntegerParameter(1),2,1)/> to obtain glamour-dispelling <SheetEn(EventItem,1,IntegerParameter(2),2,1)/>."
25,"Levequest deemed a failure if <SheetEn(BNpcName,2,IntegerParameter(1),1,1)/> is slain."
26,"Defeat the enemies while protecting your charge."
27,"Defeat as many enemies as possible within the allotted time."
28,"Discover who is carrying <SheetEn(EventItem,2,IntegerParameter(1),2,1)/> and slay the target."
29,""
30,"Defeat any enemies summoning reinforcements."
31,"Objective failed if insufficient number of enemies slain."
32,"Slay enemies that respond to the <If(Equal(IntegerParameter(1),1))>/poke<Else/>/doubt</If> emote and collect <SheetEn(EventItem,1,IntegerParameter(2),2,1)/>."
33,"Objective failed if all <SheetEn(BNpcName,1,IntegerParameter(1),2,1)/> are lost."
34,"Use <SheetEn(EventItem,3,IntegerParameter(2),2,1)/> obtained from <SheetEn(BNpcName,3,IntegerParameter(1),2,1)/> on <SheetEn(EObj,3,IntegerParameter(3),2,1)/> to lure out <SheetEn(BNpcName,3,IntegerParameter(4),2,1)/>."
35,"Targets will grow frenzied if pacification is attempted too early."
