key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,,Reward{Currency}[0],Quantity{Low}[0],Quantity{Mid}[0],Quantity{High}[0],Reward{Currency}[1],Quantity{Low}[1],Quantity{Mid}[1],Quantity{High}[1],,Satisfaction{Low},Satisfaction{Mid},Satisfaction{High},Gil{Low},Gil{Mid},Gil{High}
int32,byte,Currency,uint16,uint16,uint16,Currency,uint16,uint16,uint16,byte,uint16,uint16,uint16,uint16,uint16,uint16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,2,80,100,120,6,68,84,100,70,30,30,30,670,840,1000
2,100,4,80,100,120,7,68,84,100,70,30,30,30,670,840,1000
3,100,2,90,110,130,6,77,93,109,70,80,80,80,780,980,1170
4,100,4,90,110,130,7,77,93,109,70,80,80,80,780,980,1170
5,100,2,100,120,140,6,86,102,118,70,130,130,130,900,1120,1340
6,100,4,100,120,140,7,86,102,118,70,130,130,130,900,1120,1340
7,100,2,110,130,150,6,95,111,127,70,180,180,180,1010,1260,1510
8,100,4,110,130,150,7,95,111,127,70,180,180,180,1010,1260,1510
9,100,2,120,140,160,6,104,120,136,70,0,0,0,1120,1400,1670
10,100,4,120,140,160,7,104,120,136,70,0,0,0,1120,1400,1670
11,150,2,120,140,160,6,104,120,136,70,0,0,0,1120,1400,1670
12,150,4,120,140,160,7,104,120,136,70,0,0,0,1120,1400,1670
13,100,2,80,100,120,6,68,84,100,70,30,30,30,670,840,1000
14,100,4,80,100,120,7,68,84,100,70,30,30,30,670,840,1000
15,100,2,90,110,130,6,77,93,109,70,80,80,80,780,980,1170
16,100,4,90,110,130,7,77,93,109,70,80,80,80,780,980,1170
17,100,2,100,120,140,6,86,102,118,70,130,130,130,900,1120,1340
18,100,4,100,120,140,7,86,102,118,70,130,130,130,900,1120,1340
19,100,2,110,130,150,6,95,111,127,70,180,180,180,1010,1260,1510
20,100,4,110,130,150,7,95,111,127,70,180,180,180,1010,1260,1510
21,100,2,120,140,160,6,104,120,136,70,0,0,0,1120,1400,1670
22,100,4,120,140,160,7,104,120,136,70,0,0,0,1120,1400,1670
23,150,2,120,140,160,6,104,120,136,70,0,0,0,1120,1400,1670
24,150,4,120,140,160,7,104,120,136,70,0,0,0,1120,1400,1670
25,100,2,94,117,140,6,98,114,130,70,30,30,30,670,840,1000
26,100,4,94,117,140,7,98,114,130,70,30,30,30,670,840,1000
27,100,2,104,127,150,6,107,123,139,70,80,80,80,780,980,1170
28,100,4,104,127,150,7,107,123,139,70,80,80,80,780,980,1170
29,100,2,114,137,160,6,116,132,148,70,130,130,130,900,1120,1340
30,100,4,114,137,160,7,116,132,148,70,130,130,130,900,1120,1340
31,100,2,124,147,170,6,125,141,157,70,180,180,180,1010,1260,1510
32,100,4,124,147,170,7,125,141,157,70,180,180,180,1010,1260,1510
33,100,2,134,157,180,6,134,150,166,70,0,0,0,1120,1400,1670
34,100,4,134,157,180,7,134,150,166,70,0,0,0,1120,1400,1670
35,150,2,134,157,180,6,134,150,166,70,0,0,0,1120,1400,1670
36,150,4,134,157,180,7,134,150,166,70,0,0,0,1120,1400,1670
