key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,,Top,Bottom,Left,Right,TripleTriadCardRarity,TripleTriadCardType,SaleValue,SortKey,Order,UIPriority,,AcquisitionType,Acquisition,Location,Quest
int32,uint16,byte,byte,byte,byte,TripleTriadCardRarity,TripleTriadCardType,uint16,byte,uint16,byte,bit&01,byte,Row,Row,Quest
0,65535,0,0,0,0,1,0,0,0,0,0,False,0,0,0,0
1,0,4,3,4,2,1,0,0,1,1,0,True,1,0,0,65973
2,1,2,7,2,2,1,0,100,1,2,0,True,6,1005249,4273866,65973
3,2,4,3,3,3,1,0,0,1,3,0,True,1,0,0,65973
4,3,2,4,4,3,1,0,100,1,4,0,True,6,1011060,5581206,65973
5,4,2,3,5,4,1,0,100,1,5,0,True,8,10128,0,65973
6,5,3,3,3,4,1,0,0,1,6,0,True,1,0,0,65973
7,6,4,5,3,2,1,0,0,1,7,0,True,1,0,0,65973
8,7,3,3,4,3,1,0,100,1,8,0,True,8,10128,0,65973
9,8,5,5,2,2,1,0,100,1,9,0,True,3,5,0,66550
10,9,2,2,5,5,1,0,0,1,10,0,True,1,0,0,65973
11,10,5,2,2,5,1,0,100,1,11,0,True,8,10128,0,65973
12,11,2,5,2,5,1,0,100,1,12,0,True,6,1011056,5581196,65973
13,12,3,2,1,7,1,0,100,2,13,0,True,6,1011059,5581204,65973
14,13,1,7,1,4,1,3,100,3,14,0,True,8,10129,0,65973
15,14,6,3,4,1,1,3,100,3,15,0,True,6,1011058,5581202,65973
16,15,2,5,4,4,1,3,100,3,16,0,True,8,10129,0,65973
17,16,2,4,6,2,1,3,100,3,17,0,True,8,10129,0,65973
18,17,4,3,3,5,1,3,100,3,18,0,True,3,4,0,65781
19,18,7,3,2,2,1,2,100,5,19,0,True,8,10129,0,65973
20,19,2,3,7,1,1,3,100,3,20,0,True,6,1011058,5581202,65973
21,20,3,7,2,6,2,0,300,8,21,0,True,8,10129,0,65973
22,21,2,6,7,3,2,0,300,8,22,0,True,6,1006209,4250584,65973
23,22,6,2,3,7,2,0,300,8,23,0,True,6,1000590,1146551,66050
24,23,7,2,6,3,2,0,300,8,24,0,True,8,10128,0,65973
25,24,7,2,2,7,2,0,300,8,25,0,True,8,10128,0,65973
26,25,2,7,7,2,2,0,300,8,26,0,True,8,10128,0,65973
27,26,6,2,6,6,2,3,300,10,27,0,True,6,1011059,5581204,65973
28,27,7,5,3,5,2,0,300,13,28,0,True,8,10130,0,65973
29,28,3,5,5,7,2,0,300,13,29,0,True,8,10130,0,65973
30,29,5,3,7,5,2,0,300,13,30,0,True,8,10130,0,65973
31,30,3,7,1,7,2,4,300,11,31,0,True,6,1011789,5663701,65973
32,31,7,3,7,1,2,4,300,11,32,0,True,6,1011789,5663701,65973
33,32,5,7,5,3,2,0,300,15,33,0,True,6,1002236,3766212,66503
34,33,1,3,7,7,2,0,300,14,34,0,True,8,10130,0,65973
35,34,6,6,6,2,2,3,300,10,35,0,True,6,1006189,4249634,65973
36,35,2,6,6,6,2,3,300,10,36,0,True,6,1001427,2465084,65973
37,36,6,6,2,6,2,3,300,10,37,0,True,6,1005249,4273866,65973
38,37,7,4,2,8,3,0,500,17,38,0,True,8,10128,0,65973
39,38,8,7,3,3,3,0,500,28,39,0,True,8,13380,0,65973
40,39,7,6,7,1,3,1,500,25,40,0,True,8,10129,0,65973
41,40,1,7,6,7,3,1,500,25,41,0,True,8,10129,0,65973
42,41,7,1,7,6,3,1,500,25,42,0,True,6,1006261,4257902,65973
43,42,7,7,1,6,3,1,500,25,43,0,True,8,10129,0,65973
44,43,5,6,6,6,3,0,500,28,44,0,True,10,1010478,5581330,65973
45,44,6,5,6,6,3,0,500,28,45,0,True,6,1011057,5581197,65973
46,45,2,8,7,3,3,2,500,27,46,0,True,6,1002058,3629823,66046
47,46,4,8,7,1,3,4,500,26,47,0,True,6,1011789,5663701,65973
48,47,3,8,2,7,3,2,500,27,48,0,True,6,1000590,1146551,66050
49,48,7,1,4,8,3,2,500,27,49,0,True,6,1006273,4258385,66053
50,49,8,4,7,1,3,2,500,27,50,0,True,6,1011057,5581197,65973
51,50,7,9,1,8,4,4,800,36,51,0,True,8,10130,0,65973
52,51,8,1,8,8,4,1,800,35,52,0,True,8,13380,0,65973
53,52,8,8,8,1,4,1,800,35,53,0,True,8,10130,0,65973
54,53,8,8,1,8,4,1,800,35,54,0,True,8,10130,0,65973
55,54,1,8,8,8,4,1,800,35,55,0,True,8,10130,0,65973
56,55,9,3,5,8,4,2,800,37,56,0,True,8,10129,0,65973
57,56,4,4,8,9,4,0,800,38,57,0,True,8,10129,0,65973
58,57,5,9,2,9,4,0,800,38,58,0,True,8,10130,0,65973
59,58,9,3,9,3,4,2,800,37,59,0,True,8,10077,0,65973
60,59,9,9,3,4,4,2,800,37,60,0,True,8,10077,0,65973
61,60,9,9,6,5,5,1,1500,42,61,0,True,6,1011055,5581186,65973
62,61,1,10,8,8,5,0,1500,45,62,0,True,6,1004914,4127303,66558
63,62,10,4,8,6,5,0,1500,46,63,0,True,10,1010478,5581330,65973
