key,0,1,2,3,4,5,6,7,8,9
#,,,,,Exp,Gil,Reward{Tank},Reward{Melee},Reward{Ranged},Objective
int32,byte,byte,byte,byte,uint32,uint32,Item,Item,Item,InstanceContentTextData
0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,3360,200,14032,14036,14040,10539
2,1,2,3,4,3360,200,0,0,0,10710
3,1,5,5,5,3360,200,14034,0,0,10804
4,1,6,7,8,3360,200,0,0,0,11010
5,1,9,10,11,3360,200,14033,0,0,11105
6,1,12,13,14,3360,200,0,0,0,10907
7,1,15,15,15,3360,200,14031,0,0,11204
8,2,16,0,0,3360,200,0,14038,14042,11303
9,2,17,0,0,3360,200,0,0,0,11403
10,2,18,0,0,3360,200,0,14037,14041,11504
11,2,19,0,0,3360,200,0,0,0,11606
12,2,20,0,0,3360,200,0,14035,14039,11704
13,3,21,0,0,3360,200,0,0,14042,11804
14,3,22,0,0,3360,200,0,0,14041,11904
15,3,23,0,0,3360,200,0,0,14039,12008
16,0,24,0,0,5400,300,14043,14043,14043,0
