key,0,1,2,3
#,Image,StartTime,EndTime,
int32,Image,single,single,sbyte
0,0,1000,0,0
1,71451,53,57.5,1
2,71452,62.4,66.9,1
3,71453,75.8,80.3,1
4,71454,86.4,90.9,1
5,71455,101,105.5,1
6,71456,115,119.5,1
7,71457,123,127.5,1
8,71458,138.4,142.9,1
9,71459,151.5,156,1
10,71460,165,169.5,1
11,71461,178.8,183.3,1
12,71462,189.4,193.9,1
13,71463,200,204.5,1
14,71464,212,216.5,1
15,71465,239.6,244.1,1
16,71466,255.5,260,1
17,71467,276.5,281,1
18,71468,284.6,289.1,1
19,71469,301,305.5,1
20,71470,309.5,314,1
21,71471,317.3,321.8,1
22,71472,331.5,336,1
23,0,1000,1000,1
