key,0
#,Description
int32,str
0,""
1,"Increases vitality by 8."
2,"Increases vitality by 16."
3,"Increases vitality by 24."
4,"Increases vitality by 8."
5,"Increases vitality by 16."
6,"Increases vitality by 24."
7,"Increases strength by 8."
8,"Increases strength by 16."
9,"Increases strength by 24."
10,"Allows the stacking of a second <72>F201FA</72><73>F201FB</73>Greased Lightning<73>01</73><72>01</72>."
11,"Allows the stacking of a third <72>F201FA</72><73>F201FB</73>Greased Lightning<73>01</73><72>01</72>."
12,"Increases strength by 8."
13,"Increases strength by 16."
14,"Increases strength by 24."
15,"Increases dexterity by 8."
16,"Increases dexterity by 16."
17,"Adds to <72>F201F4</72><73>F201F5</73>Heavy Shot<73>01</73><72>01</72> a 20% chance that your next <72>F201F4</72><73>F201F5</73>Straight Shot<73>01</73><72>01</72> will deal critical damage.
<72>F201F8</72><73>F201F9</73>Duration: <73>01</73><72>01</72>10s"
18,"Increases base action damage by 10%."
19,"Increases dexterity by 24."
20,"Increases base action damage by 20%."
21,"Increases mind by 8."
22,"Increases mind by 16."
23,"Increases base action damage and HP restoration by 10%."
24,"Increases mind by 24."
25,"Grants a 15% chance that after casting <72>F201F4</72><73>F201F5</73>Cure<73>01</73><72>01</72>, the MP cost for your next <72>F201F4</72><73>F201F5</73>Cure II<73>01</73><72>01</72> will be 0.
<72>F201F8</72><73>F201F9</73>Duration:<73>01</73><72>01</72> 15s"
26,"Increases base action damage and HP restoration by 30%."
27,"Increases intelligence by 8."
28,"Increases intelligence by 16."
29,"Increases base action damage and HP restoration by 10% and allows for the stacking of a second <72>F201FA</72><73>F201FB</73>Astral Fire<73>01</73><72>01</72> or <72>F201FA</72><73>F201FB</73>Umbral Ice<73>01</73><72>01</72>."
30,"Increases intelligence by 24."
31,"Increases base action damage and HP restoration by 30% and allows for the stacking of a third <72>F201FA</72><73>F201FB</73>Astral Fire<73>01</73><72>01</72> or <72>F201FA</72><73>F201FB</73>Umbral Ice<73>01</73><72>01</72> which reduces cast times for spells of the opposite element by half."
32,"Grants a 40% chance that after casting <72>F201F4</72><73>F201F5</73>Fire<73>01</73><72>01</72>, your next <72>F201F4</72><73>F201F5</73>Fire III<73>01</73><72>01</72> will require no MP and have no casting time.
<72>F201F8</72><73>F201F9</73>Duration:<73>01</73><72>01</72> 18s"
33,"Grants a 10% chance that after each damage over time tick inflicted by <72>F201F4</72><73>F201F5</73>Thunder<73>01</73><72>01</72> or <72>F201F4</72><73>F201F5</73>Thunder III<73>01</73><72>01</72> (3% for <72>F201F4</72><73>F201F5</73>Thunder II<73>01</73><72>01</72> or <72>F201F4</72><73>F201F5</73>Thunder IV<73>01</73><72>01</72>), the next <72>F201F4</72><73>F201F5</73>Thunder<73>01</73><72>01</72>, <72>F201F4</72><73>F201F5</73>Thunder II<73>01</73><72>01</72>, <72>F201F4</72><73>F201F5</73>Thunder III<73>01</73><72>01</72>, or <72>F201F4</72><73>F201F5</73>Thunder IV<73>01</73><72>01</72> will add its full damage over time amount to its initial damage, have no cast time, and cost no MP.
<72>F201F8</72><73>F201F9</73>Duration:<73>01</73><72>01</72> 18s"
34,"Automatically activates <72>F201FA</72><73>F201FB</73>Triangulate<73>01</73><72>01</72> upon changing your class to botanist."
35,"Increases the range of enemies avoidable when using <72>F201F4</72><73>F201F5</73>Stealth<73>01</73><72>01</72> to level 30."
36,"Increases the range of enemies avoidable when using <72>F201F4</72><73>F201F5</73>Stealth<73>01</73><72>01</72> to level 40."
37,"Increases the range of enemies avoidable when using <72>F201F4</72><73>F201F5</73>Stealth<73>01</73><72>01</72> to level 50."
38,"Automatically activates <72>F201FA</72><73>F201FB</73>Prospect<73>01</73><72>01</72> upon changing your class to miner."
39,"Increases the range of enemies avoidable when using <72>F201F4</72><73>F201F5</73>Stealth<73>01</73><72>01</72> to level 30."
40,"Increases the range of enemies avoidable when using <72>F201F4</72><73>F201F5</73>Stealth<73>01</73><72>01</72> to level 40."
41,"Increases the range of enemies avoidable when using <72>F201F4</72><73>F201F5</73>Stealth<73>01</73><72>01</72> to level 50."
42,"Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving gathering rate when conditions are met."
43,"Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, increasing gathering attempts when conditions are met."
44,"Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving HQ gathering rate when conditions are met."
45,"Allows you to better identify the characteristics of a mature tree or patch of lush vegetation, improving yield when conditions are met."
46,"Extends gathering ward increases to crystals."
47,"Extends gathering ward increases to clusters."
48,"Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving gathering rate when conditions are met."
49,"Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, increasing gathering attempts when conditions are met."
50,"Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving HQ gathering rate when conditions are met."
51,"Allows you to better identify the characteristics of a mineral deposit or rocky outcrop, improving yield when conditions are met."
52,"Extends gathering ward increases to crystals."
53,"Extends gathering ward increases to clusters."
54,"Allows you to cast your fishing line into the desert sands."
