key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,MainHand,OffHand,Head,Body,Gloves,Waist,Legs,Feet,Ears,Neck,Wrists,FingerL,FingerR,SoulCrystal
int32,sbyte,sbyte,sbyte,sbyte,sbyte,sbyte,sbyte,sbyte,sbyte,sbyte,sbyte,sbyte,sbyte,sbyte
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,1,1,0
13,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,-1,1,0,0,0,0,0,0,0,0,0,0
16,0,0,0,1,-1,0,-1,-1,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
19,0,0,-1,1,-1,0,-1,-1,0,0,0,0,0,0
20,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0
21,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
