key,0,1,2,3
#,SGB,MapIcon,,Name
int32,ExportedSG,Image,uint32,EObjName
0,25422,0,0,0
1,30825,63963,2,2013171
2,30826,63963,2,2013172
3,30164,63964,1,2013173
4,30165,63964,1,2013174
5,30167,63964,1,2013175
6,30166,63964,1,2013176
7,30933,63965,8,2013177
8,30934,63965,8,2013178
9,30935,63965,8,2013179
10,30936,63966,4,2013180
11,30937,63963,2,2013181
12,30938,63963,2,2013182
13,30939,63966,4,2013183
14,31139,63963,2,2013184
15,31181,63963,2,2013185
16,31165,63963,2,2013186
17,30168,63967,16,2013187
18,30848,63967,16,2013188
19,30849,63967,16,2013189
20,31232,63965,8,2013190
21,31230,63965,8,2013191
22,31231,63965,8,2013192
23,32347,63963,2,2013300
