key,0,1,2,3
#,,,,
int32,int64,byte,byte,byte
0,"0, 0, 0, 0",0,0,0
1,"9030, 1, 1, 0",70,1,0
2,"9030, 1, 1, 0",71,1,0
3,"9030, 2, 1, 0",0,1,0
4,"9030, 3, 1, 0",70,0,0
5,"9030, 3, 2, 0",70,0,0
6,"9030, 4, 1, 0",0,0,0
7,"9030, 5, 1, 0",0,0,0
8,"9030, 6, 1, 0",0,0,0
9,"9030, 6, 4, 0",0,0,0
10,"9030, 6, 3, 0",0,0,0
11,"9030, 6, 2, 0",0,0,0
12,"9030, 7, 1, 0",0,0,0
13,"9030, 15, 1, 0",0,1,1
14,"9030, 12, 1, 0",0,0,0
15,"9030, 14, 1, 0",0,0,0
16,"9030, 16, 1, 0",0,0,0
17,"9030, 18, 1, 0",0,1,1
18,"9030, 19, 1, 0",0,0,0
19,"9030, 20, 1, 0",0,0,0
