key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
#,,,Quest{1},,,,Quest{2},,,,Quest{3},,,,Quest{4},,,,Quest{5},,,,Quest{6},,,,,,
int32,uint32,byte,Quest,uint32,bool,byte,Quest,uint32,bool,byte,Quest,uint32,bool,byte,Quest,uint32,bool,byte,Quest,uint32,bool,byte,Quest,uint32,bool,byte,uint32,uint32,bool
0.0,0,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.0,5421598,2,67201,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.1,5421599,2,67201,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.2,5421600,2,67202,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.3,5421601,2,67202,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.4,5421603,2,67203,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.5,5421604,2,67203,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.6,5887469,1,67200,0,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.7,5887470,2,67205,3,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
1.8,6069137,1,67205,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.0,5529190,2,67153,3,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.1,5912744,2,67191,1,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.2,6209260,1,67791,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.3,6215627,1,67792,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.4,6215629,1,67793,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
2.5,6207601,1,67794,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
3.0,5889398,2,67194,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
3.1,5889399,2,67191,1,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
3.2,5472828,1,67205,0,False,1,67629,0,False,2,67785,4,False,2,67788,2,False,2,67871,4,False,2,67874,4,False,0,0,0,False
3.3,5935225,1,67205,0,False,2,67626,6,False,1,67629,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
3.4,5935260,0,0,0,False,2,67785,4,False,2,67788,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
3.5,5935263,0,0,0,False,2,67871,4,False,2,67874,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
3.6,5904772,2,67874,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
3.7,5507380,2,67874,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
4.0,5865585,3,1,0,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
4.1,5888168,3,3,0,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
4.2,6179985,2,67769,255,False,1,67776,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
5.0,5811219,3,1,0,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
6.0,5865967,3,5,0,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
6.1,5865980,3,5,0,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
7.0,5907817,2,67194,255,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
7.1,5932745,1,67205,0,False,1,67629,0,False,2,67785,4,False,2,67788,2,False,2,67871,4,False,2,67874,4,False,0,0,0,False
7.2,6422946,1,67905,0,False,1,67908,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
7.3,6658903,2,67874,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
7.4,6973210,1,68160,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
8.0,6110195,1,67700,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
8.1,6110196,1,67701,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
8.2,6110197,1,67702,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
8.3,6110198,1,67703,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
8.4,6110199,1,67704,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
8.5,6110200,1,67705,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
8.6,6110201,1,67706,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
9.0,6263675,1,67857,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
9.1,6263676,1,67858,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
9.2,6263677,1,67859,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
9.3,6263678,1,67861,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
9.4,6263679,1,67862,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
10.0,6644799,2,67888,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
11.0,6700275,2,67890,255,False,2,67894,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
12.0,6915108,2,68464,2,False,2,68567,1,False,1,68571,0,False,2,68692,255,False,0,0,0,False,0,0,0,False,0,0,0,False
12.1,6714292,2,68070,2,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
12.2,6583748,2,68064,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
12.3,6989278,2,67983,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
12.4,7180265,1,68572,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
12.5,7180661,1,68573,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
12.6,7181233,1,68574,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
12.7,7181276,1,68575,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
12.8,7181329,1,68576,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
13.0,6773501,2,68084,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
13.1,6828084,1,68072,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
13.2,6773496,1,68072,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
14.0,6735165,2,68089,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
14.1,6782280,2,68088,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
14.2,7021654,2,68088,1,True,2,68089,5,True,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
14.3,7173840,1,68565,0,False,1,68610,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
14.4,7173843,1,68565,0,False,1,68610,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
14.5,7173842,1,68610,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
14.6,7173841,1,68610,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
14.7,7354962,2,68611,2,False,2,68611,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
15.0,6719649,2,68027,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
15.1,6719762,2,68166,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
15.2,6777139,2,68018,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
15.3,7082629,1,68509,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
15.4,7082644,1,68510,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
15.5,7082645,1,68511,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
15.6,7082646,1,68512,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
15.7,7082647,1,68513,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
15.8,7233145,2,68551,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
16.0,6539826,2,68053,255,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,False
