key,0,1,2,3,4,5,6,7,8,9,10
#,Number,,Link,Quest,,Icon,Image,Rarity,NameJP,Name,Description
int32,byte,byte,byte,Quest,int32,Image,Image,byte,str,str,str
0,0,0,0,0,0,0,0,0,"","",""
1,1,0,0,69478,0,72556,72501,1,"バイシャーエン・ウルガッシュ","Bajsaljen Ulgasch","Race: Hrothgar
Age: 54
Birthplace: Bozja

A native of Bozja and leader of his people's resistance movement, Bajsaljen works to free his conquered nation from the tyranny of the Garlean Empire and reestablish the region as an independent state.

In his youth, Bajsaljen studied the medicinal sciences. His academic achievements saw him conscripted into the imperial army to serve as a medic, a career which in turn earned him the rights of citizenship. Such status allowed him the opportunity to marry and sire a child, but his happiness would be short-lived─while the Hrothgar was called away on campaign to suppress an uprising, his family perished in the now-infamous Bozja incident.

A devastated Bajsaljen later deserted the Empire, fleeing his unit along with several comrades, and it was not long until their underground activities brought them into contact with the Resistance.

During his time in the imperial army, he had not been one to dwell upon the cruelties of life. The events of the disaster, however, left him a changed man─few can match the hatred and bitterness he now feels towards his former masters.

Yet even so, Bajsaljen strives to master his emotions, for history has taught him that anger alone will not suffice to deliver his people the freedom they desire. Instead, he focuses his energies upon the newly reformed Gunnhildr's Blades and their sacred weapons, as he leads the fight to drive the IVth Imperial Legion from his beloved homeland."
2,2,0,0,69478,0,72557,72502,1,"マルシャーク・アペッラ","Marsak Apella","Race: Hrothgar
Age: 42
Birthplace: Bozja

Like many others, Marsak was a conscript in the imperial army. His duties often took him far from home, and he was thus spared the fate of his parents and siblings when destruction visited Bozja Citadel. Following the tragedy, he escaped the military to join the Resistance, and now serves as Bajsaljen's right-hand man.

In addition to attending to the Resistance leader, Marsak is responsible for procuring funds and supplies, as well as the training of recruits. Where the warm-natured Hrothgar truly shines, however, is in his capacity as a liaison with outside allies such as Hien of Doma or the East Aldenard Trading Company, contacts with whom he has built a trustworthy reputation.

This amiability extends even to the citizens of the Empire, amongst whom he was once raised. Marsak, by his own quiet admission, chooses to save his animosity for the imperial state rather than its people. Although some might consider such attitudes too soft-hearted, it is this gentle manner which sets the otherwise guarded minds of his counterparts at ease.

An avid student of Rostik's gunbreaker techniques, Marsak is also admired for his martial talents, and has earned his name as a stalwart shield for the Bozjan Resistance."
3,3,0,0,69478,0,72558,72503,1,"ゼヴェン・スヴァナシュ","Xeven Svanasch","Race: Hrothgar
Age: 47
Birthplace: Bozja (unverified)

Xeven is a member of Gunnhildr's Blades, and assumed to be a native of Bozja...though none claim to know this for certain. Notoriously reticent, the little he has divulged of his past suggests his road led through many lands─Thavnair to the south, Hingashi to the east, even the imperial capital of Garlemald to the north─in his quest to master the arts of the arcane.

His obsession with magery began with a journey to Eorzea. He had traveled with his father to Gridania, desperate to find a cure to the wasting disease which afflicted his mother. Their efforts, however, were to be in vain─the illness took her life even as they sought the means to her salvation. Knowing only that his mother's ailment began with the Empire's occupation of Bozja, the young Xeven's grief soon grew into a wrathful hunger for vengeance against those he held responsible for her passing.

He considered the magecraft he had witnessed in his travels, and swore to take that knowledge back with him to Bozja. He would make his own study of the world's magicks, and bring those powers to bear against the imperial invaders.

Yet although Xeven succeeded in creating a unique school of spellweaving, he refrained from sharing this expertise with others. He simply could not risk his wisdom─focused as it was on dealing destruction─becoming the catalyst for misery in the hands of an unscrupulous practitioner.

Xeven himself soon became a peerless mage, his presence on the battlefield akin to a vengeful god, inspiring awe and terror in equal measure. He does not fear death. He tempts it─welcomes it, even. Such fatalism stems from a prophecy pronounced upon him by a seer of unknown origin, whom he chanced across in the ruined halls of Dalmasca. Though the words spoken were foreign to his ear, Xeven was nevertheless able to divine their meaning: when the fires of revolution stained the skies of Bozja, his doom would be at hand.

And now that the southern front is consumed by turmoil, he believes it is there that his grave awaits. He will not seek to avoid this fate, but carve a red trail through his foes as a proud blade of Gunnhildr, until such time as his inevitable demise rises up to claim him. He does not fear death.

With every moment that passes, the prophecy edges ever closer to fulfillment."
4,4,0,0,69478,0,72559,72504,2,"イソルデ・コヴィー","Isolde Covey","Race: Hyur
Age: 26
Birthplace: Lea Monde, Dalmasca

Isolde's parents were respected Bozjans who fled to Dalmasca when war engulfed their homeland, only to look on helplessly as their new haven was forced to join the growing number of imperial provinces. Exhausted by conflict, the Coveys declined the Empire's offer to return them to Bozja with their fellow refugees, electing instead to settle in Lea Monde. Thus was Isolde born a provincial citizen, and educated in the imperial doctrine. Her heart, however, was ever drawn to the traditional music and dance of her Bozjan heritage─the frenzied tempo of its rhythms; the soaring peaks and plunging valleys of its melodies. Its lyrics told the tale of her people's lives and bond with nature, stories of love plucked on strings and beat on drums. Atop this was layered the dancers' song, strident voices blending with the booming steps of their furious measure.

From a young age, Isolde dreamed of becoming such a dancer, and so intense was her passion that others began to see her as the hope for a new generation of performers. To realize this dream, however, she would also need to learn the bow. The weapon doubled as an instrument in Bozjan dance, using one bow to saw on the string of another, or twanging the bowstring to keep time. But custom dictated that the bow be no mere prop. As a mark of respect for their ancestors, who were once nomadic hunters, all dancers were fully trained in its use.

Thus when Isolde joined the Resistance she was already an accomplished archer, her steady hand and keen eye soon earning her a place as one of Gunnhildr's Blades.

Yet even amongst the ceaseless violence, she harbors an abiding love and respect for what the people of the land once had...and hopes they might one day have again. Isolde yearns for peace to come swiftly, not only for the sake of Bozja, but for the Empire as well."
5,5,0,0,69478,0,72560,72505,1,"スタニック・アルボフ","Stanik Alubov","Race: Hrothgar
Age: 36
Birthplace: Bozja

Long before he joined the ranks of Gunnhildr's Blades, Stanik had dreamed of becoming a hero.

Life under imperial rule was, for the great majority of Bozjans, a daily struggle against poverty, and the same held true for Stanik's parents─a slow day at the little stall they ran meant no food on the table that night. No coin could be spared to send Stanik to school, and that, too, was not uncommon. Stanik himself did what he could to earn money, whether that be minding the neighbors' children or polishing boots on the street, but no matter how bad things were, he never resorted to thieving. His parents had always taught him that being poor was no excuse for poor morals.

At the age of fifteen, Stanik presented himself at the imperial army's conscription office for evaluation, and was accepted as a soldier. He did this not because he sought a soldier's glory, but rather to ease the burden on his parents by giving them one less mouth to feed.

Of his meager wages, he sent home what he could. Though it be but a pittance, it sometimes helped Stanik feel like the hero he yearned to become. The letters he received in return were his sole source of comfort, evidence as they were that his parents yet survived.

Stanik was stationed at a distant post when reports of the “incident” flooded in. A message arrived from his parents five days later, and he felt a rush of relief...until he saw the numbers neatly printed in the corner. It was dated one day before Bozja Citadel all but ceased to exist..."
6,6,0,0,69478,0,72561,72506,3,"ブラズ・アゼティナ","Blaz Azetina","Race: Hrothgar
Age: 25
Birthplace: Doma

Blaz is a samurai, and direct descendant of the founders of the Verdant Path, an illustrious martial school famous for teaching everything from unarmed combat to swordplay to spear techniques.

The school had a history of forbidding its disciples from engaging in uprisings, adhering to the philosophy that martial perfection was to serve the enlightenment of the soul─not sharpen tools for base conflict. When insurrection broke out in Bozja, however, there were students whose hatred for the Empire overwhelmed their stoic sense of obedience. Those who joined the fight were expelled, and so did the Verdant Path avoid confrontation with the Empire's forces.

Despite being the youngest child of the school's founding family, Blaz's father also chose to rebel against his teachings and lend his blade to the Bozjan cause. In the end, however, the uprising was crushed. Blaz's father took shelter in Doma, where he was to eventually wed, and, as time passed, be blessed with a son.

Blaz, following in his sire's martial footsteps, entered a prestigious samurai school, and mastered the katana at a young age. Some years later, when Hien returned from exile to lead his nation in revolution, the eager Hrothgar seized the opportunity to repay his family's debt to Doma. Once Doma's liberation was secured, Blaz made ready to strike out on his own. But after hearing rumors of the Eastern alliance and the new uprising in Bozja, he knew his road must lead to his father's homeland.

The Verdant Path was experiencing upheaval of its own at this time, with the newly appointed schoolmaster championing the cause of rebuilding the Bozja of old. Blaz was welcomed with open arms, and even offered a position to teach the arts of the samurai. He declined the honor. Though his father had since passed on, Blaz was determined to carry on his legacy. He would join the Resistance and the ranks of Gunnhildr's Blades, swearing an oath to see the nation of Bozja reborn."
7,7,0,0,69478,0,72562,72507,3,"ヴェリボル・アゼティナ","Velibor Azetina","Race: Hrothgar
Age: 24
Birthplace: Zetina's Grace, Bozja

Velibor is a knight, and second cousin to Blaz. And, like Blaz, he is a direct descendant of the founders of the Verdant Path, an illustrious martial school famous for teaching everything from unarmed combat to swordplay to spear techniques.

This prestigious institution has existed for over two hundred years, and its adherents rose up in strength to defend the city-state of Bozja against the Garlean Empire's incursion. As the invasion rolled on, however, Basch van Gabranth, then legatus of the IVth Legion, grew reluctant at the slaughter of so much promising martial talent. He promised the Verdant Path amnesty and protection, if it would but swear fealty to the Empire. The schoolmaster accepted, and by surrendering himself to the invaders' justice were his disciples spared further bloodshed.

It was Velibor's grandmother who inherited the schoolmaster's mantle, and she upheld Gabranth's pact with unflinching rigidity─tempers would flare and groups would form to rebel against the occupying forces, but any student she caught joining these uprisings was immediately expelled. Thus did the Verdant Path endure. It was on her deathbed, however, that she muttered these words to her successor, Velibor's father: “I have honored our promise to Gabranth, as my husband wished. His sacrifice was an act of love, to ensure that we survived. But you, my son, are not beholden to this oath. A new age is upon us...” 

Blaz arrived to find the Verdant Path now aligned with his own purpose, and Velibor discovered in his second cousin a kindred spirit. He remembers their first meeting, and the sense that a missing part of his soul had returned. Indeed, Velibor felt his distant relative more a brother in truth. Within a short while, they were engaged in friendly rivalry, their mutual encouragement leading to the invention of new martial techniques.

Even as their companionship blossomed, the school took steps to formalize its allegiance to the Bozjan Resistance, and Velibor, along with some few dear comrades, was invited to join the vaunted Gunnhildr's Blades. This day, as on every other, is his greatsword poised to fall upon the oppressors of his people."
