key,0,1,2,3
#,,,,
int32,byte,uint32,uint32,str
0,0,5,0,"Available after completing at least two dungeons from the most recent patch."
1,0,8,0,""
2,0,1,0,""
3,1,1252,0,""
4,2,1281,11875001,"Available after completing the corresponding deep dungeon and progressing through the Crystarium sidequests."
5,2,1311,11875001,"Available after unlocking the above duty and completing the corresponding quest."
6,3,1315,0,"Available after progressing through the corresponding quest in Old Sharlayan."
7,3,1316,0,"Available after completing the above duty and speaking with the corresponding NPC."
8,3,1317,0,"Available after completing the above duty and speaking with the corresponding NPC."
9,4,1320,0,"Available after progressing through Dawntrail: Chronicles of a New Era and unlocking the corresponding raid."
10,4,1322,0,"Available after progressing through Dawntrail: Chronicles of a New Era and unlocking the corresponding raid."
11,4,1324,0,"Available after progressing through Dawntrail: Chronicles of a New Era and unlocking the corresponding raid."
12,4,1326,0,"Available after progressing through Dawntrail: Chronicles of a New Era and unlocking the corresponding raid."
13,4,1321,0,"Available after progressing through Dawntrail: Chronicles of a New Era and unlocking the Savage raid via the corresponding NPC."
14,4,1323,0,"Available after progressing through Dawntrail: Chronicles of a New Era and unlocking the Savage raid via the corresponding NPC."
15,4,1325,0,"Available after progressing through Dawntrail: Chronicles of a New Era and unlocking the Savage raid via the corresponding NPC."
16,4,1327,0,"Available after progressing through Dawntrail: Chronicles of a New Era and unlocking the Savage raid via the corresponding NPC."
17,5,1308,0,"Available after progressing through the Dawntrail main scenario, completing the trial, and unlocking the corresponding Extreme trial via the wandering minstrel."
18,6,1187,0,""
19,6,1188,0,""
20,6,1189,0,""
21,6,1190,0,""
22,6,1191,0,""
23,6,1192,0,""
