key,0,1,2
#,Name,Description,Icon
int32,str,str,Image
0,"","",0
1,"Halone, the Fury","Halone, mover of glaciers and goddess of war, is the guardian deity of Ishgard.
She commands the element of ice and is associated with the first moon of the Eorzean calendar. Halone is the daughter of Rhalgr, and a bitter rival of Nophica.
She is most often depicted as a relentless warrioress armed with a bronze greatshield. Her symbol is the three spears.",61601
2,"Menphina, the Lover","Menphina is keeper of the twin moons and the goddess of love.
She commands the element of ice and is associated with the second moon of the Eorzean calendar. Menphina is the sister of Azeyma, and the divine lover of Oschon.
She is most often depicted as a maid carrying a round skillet. Her symbol is the full moon.",61602
3,"Thaliak, the Scholar","Thaliak, ruler of rivers and wisdom and god of knowledge, is the guardian deity of Sharlayan.
He commands the element of water and is associated with the third moon of the Eorzean calendar. Thaliak is the father of Llymlaen, and the teacher of Byregot.
He is most often depicted as a reserved scholar holding an ashen staff. His symbol is the scroll.",61603
4,"Nymeia, the Spinner","Nymeia is the watcher of celestial bodies and goddess of fate.
She commands the element of water and is associated with the fourth moon of the Eorzean calendar. Nymeia is the younger sister of Althyk, and master of Rhalgr.
She is most often depicted as a weaver donning a white, silken veil. Her symbol is the spinning wheel.",61604
5,"Llymlaen, the Navigator","Llymlaen, watcher of the seas and goddess of navigation, is the guardian deity of Limsa Lominsa.
She commands the element of wind and is associated with the fifth moon of the Eorzean calendar. Llymlaen is the daughter of Thaliak, and the elder sister of Nophica.
She is most often depicted as a strong fisherwoman wielding a long-bladed harpoon. Her symbol is the wave.",61605
6,"Oschon, the Wanderer","Oschon is ruler of the mountains and god of wanderers and vagrants.
He commands the element of wind and is associated with the sixth moon of the Eorzean calendar. Oschon is the brother of Nald'thal, and the close companion of Halone.
He is most often depicted as a carefree ranger wielding a bow of yew. His symbol is the walking stick.",61606
7,"Byregot, the Builder","Byregot is the purveyor of architecture and industry, and god of the arts.
He commands the element of lightning and is associated with the seventh moon of the Eorzean calendar. Byregot is the elder brother of Halone, and pupil of Thaliak.
He is most often depicted as an ardent smith with a two-headed hammer. His symbol is the hand.",61607
8,"Rhalgr, the Destroyer","Rhalgr, breaker of worlds, is the god of destruction and guardian deity of the now fallen nation of Ala Mhigo.
He commands the element of lightning and is associated with the eighth moon of the Eorzean calendar. Rhalgr is the father of both Byregot and Halone, and serves as attendant to Nymeia.
He is most often depicted as a magi carrying a staff of bronze. His symbol is the streaking meteor.",61608
9,"Azeyma, the Warden","Azeyma is keeper of the sun and goddess of inquiry.
She commands the element of fire and is associated with the ninth moon of the Eorzean calendar. Azeyma is the daughter of Althyk, and the elder sister of Menphina.
She is most often depicted as a noble lady holding a golden fan. Her symbol is the radiant sun.",61609
10,"Nald'thal, the Traders","Nald'thal, overseer of the underworld and god of commerce, is the guardian deity of Ul'dah.
He commands the element of fire and is associated with the tenth moon of the Eorzean calendar. Nald'thal is the single manifestation of the deific twins Nald and Thal.
He is most often depicted as a discerning merchant holding a balance. His symbol is the cowry, an ancient shell currency.",61610
11,"Nophica, the Matron","Nophica, tender of soils and harvests and goddess of abundance, is the guardian deity of Gridania.
She commands the element of earth and is associated with the eleventh moon of the Eorzean calendar. Nophica is the daughter of Azeyma, and the younger sister of Llymlaen.
She is most often depicted as a jubilant farmer holding a scythe of steel. Her symbol is the spring leaf.",61611
12,"Althyk, the Keeper","Althyk is the surveyor of change and space and god of time.
He commands the element of earth and is associated with the twelfth moon of the Eorzean calendar. Althyk is the father of Azeyma and Menphina, and elder brother to Nymeia.
He is most often depicted as an austere emperor wielding a mythril greataxe. His symbol is the hourglass.",61612
