key,0
#,
int32,str
0,""
1,"Obtained from gladiator quest progression."
2,"Obtained from marauder quest progression."
3,"Obtained from conjurer quest progression."
4,"Obtained from pugilist quest progression."
5,"Obtained from lancer quest progression."
6,"Obtained from rogue quest progression."
7,"Obtained from archer quest progression."
8,"Obtained from thaumaturge quest progression."
9,"Obtained from arcanist quest progression."
10,"Obtained from carpenter quest progression."
11,"Obtained from blacksmith quest progression."
12,"Obtained from armorer quest progression."
13,"Obtained from goldsmith quest progression."
14,"Obtained from leatherworker quest progression."
15,"Obtained from weaver quest progression."
16,"Obtained from alchemist quest progression."
17,"Obtained from culinarian quest progression."
18,"Obtained from miner quest progression."
19,"Obtained from botanist quest progression."
20,"Obtained from fisher quest progression."
21,"Obtained from paladin quest progression."
22,"Obtained from warrior quest progression."
23,"Obtained from dark knight quest progression."
24,"Obtained from gunbreaker quest progression."
25,"Obtained from white mage quest progression."
26,"Obtained from scholar quest progression."
27,"Obtained from astrologian quest progression."
28,"Obtained from sage quest progression."
29,"Obtained from monk quest progression."
30,"Obtained from dragoon quest progression."
31,"Obtained from ninja quest progression."
32,"Obtained from samurai quest progression."
33,"Obtained from reaper quest progression."
34,"Obtained from bard quest progression."
35,"Obtained from machinist quest progression."
36,"Obtained from dancer quest progression."
37,"Obtained from black mage quest progression."
38,"Obtained from summoner quest progression."
39,"Obtained from red mage quest progression."
40,"Obtained from blue mage quest progression."
41,"Obtained from Seventh Umbral Era main scenario quest progression."
42,"Obtained from Heavensward main scenario quest progression."
43,"Obtained from Stormblood main scenario quest progression."
44,"Obtained from Shadowbringers main scenario quest progression."
45,"Obtained from Endwalker main scenario quest progression."
46,"Obtained from A Realm Reborn tribal quest progression."
47,"Obtained from Heavensward tribal quest progression."
48,"Obtained from Stormblood tribal quest progression."
49,"Obtained from Shadowbringers tribal quest progression."
50,"Obtained from Endwalker tribal quest progression."
51,"Obtained from A Realm Reborn sidequest progression."
52,"Obtained from Heavensward sidequest progression."
53,"Obtained from Stormblood sidequest progression."
54,"Obtained from Shadowbringers sidequest progression."
55,"Obtained from Endwalker sidequest progression."
56,""
57,""
58,""
59,""
60,""
61,"Obtained by unlocking the relevant Ultimate raid from A Realm Reborn."
62,"Obtained by unlocking the relevant Ultimate raid from Heavensward."
63,"Obtained by unlocking the relevant Ultimate raid from Stormblood."
64,"Obtained by unlocking the relevant Ultimate raid from Shadowbringers."
65,"Obtained by unlocking the relevant Ultimate raid from Endwalker."
66,""
67,""
68,""
69,""
70,""
