Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x6][0xc],3 [0x3][0x10],4 [0x7][0x8],5 [0x3][0x11],6 [0x19][0x12]
0,"","",0,0,0,0,true
1,"Feu du combat","L'expérience obtenue au combat augmente de 5% pendant 24 heures (temps réel).",64213,5,3500,1,true
2,"Terre et eau","L'expérience obtenue en récoltant augmente de 5% pendant 24 heures (temps réel).",64215,5,3500,2,true
3,"Être en bonnes mains","L'expérience obtenue en synthétisant augmente de 5% pendant 24 heures (temps réel).",64216,5,3500,3,true
4,"Meilleur ami de l'homme","L'expérience obtenue par le compagnon augmente de 10% pendant 24 heures (temps réel).",64214,5,2800,4,true
5,"Marque des vainqueurs","Les marques de loup obtenues augmentent de 5% pendant 24 heures (temps réel).",64217,5,2800,5,true
6,"Solde accrue","Les sceaux de grande compagnie obtenus augmentent de 5% pendant 24 heures (temps réel).",64218,5,2800,6,true
7,"Un nouveau monde","Les caractéristiques des combattants et des mages de niveau inférieur ou égal à 25 augmentent de 10% pendant 24 heures (temps réel).",64201,5,1750,8,true
8,"Vivre de la terre","La collecte des récolteurs augmente de 5 pendant 24 heures (temps réel).",64202,5,2800,9,true
9,"Avoir le coup d'œil","Le discernement des récolteurs augmente de 5 pendant 24 heures (temps réel).",64203,5,2800,10,true
10,"La main qui nourrit","L'habileté des artisans augmente de 5 pendant 24 heures (temps réel).",64204,5,2800,11,true
11,"Passer maître","Le contrôle des artisans augmente de 5 pendant 24 heures (temps réel).",64205,5,2800,12,true
12,"Union parfaite","La symbiose augmente plus facilement pendant 24 heures (temps réel).",64209,5,3500,13,true
13,"À boire et à manger","La durée de l'effet des repas est allongée de 5 minutes pendant 24 heures (temps réel).",64208,5,2800,14,true
14,"Protections protégées","La perte de condition des équipements est réduite de 10% pendant 24 heures (temps réel).",64210,5,3500,15,true
15,"Prompt rétablissement","La durée de l'altération d'état Affaiblissement est réduite de 10% pendant 24 heures (temps réel).",64211,5,2800,16,true
16,"Prix d'ami","Le coût en gils des téléportations est réduit de 20% pendant 24 heures (temps réel).",64212,5,3500,17,true
17,"Gros lot","Le gain de PGS au Gold Saucer est augmenté de 5% pendant 24 heures (temps réel).",64219,5,2800,7,true
18,"","",0,0,0,0,true
19,"","",0,0,0,0,true
20,"","",0,0,0,0,true
21,"","",0,0,0,0,true
22,"","",0,0,0,0,true
23,"","",0,0,0,0,true
24,"","",0,0,0,0,true
