Index,0 [0x0][0x0]
0,""
1,""
2,""
3,""
4,""
5,""
6,""
7,""
8,""
9,""
10,""
11,"チュートリアルコース"
12,"サゴリーロード"
13,"コスタ・デル・ソル"
14,"トランキルパス"
15,"チュートリアル"
16,"未勝利クラス"
17,"総合力40クラス"
18,"総合力60クラス"
19,"総合力80クラス"
20,"総合力100クラス"
21,"総合力120クラス"
22,"総合力140クラス"
23,"総合力160クラス"
24,"総合力180クラス"
25,"総合力200クラス"
26,"総合力220クラス"
27,"総合力240クラス"
28,"総合力300クラス"
29,"無制限クラス"
30,"1位"
31,"2位"
32,"3位"
33,"4位"
34,"5位"
35,"6位"
36,"7位"
37,"8位"
38,"<ref:GoldSaucerTextData>：<ref:GoldSaucerTextData>"
39,"進行度：<value>％"
40,"順位：<value>"
41,""
42,""
43,""
44,""
45,""
46,""
47,""
48,""
49,""
50,""
51,"激走！ ラプトル運送"
52,"届けた「繊細な壺」の数"
53,""
54,""
55,""
56,""
57,""
58,""
59,""
60,""
61,"特訓！ ダンスマスター"
62,"ステージの上で、特訓に備えよ\n使用するエモートをよく確認すべし"
63,"ダンスマスターの動きを暗記して\n合図に合わせ、エモートを実行せよ\n10回以上、エモートを模倣できれば合格だ"
64,"第1セット実行エモート回数"
65,"第2セット実行エモート回数"
66,"第3セット実行エモート回数"
67,"第4セット実行エモート回数"
68,"エモート成功回数"
69,""
70,""
71,"暴風！ はないきフンガー"
72,"ステージの上で、鼻息に備えよ\n最後まで吹き飛ばされず生き残れ"
73,"テュポーン先生の鼻息を避けつづけろ\n鼻息がかからない場所を予測し\n最後までステージに立ち続けよ"
74,"避けた鼻息の回数"
75,""
76,""
77,""
78,""
79,""
80,""
81,"追跡！ スキンチェンジャー"
82,"悪戯インプが、人の姿に化けて逃走した\n妖しい冒険者の中から、妖異ハンターと\n同じ姿の者を探し、特製煙玉をブチ当てろ"
83,""
84,""
85,""
86,""
87,""
88,""
89,""
90,""
91,"救出！ ミニオンレスキュー"
92,""
93,""
94,""
95,""
96,""
97,""
98,""
99,""
100,""
101,"「ミニ・くじテンダー」に挑戦する"
102,""
103,""
104,"<ref:GoldSaucerTextData> <if:[出走条件：総合力<value>～<value>]/none>"
105,"<ref:GoldSaucerTextData>"
106,""
107,""
108,""
109,""
110,"チュートリアルにようこそ！"
111,"各項目を達成せよ！"
112,"チュートリアルコンプリート！"
113,"???"
114,"加速する"
115,"体力が尽きるまで加速する"
116,"全力加速後に減速する"
117,"左右に移動する"
118,"魔法パネルを踏む"
119,"ジャンプする"
120,"宝箱に触れる"
121,"レースアイテムを使う"
122,""
123,""
124,""
125,""
126,""
127,""
128,""
129,""
130,""
131,"それでは、簡単にご説明させていただきますね！\nまず、お好きなマスを「3箇所」削ってください。"
132,"つづいて、4箇所の数字が判明した状態で、\n各列の合計数を「予想」し、いずれか一列をお選びください。\n選択した列の合計数に応じたMGPを獲得できますよ！"
133,"それじゃあ、「好きな4桁の数字」を選んでみて！\n君の選んだ数字と、発表された「当選番号」を照らしあわせて、\n下1桁からいくつ一致していたかで、何等賞かが決まるわ！"
134,""
135,""
136,""
137,""
138,""
139,""
140,""
141,""
142,""
143,""
144,""
145,""
146,""
147,""
148,""
149,""
150,""
151,""
152,""
153,""
154,""
155,""
156,""
157,""
158,""
159,""
160,""
