Index,0 [0x7][0x24],1 [0x3][0x4],2 [0x3][0xc],3 [0x3][0x14],4 [0x5][0x0],5 [0x5][0x8],6 [0x5][0x10],7 [0x3][0x5],8 [0x3][0xd],9 [0x3][0x15],10 [0x5][0x2],11 [0x5][0xa],12 [0x5][0x12],13 [0x3][0x6],14 [0x3][0xe],15 [0x3][0x16],16 [0x19][0x7],17 [0x19][0xf],18 [0x19][0x17],19 [0x0][0x18],20 [0x0][0x1c],21 [0x0][0x20]
589824,0,1,0,0,799,796,854,1,1,1,0,0,0,3,4,5,false,false,false,"Emphatic talk shape, conversation motion.","Document talk shape, looped behavior gestures.","Eerie talk shape, looped angry gestures."
589825,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589826,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Y!","R!","P!"
589827,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Ahhh, that was grrreat! <burp>","I tell ye, ain't no place what serves tastier meals than here!","0"
589828,0,2,2,0,755,755,0,1,1,1,0,0,0,0,0,0,true,true,false,"Basic stance and standing reaction test. (Handing over item.)","Shifting to “behavior reaction greeting.”","0"
589829,0,2,2,0,755,755,0,1,1,1,0,0,0,0,0,0,true,true,false,"Basic stance and standing reaction test. (Receiving item.)","Shifting to “behavior reaction thinking.”","0"
589830,0,2,2,0,755,763,0,1,1,1,0,0,0,0,0,0,true,true,false,"Basic stance and standing reaction test. (Conversation item.)","Shifting to “behavior reaction anger.”","0"
589831,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"Basic stance and standing reaction test.\nNormal seated → normal stance → standing reaction.","0","0"
589832,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"Basic stance and standing reaction test.\nFlashy stance → normal stance → standing reaction.","0","0"
589833,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"Basic stance and standing reaction test.\nFlashy seated → normal seated → normal stance → standing reaction.","0","0"
589834,0,2,0,0,763,0,0,1,1,1,0,0,0,0,0,0,true,false,false,"Basic stance and standing reaction test.\nUnique → normal stance → standing reaction.","0","0"
589835,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"I can see the sky! Wonderful!","0","0"
589836,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"As you can see, I am a minstrel.","Mayhap I can play for you a sweet lullaby?","0"
589837,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"I am a giver of quests, nothing more and nothing less.","0","0"
589838,0,1,2,2,784,809,786,1,1,1,0,0,0,0,0,0,false,false,false,"Page break test, here we go! Page ONE!","Page TWO!","Page THREE!"
589839,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Line break test, are you ready!?\nBam! It is done!","0","0"
589840,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Hey, did you know? There's a place in Meguro where you can gorge yourself on meat of unrivaled epicness.","0","0"
589841,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Just testing some default talk. Nothing to see here.","0","0"
589842,0,1,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"I'm testing some default talk! Don't bother me!","0","0"
589843,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"It is a default talk test.","0","0"
589844,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"I don't believe I've seen your face before. New to Gridania, I take it?","Then you're required to register at the Carline Canopy. Don't let me catch you strolling about until you've done so.","0"
589845,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Make yourself known at the Carline Canopy, where the local Adventurers' Guild is headquartered. Speak to Mother Miounne within, and she will take you in hand.","So long as you are within Gridanian territory, you must abide by Gridanian laws. Go now, and do as I have instructed.","0"
589846,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Yer one o' them adventurers, ain't ye? Gridania fair swarms with outsiders o' late. Can't walk ten bloody yalms without bumpin' into one o' ye.","Don't be takin' this the wrong way─we appreciate the hard work ye do, an' all─but 'tis hard to be at ease when scores o' strangers walk through yer home every day.","0"
589847,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"It is by the blessing of the elementals that we Gridanians dwell in the Twelveswood. As you go about your business, be ever mindful of their presence and respectful of their will.","0","0"
589848,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"It is by the blessing of the elementals that we Gridanians dwell in the Twelveswood.","See to it that you do naught which brings our people to grief.","0"
589849,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"I don't understand these Gridanians. They make a great show of doubting us adventurers, yet place their trust in beings they can't even see. Where is the reason in that, I ask you?","0","0"
589850,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"I heard that the elementals show themselves when enraged. Call me reckless, but I'd <i>love</i> to see one in the flesh...or whatever the hells it is they're made of.","0","0"
589851,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Welcome to the Carline Canopy, a place of respite for adventurers like yourself.","As you may imagine, the Twelveswood has scarcely begun to recover from the devastation wrought by the Calamity, and Gridania wants for all the help it can get. I hope we can count on yours.","Though I will not deny there are those among us who view outsiders with suspicion, if you play your part, they will come to see that adventurers are the very salve our nation so sorely needs."
589852,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589853,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589854,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589855,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"You stand before the Adders' Nest, the headquarters of the Order of the Twin Adder, Gridania's own Grand Company. It is here that our nation draws together its military, economic, and technological resources that we may bring their combined might to bear against our foes.","0","0"
589856,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589857,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589858,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Though our trials and tribulations be endless, never must we allow ourselves to become lost to hope.","For as the Elder Seedseer teaches, ever do the elementals watch over us. So long as we trust to them and each do our part, all shall be well.","0"
589859,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589860,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"I was told playing with the younglings would make me a better carpenter. I...I don't think it's working.","0","0"
589861,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,"0","0","0"
589862,0,0,0,0,0,757,0,0,1,0,0,0,0,0,0,0,false,false,false,"...","Mummy told me to wait here until she gets back.","0"
589863,0,2,0,0,764,0,0,1,1,0,0,0,0,0,0,0,false,false,false,"The younglings at the Acorn Orchard have all had it rough.","I'm the grown-up around here, so it's my job to look after them.","0"
589864,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,"0","0","0"
589865,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,"0","0","0"
589866,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"You stand before the White Wolf Gate. The road beyond leads to regions rife with danger, and the gate is to remain closed until further notice.","Curiosity has been the demise of many an adventurer, but it need not be yours. Move along now.","0"
589867,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Gridania is but a part of the Twelveswood.","Whether you are within her walls or without, pray remember to pay the elementals due deference.","0"
589868,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"No thief's gonna get his grubby bloody hands on our grain while I'm on watch. Nay, not so much as a single mangy squirrel!","0","0"
589869,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589870,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"You know who Mother Miounne is, <if:sister/brother>? You'd do well to take her advice to heart.","There's some as say she's overbearing, but without her, we adventurers wouldn't be able to get by here in the Black Shroud. I myself owe her much and more.","0"
589871,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Why, hello there, <if:madam/sir>. I take it you've come to see about a retainer?","Well, I'm sorry to disappoint, but we're not in a position to introduce anyone to you at present. If you visit us again at a later date, we will of course do our utmost to accommodate your needs. Apologies again for the inconvenience.","0"
589872,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"This here's the Bannock, where Twin Adder recruits are drilled.","You're free to observe, but see to it you don't get in anyone's way.","0"
589873,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589874,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"You stand within the Archers' Guild, where men and women gather to learn the way of the bow, as passed down to us from the Elezen sentries and Miqo'te hunters of eld.","I am tasked with providing guidance to those who seek membership here. Let me know if I can assist you in any way.","0"
589875,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589876,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"It was my people, the Elezen, who gave rise to the noble tradition of archery.","To see it thus...<i>parodied</i> by outsiders...\nIt is an outrage.","0"
589877,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"The world can seem clearer when viewed down an arrow's shaft, but an archer must think of more than just the target.","0","0"
589878,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589879,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589880,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Mih Khetto's Amphitheatre is open to citizens and outsiders alike.","We ask only that you use the facility with care, out of respect for the kind-hearted souls who took such pains to rebuild it.","0"
589881,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Some five years ago, a great scholar stood vigil before these waters. It's said he came here to rally all of Eorzea in the fight against the Garlean Empire.","I do wonder what became of the man... I should like the chance to meet him in person.","0"
589882,0,1,0,0,755,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"My wife and child... The men and women with whom I shared a stage... They're gone, every last one of them. There's nothing left in my life worth a damn.","0","0"
589883,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"The district beyond is home to distinguished Gridanians. Commoners may not enter. That includes <i>you</i>, adventurer. ","Go back whence you came, or I will be forced to remind you of your place.","0"
589884,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589885,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589886,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Greetings and welcome to the Lancers' Guild. Here you may train in the polearm and learn to conquer your fears.","It is my duty to provide guidance to those who would enroll. If there is aught you wish to know, I should be glad to assist you.","0"
589887,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"The Wailing Barracks lies beyond. If you have no business here, I would thank you to return whence you came.","0","0"
589888,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589889,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"I came all the way from Ul'dah to sell my wares, but the locals are proving an unreceptive lot.","Why, it's as if they're averse to novelty─to change and progress! I'm going to need a new approach if I'm to make any coin here...or perhaps an <i>old</i> one?","0"
589890,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589891,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"Down this path and across the lake lies the East Shroud.","You'll need to take the ferry if you have business in the Honey Yard or Nine Ivies.","0"
589892,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"0","0","0"
589893,0,2,0,0,764,0,0,1,1,1,0,0,0,0,0,0,false,false,false,"That godsdamned merchant from Ul'dah... I wish she'd bugger off back to where she came from!","I swear, every time she opens her mouth, it's about coin, coin, and more bloody coin!","0"
