Index,0 [0x3][0x4],1 [0x3][0x5],2 [0x0][0x0]
0,0,0,""
1,0,0,"採集連続成功回数が<value>以上"
2,0,0,"採集シークレットを全解除"
3,0,0,""
4,0,0,""
5,0,0,""
6,0,0,""
7,0,0,""
8,0,0,""
9,0,0,""
1000,0,0,""
1001,0,0,"STR<value>～"
1002,0,0,"VIT<value>～"
1003,0,0,"DEX<value>～"
1004,0,0,"INT<value>～"
1005,0,0,"MND<value>～"
1006,0,0,"PIE<value>～"
1007,0,0,"識質力<value>～"
1009,0,0,""
1010,1,1,"STRが<value>のとき"
1011,1,2,"STRが<value>ではないとき"
1012,1,3,"STRが<value>より大きい"
1013,1,4,"STRが<value>より小さい"
1014,1,5,"STRが<value>以上"
1015,1,6,"STRが<value>以下"
1020,3,1,"VITが<value>のとき"
1021,3,2,"VITが<value>ではないとき"
1022,3,3,"VITが<value>より大きい"
1023,3,4,"VITが<value>より小さい"
1024,3,5,"VITが<value>以上"
1025,3,6,"VITが<value>以下"
1030,2,1,"DEXが<value>のとき"
1031,2,2,"DEXが<value>ではないとき"
1032,2,3,"DEXが<value>より大きい"
1033,2,4,"DEXが<value>より小さい"
1034,2,5,"DEXが<value>以上"
1035,2,6,"DEXが<value>以下"
1040,4,1,"INTが<value>のとき"
1041,4,2,"INTが<value>ではないとき"
1042,4,3,"INTが<value>より大きい"
1043,4,4,"INTが<value>より小さい"
1044,4,5,"INTが<value>以上"
1045,4,6,"INTが<value>以下"
1050,5,1,"MNDが<value>のとき"
1051,5,2,"MNDが<value>ではないとき"
1052,5,3,"MNDが<value>より大きい"
1053,5,4,"MNDが<value>より小さい"
1054,5,5,"MNDが<value>以上"
1055,5,6,"MNDが<value>以下"
1060,6,1,"PIEが<value>のとき"
1061,6,2,"PIEが<value>ではないとき"
1062,6,3,"PIEが<value>より大きい"
1063,6,4,"PIEが<value>より小さい"
1064,6,5,"PIEが<value>以上"
1065,6,6,"PIEが<value>以下"
1070,37,1,"火属性耐性が<value>のとき"
1071,37,2,"火属性耐性が<value>ではないとき"
1072,37,3,"火属性耐性が<value>より大きい"
1073,37,4,"火属性耐性が<value>より小さい"
1074,37,5,"火属性耐性が<value>以上"
1075,37,6,"火属性耐性が<value>以下"
1080,38,1,"氷属性耐性が<value>のとき"
1081,38,2,"氷属性耐性が<value>ではないとき"
1082,38,3,"氷属性耐性が<value>より大きい"
1083,38,4,"氷属性耐性が<value>より小さい"
1084,38,5,"氷属性耐性が<value>以上"
1085,38,6,"氷属性耐性が<value>以下"
1090,39,1,"風属性耐性が<value>のとき"
1091,39,2,"風属性耐性が<value>ではないとき"
1092,39,3,"風属性耐性が<value>より大きい"
1093,39,4,"風属性耐性が<value>より小さい"
1094,39,5,"風属性耐性が<value>以上"
1095,39,6,"風属性耐性が<value>以下"
1100,40,1,"土属性耐性が<value>のとき"
1101,40,2,"土属性耐性が<value>ではないとき"
1102,40,3,"土属性耐性が<value>より大きい"
1103,40,4,"土属性耐性が<value>より小さい"
1104,40,5,"土属性耐性が<value>以上"
1105,40,6,"土属性耐性が<value>以下"
1110,41,1,"雷属性耐性が<value>のとき"
1111,41,2,"雷属性耐性が<value>ではないとき"
1112,41,3,"雷属性耐性が<value>より大きい"
1113,41,4,"雷属性耐性が<value>より小さい"
1114,41,5,"雷属性耐性が<value>以上"
1115,41,6,"雷属性耐性が<value>以下"
1120,42,1,"水属性耐性が<value>のとき"
1121,42,2,"水属性耐性が<value>ではないとき"
1122,42,3,"水属性耐性が<value>より大きい"
1123,42,4,"水属性耐性が<value>より小さい"
1124,42,5,"水属性耐性が<value>以上"
1125,42,6,"水属性耐性が<value>以下"
