Index,0 [0x0][0x0]
0,""
1,""
2,""
3,""
4,""
5,""
6,""
7,""
8,""
9,""
10,""
11,"Course d'apprentissage"
12,"Route de Sagolii"
13,"Costa del Sol"
14,"Sentes tranquilles"
15,"Tutoriel"
16,"Catégorie débutants"
17,"Catégorie 40"
18,"Catégorie 60"
19,"Catégorie 80"
20,"Catégorie 100"
21,"Catégorie 120"
22,"Catégorie 140"
23,"Catégorie 160"
24,"Catégorie 180"
25,"Catégorie 200"
26,"Catégorie 220"
27,"Catégorie 240"
28,"Catégorie 300"
29,"Catégorie libre"
30,"1er"
31,"2e"
32,"3e"
33,"4e"
34,"5e"
35,"6e"
36,"7e"
37,"8e"
38,"<ref:GoldSaucerTextData>　<ref:GoldSaucerTextData>"
39,"Progression: <value>%"
40,"Position: <value>"
41,""
42,""
43,""
44,""
45,""
46,""
47,""
48,""
49,""
50,""
51,"Attention, fragile"
52,"Vases livrés"
53,""
54,""
55,""
56,""
57,""
58,""
59,""
60,""
61,"Voulez-vous danser?"
62,"Montez sur scène et exécutez les pas de danse adéquats pour briller lors de la représentation!"
63,"Mémorisez plus de dix emotes et effectuez-les dans le bon ordre pour devenir la nouvelle étoile!"
64,"Série d'emotes n°1"
65,"Série d'emotes n°2"
66,"Série d'emotes n°3"
67,"Série d'emotes n°4"
68,"Nombre d'emotes réussies"
69,""
70,""
71,"Un sacré courant d'air"
72,"Le souffle de maître Typhon balaye tout sur son passage! Parviendrez-vous à éviter les rafales et à vous maintenir sur la scène?"
73,"Anticipez les endroits où maître Typhon va souffler et restez sur scène jusqu'à la fin de la tempête!"
74,"Rafales évitées"
75,""
76,""
77,""
78,""
79,""
80,""
81,"Sus à l'imp-osteur"
82,"Un imp malicieux s'est transformé en client du Gold Saucer! Trouvez son sosie parfait au sein de la foule et démasquez l'imp à l'aide d'une boule puante!"
83,""
84,""
85,""
86,""
87,""
88,""
89,""
90,""
91,"Mascotte en détresse"
92,""
93,""
94,""
95,""
96,""
97,""
98,""
99,""
100,""
101,"Jouer au Mini Cactpot"
102,""
103,""
104,"<ref:GoldSaucerTextData> <if:[Cote <value> à <value>]/none>"
105,"<ref:GoldSaucerTextData>"
106,""
107,""
108,""
109,""
110,"Bienvenue dans le tutoriel ♪"
111,"Accomplissez les objectifs!"
112,"Félicitations!"
113,"???"
114,"Accélérer"
115,"Accélérer jusqu'à épuisement"
116,"Accélérer jusqu'à emballement puis ralentir"
117,"Se déplacer de gauche à droite"
118,"Fouler une case magique"
119,"Sauter"
120,"Toucher un coffre au trésor"
121,"Utiliser un objet de course"
122,""
123,""
124,""
125,""
126,""
127,""
128,""
129,""
130,""
131,"Laissez-moi vous rappeler rapidement les règles. Vous devez d'abord gratter trois cases, ce qui vous permettra de connaître l'emplacement de quatre chiffres sur la grille."
132,"Parfait. Maintenant, vous devez choisir une ligne en fonction de la somme des chiffres estimée sur cette dernière. Vous remporterez le nombre de points du Gold Saucer indiqué à droite de la grille et correspondant au score obtenu."
133,"Je vous rappelle brièvement les règles: tout ce que vous avez à faire, c'est choisir quatre chiffres et patienter jusqu'au tirage au sort. Plus vous aurez de chiffres en commun avec notre numéro, des unités vers les milliers, plus la récompense sera conséquente. C'est aussi simple que ça!"
134,""
135,""
136,""
137,""
138,""
139,""
140,""
141,""
142,""
143,""
144,""
145,""
146,""
147,""
148,""
149,""
150,""
151,""
152,""
153,""
154,""
155,""
156,""
157,""
158,""
159,""
160,""
