Index,0 [0x19][0x8],1 [0x6][0x4],2 [0x0][0x0]
0,false,0,""
1,false,62501,"Battlecraft"
2,false,62510,"Miner"
3,false,62511,"Botanist"
4,false,62512,"Fisher"
5,false,62502,"Carpenter"
6,false,62503,"Blacksmith"
7,false,62504,"Armorer"
8,false,62505,"Goldsmith"
9,false,62506,"Leatherworker"
10,false,62507,"Weaver"
11,false,62508,"Alchemist"
12,false,62509,"Culinarian"
13,true,61451,"Brotherhood of the Broken Blade"
14,true,61452,"Azeyma's Shields"
15,true,61453,"The Horn and Hand"
16,false,61461,"The Maelstrom"
17,false,61462,"Order of the Twin Adder"
18,false,61463,"Immortal Flames"
