Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0xc],3 [0x3][0x20],4 [0x5][0xe],5 [0x3][0x21],6 [0x4][0x1e],7 [0x5][0x10],8 [0x3][0x22],9 [0x2][0x30],10 [0x3][0x23],11 [0x2][0x31],12 [0x19][0x34],13 [0x1a][0x34],14 [0x1b][0x34],15 [0x1c][0x34],16 [0x1d][0x34],17 [0x1e][0x34],18 [0x1f][0x34],19 [0x20][0x34],20 [0x19][0x35],21 [0x2][0x32],22 [0x1a][0x35],23 [0x1b][0x35],24 [0x3][0x24],25 [0x3][0x25],26 [0x3][0x26],27 [0x1c][0x35],28 [0x3][0x27],29 [0x5][0x12],30 [0x3][0x28],31 [0x5][0x14],32 [0x5][0x16],33 [0x1d][0x35],34 [0x5][0x18],35 [0x5][0x1a],36 [0x3][0x29],37 [0x2][0x33],38 [0x3][0x2a],39 [0x3][0x2b],40 [0x5][0x1c],41 [0x7][0x8],42 [0x3][0x2c],43 [0x3][0x2d],44 [0x1e][0x35],45 [0x1f][0x35],46 [0x3][0x2e],47 [0x20][0x35],48 [0x19][0x36],49 [0x1a][0x36],50 [0x1b][0x36],51 [0x1c][0x36],52 [0x1d][0x36],53 [0x1e][0x36],54 [0x1f][0x36],55 [0x20][0x36],56 [0x3][0x2f]
1393,"Haleine empoisonnée","",405,3,130,109,1243,2014,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1394,"Feu","",405,2,106,79,473,1903,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,30,30,0,5,1,0,0,0,0,1,true,false,0,false,true,false,true,true,true,false,false,true,0
1395,"Glace","",405,2,106,80,474,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,2,0,0,0,0,1,true,false,0,false,true,false,true,true,true,false,false,true,0
1396,"Foudre","",405,2,106,83,475,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,5,0,0,0,0,1,true,false,0,false,true,false,true,true,true,false,false,true,0
1397,"Vent","",405,2,98,81,450,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,3,0,0,0,0,1,true,false,0,false,true,false,true,true,true,false,false,true,0
1398,"Terre","",405,2,98,82,448,1875,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,10,30,0,5,4,0,0,0,0,1,true,false,0,false,true,false,true,true,true,false,false,true,0
1399,"Rayon magitek","",405,3,130,0,1606,2190,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,true,4,40,8,true,0,0,0,0,0,false,10,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1400,"Rayon magitek","",405,3,130,0,1607,2191,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,true,4,40,8,true,0,0,0,0,0,false,10,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1401,"Rayon magitek","",405,3,130,0,1608,2192,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,true,4,40,8,true,0,0,0,0,0,false,10,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1402,"Éruption","",405,3,0,0,1756,2173,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,false,false,6,false,false,false,true,true,true,false,false,true,0
1403,"Panache radiant","",405,3,0,0,1757,2174,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,8,0,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,false,false,7,false,false,false,true,true,true,false,false,true,0
1404,"Cyclone écarlate","",405,3,132,109,1394,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,38,12,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1405,"Flammes de l'enfer","",405,3,134,109,1395,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,5,30,0,true,0,0,0,0,0,false,60,0,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1406,"Explosion","",405,3,130,82,1828,1853,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,5,5,0,true,0,0,0,0,0,false,50,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1407,"Broie-terre","",405,3,0,0,1437,2095,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,2,25,0,true,0,0,0,0,0,false,40,0,0,5,4,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
1408,"Fureur tellurique","",405,3,130,109,1438,2096,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,2,100,0,true,0,0,0,0,0,false,60,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1409,"Chant du mistral","",405,3,132,109,1407,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,5,30,0,true,0,0,0,0,0,false,20,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1410,"Œil du cyclone","",405,3,0,0,2316,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,2,25,0,true,0,0,0,0,0,false,35,0,0,5,3,0,0,0,0,0,false,false,22,false,false,false,true,true,true,false,false,true,0
1411,"Rafale aérienne","",405,3,134,109,1409,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,5,50,0,true,0,0,0,0,0,false,60,0,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1412,"Attaque","",405,1,0,0,2254,2265,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1413,"Fauche","",405,3,130,109,1525,2126,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,25,240,0,6,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0
1414,"Triclip","",405,3,130,109,1526,2127,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,3,4,true,0,0,0,0,0,false,0,120,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1415,"Attaque","",405,1,0,0,2254,2265,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,0,60,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1416,"Crâne de pierre","",405,3,130,0,1208,1875,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,120,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1417,"Claquement de rochers","",405,3,130,109,1209,1993,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,12,0,true,0,0,0,0,0,false,25,120,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0
1418,"Gravillonnage","",405,3,130,109,1210,1994,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,12,0,true,0,0,0,0,0,false,30,60,0,6,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0
1419,"Éboulement","",405,3,130,109,1224,1996,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,14,8,true,0,0,0,0,0,false,25,60,0,3,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
1420,"Attaque","",405,1,0,0,2388,2389,0,-1,0,5,false,false,false,true,false,false,false,false,false,0,false,true,2,2,0,true,0,0,0,0,0,true,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1421,"Rayon magitek","",405,3,130,0,2381,2382,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,true,4,40,6,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,26,false,false,false,true,true,true,false,false,true,0
1422,"Rayon magitek","",405,3,130,0,1098,1100,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,true,4,40,6,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,26,false,false,false,true,true,true,false,false,true,0
1423,"Rayon magitek","",405,3,130,0,1099,1101,0,-1,0,40,true,false,false,false,false,false,false,false,false,0,false,true,4,40,6,true,0,0,0,0,0,false,25,0,0,5,7,0,0,0,0,0,false,false,26,false,false,false,true,true,true,false,false,true,0
1424,"Poids de la terre","",405,3,0,0,1580,2209,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,false,2,6,0,true,0,0,0,0,0,false,30,0,0,5,4,0,0,0,0,0,false,false,8,false,false,false,true,true,true,false,false,true,0
1425,"Grande épée","",405,3,0,0,1270,2029,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,3,6,0,true,0,0,0,0,0,false,0,120,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1426,"Rayon magitek","",405,3,0,0,1273,2030,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,0,200,0,5,1,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1427,"Échappement","",405,3,130,109,1275,2031,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,30,12,true,0,0,0,0,0,false,30,150,0,5,3,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
1428,"Grande frappe","",405,3,130,109,1271,1875,0,-1,0,25,true,false,false,false,false,false,false,false,false,0,false,true,4,30,4,true,0,0,0,0,0,false,15,150,0,5,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
1429,"Courant photonique","",405,3,0,0,1753,2217,0,-1,0,10,true,false,false,false,false,false,false,false,false,0,true,true,4,10,3,true,0,0,0,0,0,true,0,30,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1430,"Canon magitek","",405,3,0,0,1752,2216,0,-1,0,19,false,false,false,false,false,false,true,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
1431,"Courant photonique","",405,3,0,0,1753,2217,0,-1,0,10,true,false,false,false,false,false,false,false,false,0,false,true,4,10,3,true,0,0,0,0,0,true,0,30,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1432,"Canon magitek","",405,3,130,109,1752,2216,0,-1,0,19,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,25,200,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
1433,"Canon-foreur","",405,3,130,109,1261,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,30,5,true,0,0,0,0,0,false,25,200,0,2,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
1434,"Forage de cermet","",405,3,0,0,1262,2023,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,6,5,true,0,0,0,0,0,false,0,120,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1435,"Surcharge","",405,3,130,109,1263,2024,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,3,8,0,true,0,0,0,0,0,false,25,200,0,5,5,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0
1436,"Bénédiction de la Lumière","",405,0,0,0,2386,2387,0,-1,0,100,true,false,false,false,true,false,true,false,false,0,false,false,6,0,0,false,0,0,0,0,0,false,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1437,"Feu de canon","Vous tirez sur l'aire visée.",61111,11,169,0,192,1875,0,0,0,40,false,false,false,false,false,false,true,false,false,0,true,true,2,6,0,true,0,0,26,0,0,false,10,0,0,3,7,0,0,0,1,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1438,"Courant photonique","Vous tirez sur la cible et les ennemis devant vous en ligne droite.",405,3,0,0,1753,2217,0,-1,0,10,true,false,false,true,false,false,false,false,false,0,false,true,1,0,0,true,0,0,0,0,0,true,0,0,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1439,"Canon magitek","Vous tirez sur l'aire visée.",405,3,0,0,1752,2216,0,-1,0,19,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,30,0,0,5,1,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
1440,"Méga Glace ténébreuse","",405,2,106,80,482,1906,0,-1,0,25,false,false,false,true,false,false,false,false,false,0,false,true,2,5,0,true,0,0,0,0,0,false,15,80,0,5,2,0,0,0,0,0,true,false,0,false,true,false,true,true,true,false,false,true,0
1441,"Méga Feu ténébreux","",405,2,106,79,487,1875,0,-1,0,25,false,false,false,false,false,false,true,false,false,0,false,true,2,5,0,true,0,0,0,0,0,false,25,150,0,5,1,0,0,0,0,0,true,false,1,false,false,false,true,true,true,false,false,true,0
1442,"Voix du dragon","",405,2,134,109,1687,2168,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,6,30,0,true,0,0,0,0,0,false,45,120,58,5,5,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0
1443,"Vague éruptive","",405,4,130,109,398,1889,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,10,2,true,0,0,0,0,0,true,20,0,0,3,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
1444,"Aqua Vitae","",405,4,83,0,85,1875,0,-1,0,30,true,true,true,false,true,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,20,25,0,5,7,0,0,0,0,1,false,false,0,false,false,false,true,true,true,false,false,true,0
1445,"Oblitération","",405,3,130,109,1529,1530,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,50,0,true,0,0,0,0,0,false,20,250,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1446,"Claquement de rochers","",405,3,130,109,1209,1993,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,12,0,true,0,0,0,0,0,false,0,200,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0
1447,"Haute tension","",405,2,130,109,2255,2266,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,6,100,0,true,0,0,0,0,0,false,25,250,0,5,7,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0
1448,"Canons répulsifs","",405,3,132,109,2256,2267,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,5,6,0,true,0,0,0,0,0,false,25,400,0,5,7,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
1449,"Chaîne d'éclairs","",405,3,0,0,1556,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,5,5,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1450,"Laser perçant","",405,3,136,109,2262,2270,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,30,6,true,0,0,0,0,0,false,22,0,0,5,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
1451,"Tempête de feu","",405,0,0,0,1094,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1452,"Boule de feu","",405,0,0,0,1095,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1453,"Éclosion","",405,0,0,0,1096,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1454,"Dévoration","",405,0,0,0,1781,1875,0,-1,0,6,false,true,false,false,false,false,false,false,false,0,false,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1455,"La Main","",405,3,130,109,1342,2097,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,60,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0
1456,"Bombe plongeante","",405,0,0,0,1092,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1457,"Enfer liquide","",405,3,134,109,1222,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,true,1,0,0,true,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1458,"Peine de mort","",405,3,130,109,1222,1875,0,-1,0,100,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,20,300,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1459,"Attaque","",405,1,0,0,-1,1875,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1460,"Attaque","",405,1,0,0,-1,1875,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,2,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1461,"Attaque","",405,1,0,0,-1,1875,0,-1,0,6,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,true,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1462,"","",0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,false,0,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,false,false,false,false,false,false,0
1463,"Casse-roc","",405,3,0,0,1430,2089,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,6,0,true,0,0,0,0,0,false,0,0,0,3,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1464,"Casse-montagnes","",405,3,0,0,1432,2091,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,3,16,0,true,0,0,0,0,0,false,0,0,0,3,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1465,"Tumulte","",405,3,0,0,1431,2090,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,2,100,0,true,0,0,0,0,0,false,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1466,"Bouleversement","",405,3,136,109,2391,2392,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,2,100,0,true,0,0,0,0,0,false,50,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1467,"Glissement de terrain","",405,3,134,109,1436,2094,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,35,6,true,0,0,0,0,0,false,22,0,0,3,4,0,0,0,0,0,false,false,9,false,false,false,true,true,true,false,false,true,0
1468,"Glissement de terrain","",405,3,0,0,2398,2399,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,35,6,true,0,0,0,0,0,false,22,0,0,3,4,0,0,0,0,0,false,false,9,false,false,false,false,true,true,false,false,true,0
1469,"Poids de la terre","",405,3,132,109,1433,2092,0,-1,0,100,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,20,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1470,"Poids de la terre","",405,3,0,0,1580,2209,0,-1,0,100,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,25,0,0,5,4,0,0,0,0,0,false,false,8,false,false,false,false,true,true,false,false,true,0
1471,"Explosion","",405,3,130,82,1828,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,5,0,true,0,0,0,0,0,false,50,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1472,"Broie-terre","",405,3,0,0,1437,2095,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,100,0,true,0,0,0,0,0,false,30,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1473,"Fureur tellurique","",405,3,0,0,1438,2096,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,2,100,0,true,0,0,0,0,0,false,0,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1474,"Bouleversement","",405,3,136,109,2391,2392,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,2,100,0,true,0,0,0,0,0,false,100,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1475,"Glissement de terrain","",405,3,130,109,2400,2401,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,4,35,6,true,0,0,0,0,0,false,22,300,0,3,4,0,0,0,0,0,false,false,9,false,false,false,true,true,true,false,false,true,0
1476,"Tumulte","",405,3,0,0,2402,2403,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,2,100,0,true,0,0,0,0,0,false,0,300,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1477,"Sépulture de granite","",405,3,130,109,2397,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,false,6,0,0,true,0,0,0,0,0,false,150,0,0,5,4,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1478,"","",405,1,0,0,2373,2377,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,40,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1479,"","",405,1,0,0,2374,2378,0,-1,0,6,true,false,false,false,false,false,false,false,false,0,false,false,3,6,0,true,0,0,0,0,0,false,0,35,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1480,"","",405,1,0,0,2375,2379,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1481,"","",405,1,0,0,2376,2380,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,false,false,1,0,0,true,0,0,0,0,0,false,0,0,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1482,"Attaque","",405,1,0,0,2529,2545,0,-1,0,9,false,false,false,true,false,false,false,false,false,0,true,true,3,7,0,true,0,0,0,0,0,false,0,30,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1483,"Vers mortel","",405,2,130,109,2531,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,true,1,0,0,true,0,0,0,0,0,false,10,300,0,5,7,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0
1484,"Ruée féroce","",405,3,132,109,2532,2546,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,50,12,true,0,0,0,0,0,false,30,0,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1485,"Voix ensorcelante","",405,2,134,109,2534,2548,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,5,50,0,true,0,0,0,0,0,false,40,300,0,5,7,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0
1486,"Chant de l'agonie","",405,2,130,109,2530,1875,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,false,true,1,0,0,true,0,0,0,0,0,false,15,150,0,5,7,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0
1487,"Cadence mortelle","",405,2,132,109,2533,2547,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,5,50,0,true,0,0,0,0,0,false,30,0,0,5,7,0,0,0,0,0,true,false,0,false,false,false,true,true,true,false,false,true,0
1488,"Attaque","",405,1,0,0,2496,2497,0,-1,0,9,false,false,false,true,false,false,false,false,false,0,true,true,3,9,0,true,0,0,0,0,0,false,0,30,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1489,"Démence","",405,4,0,0,2503,2504,0,-1,0,3,false,false,false,true,false,false,false,false,false,0,true,true,2,6,0,true,0,0,0,0,0,false,0,40,0,3,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1490,"Vomi caustique","",405,4,0,0,2514,2515,0,-1,0,50,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,10,0,5,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1491,"Aile déferlante","",405,3,130,109,2498,2499,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,false,true,2,50,0,true,0,0,0,0,0,false,25,250,0,5,3,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1492,"Rotofauche","",405,3,130,109,2325,2330,0,-1,0,8,true,false,false,false,false,false,false,false,false,0,false,false,3,8,0,true,0,0,0,0,0,false,30,0,0,3,7,0,0,0,0,0,false,false,5,false,false,false,true,true,true,false,false,true,0
1493,"Envol","",405,4,0,0,2652,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1494,"Tempête sonique","",405,3,0,0,2505,2669,0,-1,0,30,false,false,false,false,false,false,true,false,false,0,false,true,2,6,0,true,0,0,0,0,0,false,12,0,0,5,3,0,0,0,0,0,false,false,1,false,false,false,true,true,true,false,false,true,0
1495,"Descente","",405,4,0,0,2653,1875,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,1,0,0,false,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1496,"Attaque","",405,1,0,0,2510,2511,0,-1,0,9,false,false,false,true,false,false,false,false,false,0,true,true,3,9,0,true,0,0,0,0,0,false,0,30,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1497,"Bang supersonique","",405,3,0,0,2502,1875,0,-1,0,30,false,false,false,true,false,false,false,false,false,0,true,true,1,0,0,true,0,0,0,0,0,false,0,250,0,1,7,0,0,0,0,0,false,false,0,false,false,false,true,true,true,false,false,true,0
1498,"Tir corrupteur","",405,3,130,109,2536,2537,0,-1,0,0,true,false,false,false,false,false,false,false,false,0,true,true,4,30,3,true,0,0,0,0,0,false,22,250,0,5,7,0,0,0,0,0,false,false,2,false,false,false,true,true,true,false,false,true,0
