Index,0 [0x0][0x0]
0,""
10000,"翻訳不要"
10001,"翻訳不要"
10002,"翻訳不要"
10003,"翻訳不要"
10004,"翻訳不要"
10005,"翻訳不要"
10006,"翻訳不要"
11000,"Das Versions-Update von FINAL FANTASY XIV konnte nicht durchgeführt werden."
11001,"Die aktuelle Version von FINAL FANTASY XIV konnte nicht überprüft werden."
11002,"Die für das Versions-Update von FINAL FANTASY XIV nötigen Daten konnten nicht gelesen werden."
11003,"Beim Überprüfen der aktuellen Version von FINAL FANTASY XIV ist ein Problem aufgetreten."
11004,"Beim Überprüfen der aktuellen Version von FINAL FANTASY XIV ist ein Problem aufgetreten."
11005,"Die für das Versions-Update von FINAL FANTASY XIV nötigen Daten konnten nicht gefunden werden."
11006,"Beim Überprüfen der aktuellen Version von FINAL FANTASY XIV ist ein Problem aufgetreten."
11007,"Beim Überprüfen der aktuellen Version von FINAL FANTASY XIV ist ein Problem aufgetreten."
11008,"Beim Überprüfen der aktuellen Version von FINAL FANTASY XIV ist ein Problem aufgetreten."
11009,"Beim Überprüfen der aktuellen Version von FINAL FANTASY XIV ist ein Problem aufgetreten."
11010,"Die für das Versions-Update von FINAL FANTASY XIV nötigen Daten konnten nicht gefunden werden."
11011,"Beim Überprüfen der aktuellen Version von FINAL FANTASY XIV ist ein Problem aufgetreten."
11012,"Beim Überprüfen der aktuellen Version von FINAL FANTASY XIV ist ein Problem aufgetreten."
11013,"Das Laufwerk mit dem Ordner „Meine Dokumente“ ist in FAT32 formatiert. Wähle bitte ein Laufwerk aus, welches das NTFS-Format benutzt."
11014,"Die Versionsüberprüfung ist fehlgeschlagen."
11015,"Das Update konnte nicht heruntergeladen werden."
11016,"Der ausgewählte UPnP-Port konnte nicht freigeschaltet werden."
11017,"Der Zielordner für die Update-Datei konnte nicht angelegt werden."
11018,"Bei der Versionsüberprüfung war kein Datenzugriff möglich."
11019,"Beim Herunterladen war kein Datenzugriff möglich."
11020,"Während des Updates war kein Datenzugriff möglich."
11021,"Keine Verbindung zum Server für die Versionsüberprüfung. Bitte überprüfe die Einstellungen für den DNS-Server."
11022,"Einige Dateien konnten nicht aktualisiert werden, da der Installationsordner fehlerhafte Dateien enthält."
11023,"Es konnte keine Verbindung zum Server für die Versionsüberprüfung hergestellt werden."
11024,"Bei der Versionsüberprüfung konnte keine Verbindung hergestellt werden. Bitte versuche es zu einem späteren Zeitpunkt noch einmal."
11025,"Der Server für die Versionsüberprüfung ist ausgelastet. Bitte versuche es zu einem späteren Zeitpunkt noch einmal."
11026,"Der Service für die FINAL FANTASY XIV: Beta-Version ist beendet."
11027,"Der Service für FINAL FANTASY XIV ist beendet."
11028,"Kein Update möglich. Installiere bitte FINAL FANTASY XIV erneut mit dem aktuellen Installer."
11029,"Es konnte kein Verbindung zum Download-Server hergestellt werden. Starte FINAL FANTASY XIV bitte neu."
11030,"Beim Herunterladen des Updates ist die Verbindung unterbrochen worden. Starte FINAL FANTASY XIV bitte neu."
11031,"Es ist nicht genügend Speicherplatz vorhanden. Das Update benötigt mind. <value> <switch:Byte/KB/MB/GB> freien Speicherplatz im Laufwerk <value>."
11032,"Es ist nicht genügend Speicherplatz vorhanden. Das Update benötigt auf der Festplatte mind. <value> <switch:Byte/KB/MB/GB> freien Speicherplatz."
11033,"Es ist nicht genügend Speicherplatz vorhanden. Das Update benötigt für die Installation auf der Festplatte mind. <value> <switch:Byte/KB/MB/GB> freien Speicherplatz."
11034,"Der Updater von FINAL FANTASY XIV konnte nicht gestartet werden. Wenn die Benutzerkontensteuerung (UAC) aktiviert ist, kann es sein, dass nicht die richtigen Administratorenrechte genutzt wurden oder der Updater automatisch durch einen Timeout-Fehler abgebrochen wurde. Möchtest du erneut versuchen, den Updater zu starten?"
11035,"Der Updater von FINAL FANTASY XIV konnte nicht gestartet werden."
11036,"Es ist nicht genügend Speicherplatz vorhanden."
11037,"Das Versions-Update wurde nicht vollständig abgeschlossen. Um das Versions-Update zu vervollständigen muss das Betriebssystem neu gestartet werden."
11038,"Ein Versions-Update ist verfügbar.Drück OK, um FINAL FANTASY XIV erneut zu starten."
11039,"Die Versionsüberprüfung ist fehlgeschlagen."
12000,"Beim Bestätigen deines Square Enix-Accounts ist ein Fehler aufgetreten."
12001,"Die zum Bestätigen deines Square Enix-Accounts nötigen Daten konnten nicht gefunden werden.<value>"
12002,"****"
13000,"Beim Verbinden zum Lobby-Server ist ein Fehler aufgetreten."
13001,"Beim Verbinden zum Lobby-Server ist ein Fehler aufgetreten."
13002,"Der Welten-Server ist momentan ausgelastet. Versuche es bitte später noch einmal."
13003,"Der Charakter wird gerade ausgeloggt. Warte kurz und versuche es dann noch einmal."
13004,"Der gewünschte Charaktername kann nicht benutzt werden. Wähle bitte einen anderen Namen."
13005,"Der gewünschte Charaktername kann nicht benutzt werden. Wähle bitte einen anderen Namen.\nFehler-Code: <value> \nstatus <value> "
13006,"Auf dem Lobby-Server ist ein Fehler aufgetreten."
13007,"Auf dem Lobby-Server ist ein Fehler aufgetreten.\nFehler-Code: <value>\nStatus: <value>"
13008,"Beim Verbinden zum Lobby-Server ist ein Fehler aufgetreten.\nFehler-Code: <value>\nStatus: <value>\n<value>"
13009,"Beim Verbinden zum Lobby-Server ist ein Fehler aufgetreten.\nFehler-Code: <value>\nStatus: <value>\n<value>"
13010,"Beim Verbinden zum Lobby-Server ist ein Fehler aufgetreten.\nFehler-Code: <value>\nStatus: <value>\n<value>"
13011,"Momentan werden Wartungsarbeiten am Lobby-Server durchgeführt.\nVersuche es bitte zu einem späteren Zeitpunkt erneut.\nFehler-Code: <value>\nStatus: <value>\n<value>"
13100,"Beim Verifizieren des Square Enix-Accounts ist ein Fehler aufgetreten. FINAL FANTASY XIV wird beendet."
13101,"Ein Versions-Update ist erforderlich. Drücke OK, um FINAL FANTASY XIV erneut zu starten."
13102,"Dieser Dienst-Account kann nur in einem Internet-Café genutzt werden. Um auch an anderen Orten spielen zu können, ist ein weiterer Dienst-Account nötig. Besuche dazu bitte die FINAL FANTASY XIV Mogry-Station (http://sqex.to/Msp)."
13103,"Dieser Dienst-Account kann auf dieser Plattform nicht benutzt werden. Um auf verschiedenen Plattformen spielen zu können, muss ein Dienst-Account für jede Plattform erstellt werden. Besuche dazu bitte die FINAL FANTASY XIV Mogry-Station (http://sqex.to/Msp)."
