Index,0 [0x19][0x4],1 [0x0][0x0]
40,false,"Bei den Göttern,\nmein Rücken!"
41,false,"Mützen rrrot,\nso gut wie tot.\nMützen weiß,\nschmecken heiß!"
42,false,"Im Umgang mit den\nSägen kann man gar nicht\nvorsichtig genug sein."
43,false,"Ein bisschen hier ab,\nein bisschen dort ab ..."
44,false,"Du hast hier hinten\nnichts verloren, du!"
45,false,"Das wird eine gute\nErnte dieses Jahr!"
46,false,"Ich schaffe es, ich\nsag's dir! Pass nur auf!"
47,false,"Du wirst wieder reinfallen."
48,false,"Folgt immer den Gebietern, meine Kinder."
49,false,"Aber wie soll ich ihnen\nfolgen, wenn ich sie\nnicht hören kann?"
50,false,"♪♪♪"
51,false,"Was gäbe ich nur für einen\nguten Schluck Honigwein."
52,false,"Möge die Matrone diese\nfleißigen Bienen segnen."
53,false,"Nur noch ein paar\nSonnenrunden jetzt."
54,false,"Ich hab dir doch gesagt,\nbleib in der Nähe!"
55,false,"Aber Mama!"
56,false,"Kommt schon, kommt alle!"
57,false,"Wir haben die besten\nPreise weit und breit!"
58,false,"Wir dürfen uns davon\nnicht beeindrucken lassen."
59,false,"Ich nehme an, du hast\nRecht."
60,false,"Alle Reisenden sind hier\nwillkommen. Sogar du."
61,false,"Kweh ..."
62,false,"Verzeiht, mein Herr!\nEs wird nicht wieder\nvorkommen."
63,false,"Das will ich doch hoffen!"
64,false,"Einfach unglaublich!"
65,false,"Ruhe! Ihr stört\ndie Zeremonie."
66,false,"Aufstehen!\nWir sind noch nicht ferrrtig!"
67,false,"Aber meine Beine ...\nSie sind ganz wabbelig!"
68,false,"Gnarr! Ha!"
69,false,"Vielleicht nimmt er\nes zu ernst ..."
70,false,"Knie gestreckt!\nRücken gerade!"
71,false,"Jawohl, Sir!"
72,false,"Stirb, garstiger Ixal!"
73,false,"Arrrrgh! Ooooh!"
74,false,"Wie lange denn noch?\nMir reicht's so langsam."
75,false,"Verschwindet, ihr\nwiderlichen Geister!"
76,false,"Nun, es scheint ihr\ngut zu gehen."
77,false,"Sie hat die Seuche,\nich sag's dir!"
78,false,"Ja, ich glaube, wir\nbrauchen mehr Salz."
79,false,"Schneiden oder stechen?\nIch kann mich nicht\nentscheiden!"
80,false,"Hört ihr beiden\nüberhaupt zu?"
81,false,"..."
82,false,"...?"
83,false,"Dieser hier hütet\ndie Flammen."
84,false,"♪ Das süße Lächeln der Sonne, die sanfte Brise der See ♪"
85,false,"♪♪♪"
86,false,"Hm, was sollte ich als\nNächstes pflanzen ...?"
87,false,"Dieses Jahr habe ich\ndie Formel geändert!"
88,false,"Ich wusste doch, dass\ndie Blätter grüner aussehen!"
89,false,"Beta funktioniert viel\nbesser als Alpha!"
90,false,"Der Vorarbeiter schaut\nnoch immer her?\nVerdammt ..."
91,false,"Ich glaube, du hast dich\nfür heute genug ausgeruht."
92,false,"Nur noch ein paar\nMinuten, ich schwöre!"
93,false,"Was denkst du denn!?"
94,false,"Warum hast du mich\ngefesselt?"
95,false,"91"
96,false,"Es ist der Wille des Waldes."
97,false,"Aber das ist nicht richtig!"
98,false,"Das arme Mädchen hat\nerst zwölf Sommer gesehen!"
99,false,"Ich flehe dich an ...\nDu musst etwas tun ..."
100,false,"Der Wald wacht über\nuns alle."
101,false,"Ob die Gebieter wohl mein\nGeschäft segnen würden?"
102,false,"Wir müssen uns beeilen!"
103,false,"Ich gehe nirgendwo hin,\nehe ich etwas zu Trinken\nbekommen habe."
104,false,"Aber wir sind gerade\nerst angekommen!"
105,false,"..."
106,false,"Wir haben nichts getan,\nwomit wir dieses Schicksal\nverdient hätten!"
107,false,"Was sagen die Gebieter\nzu der Ernte?"
108,false,"Warum lässt Gridania\nuns im Stich?"
109,false,"Mögen deine Wunden heilen."
110,false,"Vielen Dank, meine Dame!"
111,false,"Das ist ja furchtbar!"
112,false,"Coeurls sind hier\neingedrungen und haben\nall unsere Küken gefressen!"
113,false,"Zehn Ponzen Mehl,\nvier Drachenschoten ..."
114,false,"Genau wie deine Augen,\nmeine Liebste."
115,false,"Dieser Honigwein hier\nist wahrlich göttlich."
116,false,"Wir können trotzdem\nFreunde bleiben, oder?"
117,false,"Ich ... äh ... glaube, ja ..."
118,false,"<gähn>"
119,false,"Ich sage, lasst uns alle\nFremden verbannen!"
120,false,"Die Saatseher sagen, wir\nmüssen sie akzeptieren."
121,false,"Lass mich allein ..."
122,false,"Darf sich eine Dame nicht\nmal einen Moment lang\nausruhen?"
123,false,"Alles zu seiner Zeit,\nmeine Freunde."
124,false,"Ihr habt Eure Gil.\nAlso wo ist es?"
125,false,"Wir haben unseren Teil\nder Abmachung eingehalten!"
126,false,"Stell dir nur all die Fische\nvor, die man damit\ntransportieren könnte!"
127,false,"Fische?! Hast du den\nVerrrstand verloren?!"
128,false,"Mädel! Wir brauchen\neine neue Runde!"
129,false,"Daraus könnte ich ein\nDutzend Waffenröcke nähen!"
130,false,"Was wir <i>brauchen</i>,\nist ein neues Mädel."
131,false,"La lala la la ♪"
132,false,"Solange <i>ich</i> hier wache,\nist alles gut, Liebes."
133,false,"Muss ... aufpassen ...\nmir nicht ... in den ...\nAutsch!"
134,false,"Diese Bohnen! Ich kriege den Gestank gar nicht mehr aus meiner Kleidung raus!"
135,false,"Heute scheint alles in\nOrdnung zu sein."
136,false,"Welch herrliche\nHandwerkskunst!"
137,false,"Ähm.\nDa hab ich schon\nBesseres gesehen."
138,false,"Ich krieg kein Auge zu\nbei dem Geschnarche!"
139,false,"<schnarch>"
140,false,"Ich kann meine Hände\nnicht ruhig halten!"
141,false,"Ein bisschen höher ...\nOder vielleicht ein\nbisschen tiefer?"
142,false,"Entspannt Euch ... und\nvergesst nicht, zu atmen."
143,false,"Meine Frau sagt, ich sei\nder Beste, den sie je hatte."
144,false,"Lustig. Mir erzählt sie\ndas Gleiche. Hahaha!"
145,false,"Haben wir nicht genug\ntrainiert für heute?"
146,false,"<keuch> <keuch>"
147,false,"Denkt ihr, der Feind\ngönnt euch eine Pause?!"
148,false,"Jawohl, Sir!"
149,false,"Jawohl, Sir!"
150,false,"Jawohl, Ma'am!\nÄh! Sir!"
151,false,"Ihr könntet nicht mal\ndiesen Baumstamm treffen!"
152,false,"Gibt es denn nichts,\nwas Ihr tun könnt,\num zu helfen?"
153,false,"Kweeeh!"
154,false,"Noch mal hundert, bis\ndu es richtig machst!"
155,false,"Dieser Hieb durchsticht\nnicht einmal die Federn\nam Hintern eines Ixal!"
156,false,"Meine liebste\nPauline ... Zzz ..."
157,false,"Es sind diese Parasiten,\nich sag's dir!"
158,false,"Was sollte ich Eurer\nMeinung nach tun?"
159,false,"Kweh!"
160,false,"Da kommen wir wohl\nauf keinen grünen Zweig."
161,false,"Ist ja gut."
162,false,"Noch eine Glocke und\nwir sind in Gridania!"
163,false,"Und dann werden wir\nrrreich sein!"
164,false,"Falls wir es in einem Stück\ndorthin schaffen ..."
165,false,"Das hast du <i>letzte</i>\nNacht schon gesagt."
166,false,"Argh ...\nNie wieder Honigwein.\nDas schwöre ich."
167,false,"Die Gebieter werden das\nniemals gestatten!"
168,false,"Dann wird uns das gleiche\nSchicksal ereilen ..."
169,false,"Vorsicht, Fremder.\nIch habe ein Auge auf Euch."
170,false,"Bei den Göttern! Was\nkommt da auf uns zu?"
171,false,"Helft Ihr uns, das Land\nvon dem Bösen zu säubern?"
172,false,"Ich glaube, ich habe die\nperfekte Aufgabe für uns!"
173,false,"Sag's nicht ...\nSchon wieder Baumhörnchen?"
174,false,"Die Regeln interessieren\nmich einen Dreck! Ich\nverlange ein Zimmer!"
175,false,"Kommt sofort!"
176,false,"Den größten Krug deines\nstärksten Bieres bitte!"
177,false,"Erheb deinen Hintern,\nRekrut!"
178,false,"Aber ich habe mich gerade\nerst hingesetzt!"
179,false,"Frag doch eine Adaman-Taimai.\nIch habe nichts zu verschenken."
180,false,"Ich bitte doch nur um\nein einziges Ei!"
181,false,"Ah, Lady Heinana,\nhatten wir es nicht eilig?"
182,false,"Wenn man sie doch nur\nirgendwie auf den Rücken\nkriegen würde."
183,false,"Ich werde mich mal in der Grotte nach einem Schwebe-Zauber erkundigen."
184,false,"Man kann gar nicht vorsichtig genug sein mit diesen riesigen Viechern."
185,false,"Bitte! Ich kann nicht mehr!"
186,false,"Sehr wohl, meine Liebste.\nAber was ist mit der Lieferung?"
187,false,"Bei Eugenias Wachturm\nwurden Ixal gesichtet."
188,false,"Das solltest du deine\nGäste lieber wissen lassen."
189,false,"..."
190,false,"Die Festung im Norden?\nBist du verrückt?"
191,false,"Wir wollen ja nicht <i>rein</i>.\nNur mal einen Blick drauf werfen."
192,false,"Kann ein Mann nicht mal\nin Ruhe seinen Rausch\nausschlafen?"
193,false,"Oh! Tut mir leid, Schatz.\nHast du was gesagt?"
194,false,"Ich ... äh ... hätte gern\nein Wasser."
195,false,"Unser Spezialitäten heute\nsind Aal, Molch, Schnecke\nund Kröte."
196,false,"Und ich habe gesehen, wie\nsich diese <i>Fremde</i> mit\nder Tasche davongemacht hat."
197,false,"Aber das ist nicht wahr!\nIhr müsst mir glauben!"
198,false,"Sieh mal an! Und du bist\ngerade mal zwei Stunden\naus Gridania raus."
199,false,"Sir, ich bin bereit für die\nnächsten zwanzig Malme, Sir!"
200,false,"Ich musste vorhin ein paar\nder Viecher verjagen."
201,false,"Diese Bohnen sind voller\nOpo-Opo-Mist!"
202,false,"Du wirst nicht glauben,\nwas ich heute vorhabe."
203,false,"<seufz>\nNicht schon wieder ..."
204,false,"Lass mich raten.\nMal wieder die Ruinen?"
205,false,"Verdammter Tierkleber!\nDas kriege ich niemals raus!"
206,false,"Es geht doch nichts über\nein warmes Bier nach\neinem knüppelharten Tag!"
207,false,"Sehen? Ich dachte, wir wären zum Trinken hier!"
208,false,"Du würdest kaum dreißig Herzschläge durchhalten, du Hund."
209,false,"So viel Auswahl ..."
210,false,"Komm schon, sei ein Mann und kämpfe im Kolosseum gegen mich."
211,false,"Die Brückenseile kappen, die Bestie in den Abgrund stoßen, die Prinzessin retten."
212,false,"Klingt nach einem Kinderspiel. Was ist für uns dabei drin?"
213,false,"Du benötigst ein wenig\nKleingeld, nicht wahr?"
214,false,"Wenn meine Schicht doch\nnur schon rum wäre ..."
215,false,"Und wie riecht Action so?"
216,false,"Bist du soweit?"
217,false,"Einen Moment noch.\nIch hab's gleich."
218,false,"Das nächste Mal krieg ich's hin, ich schwöre!"
219,false,"Links! Rechts!\nIn Bewegung bleiben!"
220,false,"Nummer 473."
221,false,"Das ist nicht fair!"
222,false,"Ich habe eine Idee für ein Gefährt mit 2 Rädern, das man mit Pedalen antreibt."
223,false,"Eines Tages wird mein\nAntlitz an dieser Wand\nsein!"
224,false,"Warum nimmst du nicht\neinfach einen Chocobo?"
225,false,"Die letzte Lieferung war völlig verunreinigt."
226,false,"Hab heute drei Gegner besiegt, jawoll!"
227,false,"Und nicht mal einen Kratzer abbekommen? Unglaublich!"
228,false,"Wie wär's, wenn du es mit noch einem aufnimmst ...?"
229,false,"Kalamitäten ...\nKataklysmen ...\nAch ja, Katastrophen!"
230,false,"Kniet nieder vor Thal und betet für einen sanften Übergang ins Jenseits."
231,false,"Möge ich im nächsten Leben Glück finden ... und Gil."
232,false,"Geld spielt keine Rolle."
233,false,"Wir möchten uns einen Platz in Thals Reich sichern."
234,false,"Willst du bei der Gilde Beschwerde einreichen?"
235,false,"Kweh!"
236,false,"Dann wollen wir mal sehen, ob wir dich wieder sauber kriegen."
237,false,"Die heutigen Kämpfe stehen fest!"
238,false,"Spannung pur im Kolosseum!"
239,false,"Georg Galleongut!\nDas ist mein Favorit!"
240,false,"Ein Fehltritt und du landest im Steinwurf-Slum!"
241,false,"Noch eine halbe Glocke, bis sie Pause hat, und dann werde ich ..."
242,false,"Deine Frau wird ihn lieben!"
243,false,"Einen Sack Sonnenweizen bitte."
244,false,"Gibt's heute Brot?\nOder vielleicht Bier?"
245,false,"Solange sie nicht erfährt, wie viel er kostet ..."
246,false,"Es gibt nichts Schöneres als eine Frau mit Funkeln in den Augen <i>und</i> an ihren Händen!"
247,false,"Bei mir gibt es die besten Edelsteine in der Stadt!"
248,false,"Seht her und staunt!"
249,false,"Guck dir die mal an!"
250,false,"Das könnte ich besser ..."
251,false,"♪ Verliebt in 'nen Mann\nohne Gil in der Hand ♪"
252,false,"Rechts, hinten, links übersteigen ... Gleich hab ich's raus. Wär ja gelacht."
253,false,"Und ich muss dafür nur seine Einladung zum Essen annehmen!"
254,false,"Er kauft dir wirklich jede Kette, die dir gefällt?"
255,false,"Hey du! Da drüben!"
256,false,"Ich konnte mich nicht zwischen der roten und der blauen entscheiden ... Also habe ich beide gekauft!"
257,false,"Für ihn 200.000 Gil! Aber für dich, mein Freund, nur 25!"
258,false,"Ähm, ich wär soweit, Liebling!"
259,false,"Für welche hast du dich entschieden?"
260,false,"Ich <i>muss</i> diese Vase einfach haben!"
261,false,"Wo hab ich nur mein Proviantpaket hingetan?"
262,false,"Hüte deine Zunge auf der Herrscherpromenade."
263,false,"Lord Lolorito ist ein dreckiger alter Sack!"
264,false,"Eine Kopie des Enchiridions aus der Fünften Ära des Lichts!"
265,false,"Sprich leiser! Eines seiner Vögelchen könnte dich hören!"
266,false,"Die findest du so leicht nie wieder."
267,false,"Aber deine Kinder brauchen ihre Mutter!"
268,false,"Die Leute sagen, der Phönixgeneral habe den mächtigen Drachen erschlagen."
269,false,"Er ist ein wahrer Held."
270,false,"Sie haben einen vorzüglichen Geschmack, meine Dame!"
271,false,"Oh, vielen Dank!"
272,false,"Dauert das noch länger?"
273,false,"Wir haben jede Waffe, die man sich nur wünschen kann. Und sogar ein paar mehr!"
274,false,"Individuelle Verzierungen bei jedem Kauf!"
275,false,"Einheitsgrößen, die allen passen ... oder die Hälfte des Kaufpreises zurück!"
276,false,"Und wenn wir es auf vier Taranteln erhöhen würden?"
277,false,"Bei den Göttern! Das würde einen Auerochsen umbringen!"
278,false,"Aha! Zwei Augen von Nimmermolchen und <i>drei</i> Zehen von Fröschen!"
279,false,"Du bist nicht meine\nAblösung, oder?\nVerdammt ..."
280,false,"Drehe niemals deinen Rücken einer Bestie zu, hörst du?"
281,false,"Ja, aber zunächst müssen wir die Stagnation stoppen."
282,false,"Ich würde das nicht hier rumstehen lassen."
283,false,"Die Stadt sprüht nur so vor Leben!"
284,false,"Hoch lebe die Sultana!"
285,false,"Und ich habe Nein gesagt!"
286,false,"Ich will noch einen Honigkuchen!"
287,false,"Du glaubst doch nicht, dass jemand es stehlen würde, oder?"
288,false,"..."
289,false,"Der Platz ist gesichert!"
290,false,"Wo darf ich diese für Sie ablegen, meine Dame?"
291,false,"Wenn du hier Ärger machst, verbringst du den Rest deines Lebens im Kerker."
292,false,"Wenn du Gil brauchst, solltest du mal die Hände in meine Taschen stecken!"
293,false,"Bewegt euch, Mädels!"
294,false,"Sollen wir los?"
295,false,"Wie du willst."
296,false,"Ich bitte vielmals um Verzeihung, mein Herr."
297,false,"Pass ab jetzt besser auf!"
298,false,"Spaß! Spannung! Unterhaltung! Für Jung☆und☆Alt!"
299,false,"Schmeißen Sie sie einfach mit dem anderen Müll zusammen."
300,false,"Ich töte dich und lass dich dann sterben!"
301,false,"Wenn ich nicht vorher am Lachen ersticke!"
302,false,"Bring ja nichts von dem Pöbel hierher."
303,false,"Wenn du durch die Perlengasse musst, behalte lieber deinen Gilbeutel im Auge!"
304,false,"100 Gil auf den Seewolf!"
305,false,"未使用：荒：会話00104"
306,false,"Hahaha!"
307,false,"Du hast mir doch glatt den Arm ausgekugelt!"
308,false,"Muharhar!"
309,false,"Harhar!"
310,false,"Behaltet immer den Gegner im Auge!"
311,false,"Es gibt nur eins zu bedenken, wenn ihr die Dunkelheit kanalisiert!"
312,false,"Das wird dem Mistkerl eine Lektion sein, mich zu betrügen!"
313,false,"Ich könnte schwören, meinen Stab hier abgelegt zu haben."
314,false,"Ich habe von einem geplanten Anschlag auf die Sultana gehört!"
315,false,"Was Thaumaturgie zerstört ..."
316,false,"... kann sie auch erschaffen!"
317,false,"Die werden gar nicht merken, wie ihnen geschieht! Hihi!"
318,false,"Ich setze einfach den Feuerspruch ein, sobald sie sich in ihre Kammern zurückgezogen haben."
319,false,"Harharhar!"
320,false,"Ein Kampf ohne eine Jagd ... Wie unzivilisiert ..."
321,false,"Aber ich habe die Designvorlage doch genau befolgt ..."
322,false,"Hier gibt's höchstens ein paar auf die Nase."
323,false,"Nein. Die taugen alle nichts. Viel zu alt."
324,false,"早く行きましょう…"
325,false,"Eine milde Gabe für die Armen!"
326,false,"Bitte, <if:werte Dame/mein Herr>.\nIch kann nicht mal laufen."
327,false,"♪ Ferne Welten vereint,\nWunder der Ewigkeit ♪"
328,false,"Und eins, und zwei, und drei, und vier, und ..."
329,false,"Was willst du damit sagen!?"
330,false,"Sitzt sie vielleicht ein wenig eng auf der Hüfte?"
331,false,"Ich habe sie mit Thavnair-Seide besticken lassen."
332,false,"Oh, wie wunderschön!"
333,false,"Zur Webergilde geht's hier entlang, <if:werte Dame/mein Herr>."
334,false,"Du verträgst genau so wenig wie ein Lala."
335,false,"Habe ich ... gewonnen ...?"
336,false,"Erst, wenn ich es gefunden habe."
337,false,"Weißt du überhaupt, wonach du suchst?"
338,false,"Ein Sack voller Gil mit deinem Namen drauf, Liebste."
339,false,"Lass mich einfach in Frieden sterben hier ... <schluck>!"
340,false,"Wie wäre es mit Goldkettchen?"
341,false,"Ich werde niemals damit fertig, oder?"
342,false,"Bitte zurücktreten!"
343,false,"WilLkOmenn★※～"
344,false,"Haltet die Schilde hoch!\nWie oft denn noch?!"
345,false,"Dies ist der Eingang zum Hypogäum."
346,false,"Ich hätte der Webergilde beitreten sollen ..."
347,false,"Hast du überhaupt <i>versucht</i>, ihn zu treffen?!"
348,false,"Unsere Plätze sind so nah am Geschehen, dass man die Action riechen kann!"
349,false,"Also das ist das weltberühmte Kolosseum ..."
350,false,"Blubber, blubber ..."
351,false,"Wenn ihr auch nur eine Zutat vergesst, kann das tödlich enden."
352,false,"Aber es muss doch einen Weg geben! Das muss es einfach!"
353,false,"Die Alchemie kann dir nicht dabei helfen, deinen Vater zurückzubringen."
354,false,"Wann genau haben diese begonnen?"
355,false,"Es geht um meinen Sohn. Er hat schlimme nächtliche Anfälle."
356,false,"Das meinst du nicht ernst ... oder?!"
357,false,"Wenn ich ihn nicht mit Worten für mich gewinnen kann, dann vielleicht mit Gift!"
358,false,"Wonach suchen wir noch gleich?"
359,false,"Welch ein Anliegen sollte Ihre Herrlichkeit wohl mit <if:einer/einem> wie dir haben?"
360,false,"Wenn du mich fragst, dann sollten wir sie in die Höllen jagen!"
361,false,"Haben Sie vielleicht einen Gil übrig für einen armen Mann, <if:werte Dame/werter Herr>?"
362,false,"Was hast du denn in diesem Topf? Es duftet himmlisch!"
363,false,"ざまぁみろ！"
364,false,"あ？　お前はすっこんでろ！"
365,false,"テメーは関係ねぇんだよ"
366,false,"未使用"
367,false,"ハッ、隊長殿！"
368,false,"Die Erzausbeute soll sich verdoppelt haben ... Dafür gibt es aber auch mehr tote Minenarbeiter."
369,false,"Die Zeiten sind hart. Viele Männer arbeiten bis zu zwanzig Glocken am Stück."
370,false,"Möglich. Wenn sie einen <i>Anreiz</i> dazu hätten."
371,false,"未使用"
372,false,"Können deine Männer sich nicht schneller bewegen?"
373,false,"未使用"
374,false,"Hm, die Märkte? Oder die Goldschmiedegilde? Oder vielleicht die Bucht des Abendsterns?"
375,false,"7 ... 8 ... 9 ... Verdammt!\nDas müssen wieder diese verlausten Rattendiebe gewesen sein!"
376,false,"未使用"
377,false,"Noch ein Abenteurer?<?0x19>Du kannst passieren."
378,false,"未使用"
379,false,"Ob es wohl jemand merken würde, wenn ich einen davon mitgehen ließe?"
380,false,"Im Westen nichts Neues!"
381,false,"Trinkt schön, meine Lieben!"
382,false,"Also habe ich's abgeschnitten und in den See geworfen!"
383,false,"Alles ruhig im Westen."
384,false,"N-Nur n-noch ein Bescha, kleina Mann! <hicks>"
385,false,"Beweg deinen betrunkenen Hintern und mach dich fertig!"
386,false,"Wie sieht's aus, mein Freund? Nur zehn Gil pro Glas!"
387,false,"Ein leckerer Eintopf nach Steinwurf-Art, wohl bekommt's!"
388,false,"Wenn etwas erschlagen werden muss, bin ich genau der Richtige."
389,false,"Hast du Arbeit für mich? Ich kann ziemlich gut mit 'ner Axt umgehen."
390,false,"Lass mich zufrieden ..."
391,false,"Hehe. Das wird er nicht brauchen."
392,false,"未使用"
393,false,"Zzz ..."
394,false,"So ... hungrig ..."
395,false,"Ich habe dich <i>nicht</i> gefragt!"
396,false,"Gab es keine besseren Plätze? Ich kann nichts sehen von hier!"
397,false,"Ha! Du könntest dir mich nicht leisten, du lausiger Dummkopf."
398,false,"Willkommen★in★der\nGoldschmiedegilde!"
399,false,"Blinzeln die Dinger eigentlich nie!?"
400,false,"Die Ebene der Redner ist da oben."
401,false,"Haben wir denn eine andere Wahl?"
402,false,"Die Ostaldenard-\nHandelsgesellschaft!?\nNiemals!"
403,false,"Du musst die Vergangenheit ruhen lassen."
404,false,"Dann rannte sie aus der Kammer des Lords und trug nur noch ihr Höschen!"
405,false,"Dieses neue Hausmädchen!? Nicht zu fassen!"
406,false,"Ich kann nicht heimkehren. Nicht jetzt, wo ich so kurz vorm Ziel stehe!"
407,false,"Pass auf, dass du die Reagenzien nicht zu sehr stimulierst!"
408,false,"Können wir dieses Wasser nicht benutzen?"
409,false,"Aber das wird nicht billig!"
410,false,"Vielleicht finden wir da was für Sie ..."
411,false,"Ich möchte einen Rubin kaufen ... einen <i>großen</i> Rubin."
412,false,"Du bist an der Reihe mit Patrouillieren!"
413,false,"Bei den Zwölf! Kein Mann hat solch ein Schicksal verdient."
414,false,"Bah, das Zeug schmeckt wie Spitzmauspisse!"
415,false,"Vielleicht lieber noch 'n bisschen warten ..."
416,false,"Habt Erbarmen, <if:werte Dame/mein Herr>. Ich bitte doch nur um eine Milchwurzel."
417,false,"<hust> <hust>"
418,false,"Schauen Sie sich nur um, <if:meine Dame/mein Herr>! Sie werden es nicht bereuen!"
419,false,"Zwanzig Gil und ich tue alles, was Ihr wollt."
420,false,"未使用"
421,false,"Und dafür die Sklavin eines fetten Händlers werden? Da verhungere ich lieber!"
422,false,"Ich habe gehört, dass Leute gute Gil für Hausmädchen bezahlen."
423,false,"未使用"
424,false,"Achtet auf die Gleise, sonst werden wir von dem Eisenbiest zerquetscht."
425,false,"Wo sollte das noch mal hin? Ich hab nicht den ganzen Tag Zeit."
426,false,"Bitte! Mein Sohn hat seit zwei Tagen nichts gegessen."
427,false,"未使用"
428,false,"Sag nicht, du hast Geld!"
429,false,"Meine Beine fühlen sich schwer an. Wie wär's wenn du sie ein bisschen auflockern hilfst?"
430,false,"Wir haben alles, von dem sie nicht wussten, dass sie es brauchen!"
431,false,"Hm? Hätten Sie wohl Interesse an ... Ach, schon gut."
432,false,"未使用"
433,false,"Wie wär's, wenn ich die Zähne in deinem dreckigen Mundwerk etwas lockere?"
434,false,"Willkommen in Ul'dah. Ich hoffe, du hast einen dicken Gilbeutel dabei."
435,false,"Mach hier keinen Blödsinn! Sonst ziehe ich dir das Fell über die Ohren."
436,false,"<grunz>"
437,false,"Du hast die Synthese schon wieder versaut, wie?"
438,false,"Sucht Ihr nach Fellen? Oder vielleicht nach Seide?"
439,false,"Vier Tote in der Perlengasse! Unfall oder Mord? Lesen Sie hier alles!"
440,false,"Ich hab dir doch gesagt, ich bin <i>nicht</i> deine Mami!"
441,false,"Mami, ich bin müde!"
442,false,"Diese Hitze ist unerträglich!"
443,false,"Bring mir deine beste Flasche Rotwein!"
444,false,"Und ein Mann kann nicht mit trockener Kehle arbeiten."
445,false,"Womit habe ich nur diese Drecksarbeit verdient?"
446,false,"Hm, du hast dich immerhin an die Tochter des Vorarbeiters rangemacht."
447,false,"未使用"
448,false,"Bei den Sieben Höllen! Hätten sie die Kiste nicht noch voller machen können!?"
449,false,"Ja, aber wie sieht's mit seiner Reinheit aus?"
450,false,"Das ist der größte Brocken Silber, den du je gesehen hast."
451,false,"Kann man Flusswasser mit Rattenfell „Eintopf“ nennen?"
452,false,"未使用：荒：会話00251"
453,false,"未使用"
454,false,"Und dann habe ich es mit einem Schwung geköpft!"
455,false,"Hahaha! Ich hätte nicht anstelle dieses Baumhörnchens sein wollen."
456,false,"未使用"
457,false,"Ich schon wieder!?\nAber ich bin doch gerade erst zurückgekommen!"
458,false,"未使用"
459,false,"Na los! Noch 5.000 und du hast meinen Rekord gebrochen!"
460,false,"Ich war nicht mehr so hungrig seit ... seit gestern!"
461,false,"未使用"
462,false,"Stirb, fieser Feind!"
463,false,"Wenn doch nur alle unsere Opfer so ... unbeweglich wären."
464,false,"Ich bin so schnell gekommen wie ich konnte, Herr!"
465,false,"Ich bezahl dich nicht fürs Faulenzen, Junge! Hoch mit dir!"
466,false,"Ich habe gehört, mit Relikten aus dem Tal der Spuren seien gute Gil zu machen."
467,false,"Aber die Leute sagen, dieser Ort sei verflucht!"
468,false,"Wenn du nicht weißt, wo du bist, solltest du nicht hier sein, <if:Reisende/Reisender>."
469,false,"Weitergehen!"
470,false,"Ich sage, wir gehen nach Osten!"
471,false,"Ich sage, wir gehen nach Westen!"
472,false,"Ich sage, wir gehen zurück!"
473,false,"Bleib lieber vom Tor weg, sonst wirst du noch von Chocobos überrannt."
474,false,"Eines Tages, Ul'dah.\nEines Tages."
475,false,"Südlich führt der Sonnenweg zum Silberbasar, nördlich nach Horizont."
476,false,"Alles muss raus!"
477,false,"Vier Kisten, alle randvoll mit Erz ... Trag die hier ..."
478,false,"Du hast nicht zufällig einen warmen Kuchen dabei, oder?"
