Index,0 [0x3][0x4],1 [0x0][0x0]
0,1,""
1,1,"テストデータです。"
2,1,"Le coursier de Raptor Express vous a demandé de livrer un vase de très grande valeur à un client du Gold Saucer. Attention à ne pas vous faire repérer en chemin par les voleurs qui traînent dans les parages!"
3,2,"Le coursier de Raptor Express vous a demandé de livrer deux vases de très grande valeur à des clients du Gold Saucer. Attention à ne pas vous faire repérer en chemin par les voleurs qui traînent dans les parages!"
4,3,"Le coursier de Raptor Express vous a demandé de livrer trois vases de très grande valeur à des clients du Gold Saucer. Attention à ne pas vous faire repérer en chemin par les voleurs qui traînent dans les parages!"
5,1,""
6,1,""
7,1,""
8,1,""
9,1,""
10,1,""
