Index,0 [0x19][0xb],1 [0x19][0x17],2 [0x19][0x23],3 [0x19][0x2f],4 [0x19][0x3b],5 [0x19][0x47],6 [0x3][0x8],7 [0x3][0x14],8 [0x3][0x20],9 [0x3][0x2c],10 [0x3][0x38],11 [0x3][0x44],12 [0x7][0x0],13 [0x7][0xc],14 [0x7][0x18],15 [0x7][0x24],16 [0x7][0x30],17 [0x7][0x3c],18 [0x2][0x9],19 [0x2][0x15],20 [0x2][0x21],21 [0x2][0x2d],22 [0x2][0x39],23 [0x2][0x45],24 [0x2][0xa],25 [0x2][0x16],26 [0x2][0x22],27 [0x2][0x2e],28 [0x2][0x3a],29 [0x2][0x46],30 [0x6][0x4],31 [0x6][0x10],32 [0x6][0x1c],33 [0x6][0x28],34 [0x6][0x34],35 [0x6][0x40],36 [0x0][0x48],37 [0x0][0x4c],38 [0x0][0x50],39 [0x0][0x54],40 [0x0][0x58],41 [0x0][0x5c]
0,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0"
1,false,false,false,false,false,false,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,"Did ya bring it?","Thanks!","Oh...","0","0","0"
2,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Have you completed the order?","Excellent!","Then get to it!","Would you like to make more?","If you change your mind, let me know!","Thank you for everything!"
3,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Here for the job, are you? Then there's no need for pleasantries. Show me your work.","Let me see here...\nHm... I believe this will do. Here is the payment promised.","I have nothing more to say until you've completed my order.","0","0","0"
4,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Ah, you must be the adventurer the guild said they would send. I have been ever so eagerly awaiting your arrival. Might you have the delivery on your person?","Excellent. You are to be commended, good <if:lady/sir>. I believe this should be sufficient remuneration for your services.","Well, then. Take your time. I do not wish to see you sacrifice quality if it only means I save a few bells. You know where I will be.","0","0","0"
5,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Your arrival here this <if:<if:night/morn>/<if:day/night>> was foretold in the stars. You have something to...deliver, don't you?","Ah, yes, your success was never in question. The universe is pleased and grants you your reward.","Shhh. Hush, now. The Spinner has decreed your path. Craft away, my child. Craft away.","But wait... What is this I sense? A desire to craft more?","Could it be that the stars were wrong? Bah! I have a feeling you will be back, my child, and I shall be here waiting when you do.","A thousand thanks, my child! Until our paths cross again!"
6,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Have you completed my request? I know you adventurers are the busy sort, but I, too, have deadlines to meet.","A fine display of synthesis. I must extend to you my admiration and gratitude...in the form of a reward, of course.","Well, may the Builder watch over your endeavors. But remember, Black Rabbit Traders <i>also</i> appreciate promptness.","Now, if it is further employment that you seek, I would be willing to make you a similar offer for more of the same item. What say you?","Very well. You know where to find me, should you come to your senses.","My thanks, adventurer. Good <if:<if:evening/day>/<if:day/evening>>."
7,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"So it is you that accepted my unit's request. Very well, then. Let us see what you have brought us.","Yes, yes... This appears to meet Wood Wailer standards. You have my unit's thanks, <forename>. Let me prepare your reward forthwith.","My men and I require those supplies immediately. Every moment you tarry puts us in danger of being unprepared for an attack.","0","0","0"
8,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"From the Adventurers' Guild, are you? Very good, very good.","Finished, are we? Let me take a look.\nYes... Yes... Very good. Very good, indeed. You have done a fine job today, <forename>. My superiors at the Consortium will be pleased, to say the least.","The Brugaire Consortium is known for the expediency with which it fills its orders. If you refuse to complete the items I have requested, I will simply hire another adventurer to do my bidding. Gods know there are more than enough of you running around this city to choose from.","And, I believe they would be even <i>more</i> pleased if I were to return to the warehouses with a healthy surplus of the requested goods. You seem competent enough in your chosen trade. Would you consider contributing a few more whacks of the proverbial hammer in service of Brugaire?","I see. Off with you then. I am a busy man, and my clients are waiting.","You have served the Consortium well. I shall duly note your contributions in my log. Good <if:<if:night/day>/<if:day/night>>, then."
9,true,true,true,true,true,true,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"I thank you very much for accepting my request. I fancy myself a decent craftswoman, yet there are some fields in which I have found employing the services of another can often prove most fortuitous for both parties.","Wonderful! Your reputation for quality precedes you. I shall remember you if I happen to require assistance again.","Have you completed my request? I know you adventurers are the busy sort, but I, too, have deadlines to meet.","0","0","0"
