Index,0 [0x3][0x4],1 [0x0][0x0]
0,4,""
1,1,"テスト用トークテキスト1"
2,2,"テスト用トークテキスト2"
3,3,"テスト用トークテキスト3"
4,1,"テスト用トークテキスト4"
5,2,"テスト用トークテキスト5"
20,4,"La guilde des aventuriers m'a chargé de superviser les “opérations de guilde”, des missions difficiles à accomplir par une seule personne. "
21,4,"C'est la première fois que vous entreprenez une opération de guilde? Il s'agit de missions délicates pour lesquelles la coopération de plusieurs personnes est nécessaire. "
22,4,"Ce sont des demandes spéciales émanant d'organismes de la Cité ou encore de particuliers vivant dans les environs. C'est l'occasion idéale de tester l'aptitude des aventuriers à collaborer et coordonner leurs efforts pour accomplir quelque chose ensemble!"
23,4,"Bien sûr, les braves qui se portent volontaires voient leurs efforts récompensés en cas de réussite de la mission. Il y a même un petit plus lorsqu'une mission est accomplie pour la première fois. "
24,4,"La guilde des aventuriers m'a chargé de superviser les “opérations de guilde”, des missions difficiles à accomplir par une seule personne. "
25,4,"Je regrette, mais vous semblez encore manquer d'expérience pour qu'on vous confie une opération. Revenez me voir après un peu plus d'entraînement."
26,4,"Quoi? Nous sommes en pleine mission! Ne me dites pas que vous voulez abandonner et annuler votre participation?"
27,4,"Beau travail. Voici une récompense proportionnelle à vos résultats."
28,4,"Vous avez rempli la mission haut la main. Voici votre récompense, avec un petit extra pour récompenser vos efforts."
29,4,"Hé! Votre sac est plein!"
30,4,"Je distribue les récompenses. Restez ici un moment."
31,4,"Formez les rangs et tenez-vous prêts!"
40,4,"Salutations, aventuri<if:ère/er>. J'ai pour mission de recruter des volontaires pour des missions particulières appelées “opérations de guilde”."
41,4,"Je vois que c'est la première fois que vous y participez. Laissez-moi donc vous expliquer en quoi cela consiste."
42,4,"Les opérations de guilde mettent à l'épreuve votre capacité à coopérer avec des équipiers pour surmonter des obstacles relativement difficiles."
43,4,"La tâche est ardue, mais les récompenses en valent la peine. Et vous contribuez en même temps à préserver la sécurité des habitants d'Éorzéa. Alors, qu'en dites-vous?"
44,4,"Salutations, aventuri<if:ère/er>. J'ai pour mission de recruter des volontaires pour des missions particulières appelées “opérations de guilde”."
45,4,"À voir votre accoutrement, j'ai bien peur que vous ne soyez pas à la hauteur des tâches que j'ai à proposer... Je vous suggère de revenir une fois que vous aurez acquis davantage d'expérience au combat."
46,4,"Que se passe-t-il? Nous sommes en pleine mission! Ne me dites pas que vous voulez abandonner...?"
47,4,"C'est du bon travail. Je suppose que vous désirez recevoir votre récompense immédiatement? Très bien, vous l'avez amplement méritée."
48,4,"Quelle performance! Vous alors, vous savez vous débrouiller sur le champ de bataille. Tenez, voici pour récompenser vos exploits. J'espère que vous nous ferez l'honneur de participer de nouveau!"
49,4,"On dirait que votre sac est plein à craquer. Avez-vous déjà pensé à engager un servant?"
50,4,"Je suis en train de m'occuper d'un de vos équipiers. Attendez donc que j'aie terminé."
51,4,"Du calme, aventuri<if:ère/er>. Vos alliés ne sont pas encore arrivés."
60,4,"Tiroro Tiro, à votre service! Enfin... c'est vous qui allez être à mon service, si vous acceptez de participer à une “opération de guilde”."
61,4,"Que sont les opérations de guilde, vous dites? Eh bien ce sont des missions émises par la guilde des aventuriers, d'une dimension supérieure aux mandats classiques."
62,4,"Les tâches dont vous devrez vous acquitter ne sont pas aisées, loin de là. Toutes requièrent une coordination parfaite avec vos équipiers sur le champ de bataille."
63,4,"Et qu'est-ce que vous avez à y gagner, à part ma reconnaissance? Gloire, fortune, le topo habituel."
64,4,"Tiroro Tiro, à votre service! Enfin... c'est vous qui allez être à mon service, si vous acceptez de participer à une “opération de guilde”."
65,4,"Attendez un peu! Maintenant que je vous regarde d'un peu plus près, je ne vous pense pas en mesure d'être au service de qui que ce soit. Allez donc vous aguerrir davantage et nous en reparlerons."
66,4,"Qu'est-ce que vous faites à discuter en pleine mission? Non... Ne me dites pas que vous voulez jeter l'éponge?"
67,4,"Félicitations, aventuri<if:ère/er>, vous vous en êtes admirablement sorti<if:e/none>! Voici la récompense que je vous avais promise."
68,4,"Ça alors, quelle démonstration! Tenez, voici votre compensation, avec un petit supplément pour vous encourager à revenir nous prêter main-forte."
69,4,"Non mais regardez donc votre sac, les coutures sont sur le point de lâcher! Un conseil, allez le vider un peu."
70,4,"Je n'ai que deux bras! Faites la queue, comme vos compagnons. "
71,4,"La mission débutera lorsque votre équipe sera au complet."
80,4,"Pshhh... Pshhh...! Les amis de Brayflox sont en danger! Les aventuriers prennent cette clef et ouvrent la porte!"
81,4,"Pshhh... Les aventuriers doivent ouvre la porte! Vite!"
82,4,""
100,4,"<if:<if:Bonsoir/Bonjour>/<if:Bonjour/Bonsoir>> <if:ma/mon> ch<if:ère/er> con<if:sœur/frère>. Je suis Sidonia, il m'incombe de confier à ceux qui le désirent des opérations de guilde particulièrement difficiles, pour lesquelles il est conseillé d'agir à plusieurs."
101,4,"As-tu déjà accompli des missions de ce genre auparavant? Si ce n'est pas le cas, je tiens à souligner le fait qu'elles requièrent une parfaite cohésion entre les gens qui y participent pour les mener à bien. Hors de question d'agir en solitaire."
102,4,"J'en connais quelques-uns qui n'ont pas écouté mes avertissements et ont voulu faire les fiers en combattant à part. Autant te dire qu'ils n'avaient pas de quoi se pavaner lorsqu'on a dû les secourir en urgence. Non, je tiens à le répéter, la coopération entre équipiers est le maître-mot des opérations de guilde!"
103,4,"Bien sûr, toute réussite est récompensée à la hauteur du défi qui a été relevé. La guilde des aventuriers a même prévu une prime pour ceux qui effectuent avec succès une de ces missions."
104,4,"<if:<if:Bonsoir/Bonjour>/<if:Bonjour/Bonsoir>> <if:ma/mon> ch<if:ère/er> con<if:sœur/frère>. Je suis Sidonia, il m'incombe de confier à ceux qui le désirent des opérations de guilde. "
105,4,"Je crains toutefois que tu ne manques encore un peu d'expérience pour pouvoir participer à des missions aussi risquées. Reviens me voir lorsque tu te seras un peu aguerri<if:e/none>."
106,4,"Hmm...? Y a-t-il un problème dans l'exécution de l'opération que je t'ai confiée? Tu peux bien sûr choisir de jeter l'éponge. Il n'est jamais trop tard pour abandonner, si on n'est pas sûr de ses chances de réussite."
107,4,"Je vois que toi et tes camarades avez mené cette opération à bien. Bravo! Tu amplement mérité ta récompense."
108,4,"Fantastique! Je savais que tu réussirais cette opération. Tu as même mérité une prime en plus de la récompense promise pour ce travail. J'espère te revoir bientôt."
109,4,"Attends un petit peu... Ton sac a l'air d'être plein à craquer. Fais donc un peu le tri là-dedans si veux que je te donne ton dû."
110,4,"Hé! Pas la peine de te presser autant! Attends un peu que tes camarades aient tous reçu leur récompense."
111,4,"Je comprends ton empressement, mais il vaut mieux que tes camarades soient tous prêts avant de te lancer dans cette opération. Laisse-leur donc le temps de se préparer comme il faut."
120,4,"Salut. Moi, c'est Archimbalt. J'suis ici pour refiler des opérations de guilde à ceux qui pensent en avoir assez dans l'pantalon pour les faire."
121,4,"Mais dis-moi, tu sais au moins c'que c'est? Ce genre de missions est pas pour les trouillards, ni même les têtes brûlées qui croient pouvoir tout faire tout seul."
122,4,"Non, non, tu peux m'faire confiance quand j'te dis qu'il faut un groupe soudé et bien organisé pour les effectuer. Sinon, tu peux être sûr<if:e/none> qu'il y aura des bobos."
123,4,"Par contre, ce qui est chouette, c'est que ce genre de travail est bien payé en cas de réussite. Et puis, la guilde des aventuriers a même prévu un p'tit plus pour ceux qui font une opération pour la première fois."
124,4,"Salut. Moi, c'est Archimbalt. J'suis ici pour refiler des opérations de guilde à ceux qui pensent en avoir assez dans l'pantalon pour les faire."
125,4,"Écoute, t'as pas encore l'air d'être taillé<if:e/none> pour ce genre de boulot. Si tu veux un conseil, va rouler ta bosse ici et là, vois du pays, et reviens me causer quand t'auras un peu plus d'expérience."
126,4,"Eh ben, cette opération de guilde, ça doit être fastoche pour toi si t'as l'temps de venir causer avec moi... Oh, mais je suis bête! T'es venu<if:e/none> m'dire que c'était trop dur et que tu voulais abandonner, c'est ça?"
127,4,"Y a pas à dire, j'suis impressionné par la façon dont toi et tes camarades avez su travailler la main dans la main. Tiens, voilà ta récompense. Tu l'as bien méritée."
128,4,"Chapeau! Tes camarades et toi, vous m'avez fait une démonstration de travail d'équipe! Tiens, voilà ta récompense... et aussi un petit bonus!"
129,4,"Bon, je remarque que tu sais bien t'battre... mais pour ce qui est de ranger tes affaires, t'es pire qu'un Gobelin manchot! Fais-moi un peu le tri dans ton barda si tu veux ta récompense."
130,4,"Minute, papillon! J'ai pas fini d'filer leur récompenses à chacun. Tu vas attendre sagement ici."
131,4,"Hé, y a pas l'feu au lac! Attends donc que tes camarades aient fini de s'préparer."
