Index,0 [0x6][0x4],1 [0x3][0x8],2 [0x0][0x0]
0,0,0,""
1,61412,1,"メインクエスト：新生エオルゼア"
2,61412,1,"メインクエスト：第七星暦ストーリー"
3,61412,2,"メインクエスト：蒼天のイシュガルド"
4,61411,3,"クロニクルクエスト"
5,61411,3,"クロニクルクエスト：バハムート"
6,61411,3,"クロニクルクエスト：クリスタルタワー"
7,61411,3,"クロニクルクエスト：アレキサンダー"
8,61411,3,"クロニクルクエスト：古の神々"
9,61411,4,"蛮族クエスト：アマルジャ：ストーリー"
10,61411,4,"蛮族クエスト：アマルジャ：デイリークエスト"
11,61411,5,"蛮族クエスト：シルフ：ストーリー"
12,61411,5,"蛮族クエスト：シルフ：デイリークエスト"
13,61411,6,"蛮族クエスト：コボルド：ストーリー"
14,61411,6,"蛮族クエスト：コボルド：デイリークエスト"
15,61411,7,"蛮族クエスト：サハギン：ストーリー"
16,61411,7,"蛮族クエスト：サハギン：デイリークエスト"
17,61411,8,"蛮族クエスト：イクサル：ストーリー"
18,61411,8,"蛮族クエスト：イクサル：デイリークエスト"
19,61411,9,"サブストーリークエスト：ヒルディブランド"
20,61411,9,"サブストーリークエスト：異邦の詩人"
21,61411,9,"サブストーリークエスト：ゾディアックウェポン"
22,61411,9,"サブストーリークエスト：レターモーグリ"
23,61411,9,"サブストーリークエスト：蛮族エクストラストーリー"
24,61411,9,"サブストーリークエスト：ドマ冒険者団"
25,61411,10,"サブクエスト：ラノシア"
26,61411,11,"サブクエスト：黒衣森"
27,61411,12,"サブクエスト：ザナラーン"
28,61411,13,"サブクエスト：クルザス"
29,61411,14,"サブクエスト：モードゥナ"
30,61411,15,"サブクエスト：イシュガルド"
31,61411,16,"サブクエスト：アバラシア雲海"
32,61411,17,"サブクエスト：高地ドラヴァニア"
33,61411,17,"サブクエスト：低地ドラヴァニア"
34,61411,17,"サブクエスト：ドラヴァニア雲海"
35,61411,17,"サブクエスト：イディルシャイア"
36,61411,18,"サブクエスト：アジス・ラー"
37,62301,19,"剣術士クエスト"
38,62302,19,"格闘士クエスト"
39,62303,19,"斧術士クエスト"
40,62304,19,"槍術士クエスト"
41,62305,19,"弓術士クエスト"
42,62309,19,"双剣士クエスト"
43,62306,19,"幻術士クエスト"
44,62307,19,"呪術士クエスト"
45,62308,19,"巴術士クエスト"
46,62310,19,"木工師クエスト"
47,62311,19,"鍛冶師クエスト"
48,62312,19,"甲冑師クエスト"
49,62313,19,"彫金師クエスト"
50,62314,19,"革細工師クエスト"
51,62315,19,"裁縫師クエスト"
52,62316,19,"錬金術師クエスト"
53,62317,19,"調理師クエスト"
54,62318,19,"採掘師クエスト"
55,62319,19,"園芸師クエスト"
56,62320,19,"漁師クエスト"
57,62401,20,"ナイトクエスト"
58,62402,20,"モンククエスト"
59,62403,20,"戦士クエスト"
60,62404,20,"竜騎士クエスト"
61,62405,20,"吟遊詩人クエスト"
62,62410,20,"忍者クエスト"
63,62406,20,"白魔道士クエスト"
64,62407,20,"黒魔道士クエスト"
65,62408,20,"召喚士クエスト"
66,62409,20,"学者クエスト"
67,62412,20,"暗黒騎士クエスト"
68,62411,20,"機工士クエスト"
69,62413,20,"占星術師クエスト"
70,61401,21,"黒渦団クエスト"
71,61402,21,"双蛇党クエスト"
72,61403,21,"不滅隊クエスト"
73,61411,22,"シーズナルクエスト"
74,61411,23,"スペシャルクエスト"
75,62501,24,"傭兵リーヴ"
76,62502,28,"木工師リーヴ"
77,62503,29,"鍛冶師リーヴ"
78,62504,30,"甲冑師リーヴ"
79,62505,31,"彫金師リーヴ"
80,62506,32,"革細工師リーヴ"
81,62507,33,"裁縫師リーヴ"
82,62508,34,"錬金術師リーヴ"
83,62509,35,"調理師リーヴ"
84,62510,25,"採掘師リーヴ"
85,62511,26,"園芸師リーヴ"
86,62512,27,"漁師リーヴ"
87,62501,36,"傭兵リーヴ"
88,62502,40,"木工師リーヴ"
89,62503,41,"鍛冶師リーヴ"
90,62504,42,"甲冑師リーヴ"
91,62505,43,"彫金師リーヴ"
92,62506,44,"革細工師リーヴ"
93,62507,45,"裁縫師リーヴ"
94,62508,46,"錬金術師リーヴ"
95,62509,47,"調理師リーヴ"
96,62510,37,"採掘師リーヴ"
97,62511,38,"園芸師リーヴ"
98,62512,39,"漁師リーヴ"
99,0,0,""
100,0,0,""
101,0,0,""
102,62513,49,"黒渦団リーヴ"
103,62514,49,"双蛇党リーヴ"
104,62515,49,"不滅隊リーヴ"
105,61801,50,"ダンジョン"
106,61802,50,"レイド"
107,61804,50,"討伐・討滅戦"
108,61803,50,"ギルドオーダー"
109,0,51,"メインクエスト：レガシー"
110,0,51,"サブクエスト：レガシー"
111,0,51,"クラスクエスト：レガシー"
112,0,51,"ジョブクエスト：レガシー"
113,0,51,"グランドカンパニークエスト：レガシー"
