Index,0 [0x19][0x8],1 [0x6][0x4],2 [0x0][0x0]
0,false,0,""
1,false,62501,"Mercenariat"
2,false,62510,"Mineur"
3,false,62511,"Botaniste"
4,false,62512,"Pêcheur"
5,false,62502,"Menuisier"
6,false,62503,"Forgeron"
7,false,62504,"Armurier"
8,false,62505,"Orfèvre"
9,false,62506,"Tanneur"
10,false,62507,"Couturier"
11,false,62508,"Alchimiste"
12,false,62509,"Cuisinier"
13,true,61451,"La Phratrie des lames cassées"
14,true,61452,"Les Boucliers d'Azeyma"
15,true,61453,"L'association de la Corne et la Main"
16,false,61461,"Le Maelstrom"
17,false,61462,"L'Ordre des deux vipères"
18,false,61463,"Les Immortels"
