Index,0 [0x0][0x0]
0,""
1,"第一艦隊第二戦隊黄套：シルスケートシン陸曹"
2,"ブルゲール商会：仕入担当ウィンスティン・ワルダー"
3,"文字数テスト＿＿＿■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九■一二三四五六七八九"
4,"モーグリギフトマウンツ牧童"
5,"モーグリギフトマウンツ牧童：オドゥリ"
6,"碩老樹瞑想窟の幻術士"
7,"酒保商人：アイレド"
8,"酒房「バスカロンドラザーズ」店主"
9,"総合商社「黒兎堂」仕入部長：マイセンタ"
10,"鬼哭隊参番槍隊士"
11,"鬼哭隊四番槍隊士"
12,"鬼哭隊伍番槍隊士"
13,"鬼哭隊伍番槍隊士：ジュリアンベール"
14,"クォーリーミルの住人"
15,"園芸師ギルド員"
16,"猟師ギルド"
17,"ガビノー親方"
18,"鬼哭隊壱番槍隊士"
19,"鬼哭隊壱番槍輜重兵：ランベルレ"
20,"猟師ギルド：ウジェネール"
21,"神勇隊人馬師団：ガルフリッド教官"
22,"園芸師ギルド：ガビノー親方"
23,"園芸師ギルド：レオンソ"
24,"碩老樹瞑想窟：道士アリクシ"
25,"神勇隊人馬師団：モルラン"
26,"モーグリギフトマウンツ：牧童マルゴ"
27,"鬼哭隊参番槍：隊士エイルガル"
28,"モーグリギフトマウンツ：牧童グスタバン"
29,"碩老樹瞑想窟：道士ウォルデュー"
30,"鬼哭隊四番槍：フロリモン"
31,"酒房「バスカロンドラザーズ」：店主バスカロン"
32,"フルフラワー養蜂所：ロサ・ホウソーン"
33,"森の住人：イサベル・ホウソーン"
34,"森の住人：ロルフ・ホウソーン"
35,"鬼哭隊伍番槍：バラン"
36,"クォーリーミルの住人：オンブリヌ"
37,"吟遊モーグリ：クパン・カプ"
38,"碩老樹瞑想窟：道士シャルリヌ"
39,"クォーリーミルの住人：アルドゥリク"
40,"鬼哭隊六番槍：アヴェレイ"
41,"碩老樹瞑想窟：アデスタン"
42,"とても良い行商人：ガットリクス"
43,"ゲルモラの探求者：ロランデ"
44,"鬼哭隊弐番槍：ピモ・ネルハー"
45,"鬼哭隊伍番槍：カステラン"
46,"レッドルースター農園：農場長アナオク"
47,"レッドルースター農園：本草学者アレンロナ"
48,"レッドルースター農園：獣牧士ムーグラム"
49,"グレイフリート風車群：風車番頭ヴァイツアレン"
50,"外洋交易船「オライオン号」：アルドスキフ船長"
51,"スウィフトパーチ入植地：リウルフ"
52,"ワワラゴの網組：フォシリアン"
53,"イエロージャケット第二陸戦隊：アンクタ陸兵"
54,"イエロージャケット第二陸戦隊：シルスケートシン陸曹"
55,"イエロージャケット第三陸戦隊：フレールーフ陸兵"
56,"イエロージャケット第三陸戦隊：スクリブスクーフ陸兵"
57,"イエロージャケット第四陸戦隊：ヤ・アラバリ陸士"
58,"エールポートの醸造家：ミンドエイディン"
59,"エールポートの醸造家：オ・アデブ"
60,"キャンドルキープ埠頭：アルドブロダ"
61,"ゲゲルジュ氏の家令：ググディ"
62,"ゲゲルジュ氏の警護役：ヴェイスケート"
63,"ナルディク＆ヴィメリー社：鍛冶師メーティミンド"
64,"博物学者イスーダ"
65,"フライングシャーク：店主ディルストヴェイツ"
66,"メメルン交易商会：メメルン会長"
67,"メルヴァン税関公社：ペ・タージャ"
68,"ワインポートの醸造家：シヅフルスク"
69,"ワインポートの醸造家：エ・バンダラ"
70,"アマジナ鉱山社：アデラード"
71,"アマジナ鉱山社：クルックド・ハフト"
72,"アマジナ鉱山社：リネット"
73,"アマジナ鉱山社：ドランケン・スタグ"
74,"博物学者：マルセット"
75,"ムントゥイ醸造庫：エリモン"
76,"レストラン「ビスマルク」：総料理長リングサス"
77,"夢見る男：ピピックリ"
78,"東アルデナード商会：シュシュネン"
79,"彫金師ギルド：上級彫金師エウルド"
80,"ナル・ザル教団：助祭アイレル"
81,"ナル・ザル教団：司祭リリモル"
82,"匿名の依頼主"
83,"隊商互助会：グントラム"
84,"銀冑団：近衛騎士オーベレト"
85,"銅刃団ローズ連隊：ソリタリー・エルク"
86,"錬金術師ギルド：エールウィン"
87,"銅刃団バルサム連隊：ココビ"
88,"隊商互助会：ズズティロ"
89,"銅刃団ローズ連隊：チェチェザン"
90,"呪術士ギルド：ヤヤケ"
91,"アマジナ鉱山社：ドラケン・スタグ"
92,"史学者：ハバク・アルバク"
93,"銅刃団オーキッド連隊：アーロット"
94,"隊商互助会：ツツシ"
95,"リトルアラミゴの住民：グリフィウド"
96,"銅刃団ロータス連隊：リュモモ"
97,"ナル・ザル教団：司祭ママネ"
98,"黒渦団：造船科"
99,"黒渦団：軍令部付き特務小隊"
100,"黒渦団：特殊陸戦隊"
101,"黒渦団：施設科工兵隊"
102,"黒渦団：打撃艦隊所属第3陸戦隊"
103,"双蛇党：玄猪隊"
104,"双蛇党：青狢隊"
105,"双蛇党：朱獺隊"
106,"双蛇党：白狼隊"
107,"不滅隊：アラミゴ人部隊"
108,"不滅隊：第一工兵中隊"
109,"不滅隊：第二戦闘大隊"
110,"不滅隊：局長付特務隊「ブラッドソーン」"
111,"不滅隊：外国人部隊"
112,"不滅隊：第三戦闘大隊"
113,"「ゲゲルジュ商会」番頭：リリフォン"
114,"「ブルゲール商会」副会長：バンゴ・ザンゴ"
115,"レッドルースター農場：ツィンウィダ"
116,"独立系交易商人：フオン・ブリオン"
117,"商船「アイスプリンセス号」船長：ハ・ランボロ"
118,"「アシュガナ貿易」会長：ロリッヒ"
119,"隊商互助会：ギギヨン"
120,"隊商互助会：ミミナ"
121,"隊商互助会：フレディスィサ"
122,"酒保商人：ビベヌ"
123,"酒保商人：ランケール"
124,"聖コイナク財団：サイエル"
125,"酒保商人：ドゥビコロワ"
126,"イシュガルド教皇庁：神殿騎士マルスラン"
127,"アドネール占星台：占星術士エドメル"
128,"フォルタン家の騎兵：アルチュリュー"
129,"コロセウム財団：ウヴィルシング"
130,"聖コイナク財団：文化人類学者ラムブルース"
131,"聖コイナク財団：調査員ナジル・ドゥジル "
132,"双蛇党：黄蛇隊"
133,"アマジナ鉱山社：ブランブルース"
134,"アマジナ鉱山社：アーメンガルド"
135,"アインハルト家の騎兵：プレリオー"
136,"望遠鏡技師：エミリアン"
137,"大氷壁の調査員：ランスフェル"
138,"フォルタン家の騎兵：コランティオ"
139,"デュランデル家の騎兵：ブルナディエ"
140,"デュランデル家の使用人：牧童アンリオー"
141,"創作調理師：ウンシンヴィルフ"
142,"卸売商人：キ・モロシ"
143,"仲買人：フペペ"
144,"森の漁師：ダカ・ジンジャル"
145,"ゲゲルジュ氏の使用人：フ・アボッジ"
146,"山の漁師：ドリヴィドー"
147,"卸売商人：ルヴィオヌ"
148,"聖コイナク財団：クリフトン"
149,"クォーリーミルの住人：エドック"
150,"ワワラゴの網組：ブルーメル"
151,"神殿騎士団コマンド：アンドゥルー"
152,"神殿騎士団修道司祭：パディユー"
153,"神殿騎士団財務長：アミアヌ"
154,"神殿騎士団病院長：エーベル"
155,"異端審問官：ゲードゥリ"
156,"神殿騎士団竜騎士：ブルスモン"
157,"神殿騎士団コマンド：ルキア"
