Index,0 [0x3][0x36],1 [0x0][0x0],2 [0x0][0x4],3 [0x3][0x37],4 [0x5][0x30],5 [0x7][0x8],6 [0x5][0x32],7 [0x3][0x38],8 [0x6][0xc],9 [0x6][0x10],10 [0x6][0x14],11 [0x6][0x18],12 [0x6][0x1c],13 [0x6][0x20],14 [0x6][0x24],15 [0x6][0x28],16 [0x6][0x2c],17 [0x3][0x39],18 [0x5][0x34]
0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,"Une goutte de sang","Vaincre 100 ennemis.",5,0,0,262,1,11,100,0,0,0,0,0,0,0,3,1
2,1,"Une flaque de sang","Vaincre 500 ennemis.",5,0,0,262,1,11,500,0,0,0,0,0,0,0,3,2
3,1,"Une mare de sang","Vaincre 1 000 ennemis.",10,0,0,262,1,11,1000,0,0,0,0,0,0,0,3,3
4,1,"Une rivière de sang","Vaincre 5 000 ennemis.",10,0,0,262,1,11,5000,0,0,0,0,0,0,0,3,4
5,1,"Une mer de sang","Vaincre 10 000 ennemis.",10,0,0,262,1,11,10000,0,0,0,0,0,0,0,3,5
6,1,"C'est une véritable boucherie","Vaincre 50 000 ennemis.",10,9,0,262,1,11,50000,0,0,0,0,0,0,0,3,6
7,1,"Disciple de Halone, la Conquérante","Vaincre 100 000 ennemis.",30,0,2907,2554,1,11,100000,0,0,0,0,0,0,0,3,7
8,48,"Chasseur d'élite de la Noscea","Vaincre Barometz, Sykes le glissant, Gertrude la gloutonne, le bombo baron, le soldat inconnu, le six-pattes ancien et le grand buffle.",10,0,0,62904,0,0,0,0,0,0,0,0,0,0,2,0
9,48,"Chasseur d'élite de Sombrelinceul","Vaincre l'alux, le bolet royal, Zigoto, Sirocco, Phaïa, Haughtpox le ventru et le prince de la pestilence.",10,0,0,62904,0,0,0,0,0,0,0,0,0,0,2,0
10,48,"Chasseur d'élite du Thanalan","Vaincre le cornemousse âgé, Cactuar Jack, le faucheux, Kokoroon Doigtvifs, la commandante du nid, Bardi et Pyrausta.",10,0,0,62904,0,0,0,0,0,0,0,0,0,0,2,0
11,48,"Chasseur d'élite du Coerthas","Vaincre Uraeus, le spriggan coléreux et Dunstan le duveteux.",10,0,0,62904,0,0,0,0,0,0,0,0,0,0,2,0
12,48,"Chasseur d'élite du Mor Dhona","Vaincre Dodore.",10,0,0,62904,0,0,0,0,0,0,0,0,0,0,2,0
13,48,"Chasseur d'élite de Shposhae","Vaincre Sheridan le découpeur, le rémora géant et le coeurl solitaire.",10,0,0,62904,0,0,0,0,0,0,0,0,0,0,2,0
14,48,"Traqueur des tribus","Vaincre Lozol Totoloq le décapitateur, Ahlygg Roh poing de feu et Zu Ga patriarche du 3e ordre.",10,0,0,62904,0,0,0,0,0,0,0,0,0,0,2,0
15,48,"Chasseur de monstres célèbres","Vaincre 25 monstres célèbres différents.",30,10,0,62904,0,0,0,0,0,0,0,0,0,0,2,0
16,48,"Tout feu tout flamme","Vaincre Ifrit dans la bataille “Destruction d'Ifrit”.",5,0,0,62912,0,0,0,0,0,0,0,0,0,0,2,0
17,48,"Fatale boule de poils","Vaincre le bon roi Moggle Mog XII dans la bataille “Destruction de Moggle Mog XII”.",5,0,0,62912,0,0,0,0,0,0,0,0,0,0,2,0
18,48,"Comme un ouragan","Vaincre Garuda dans la bataille “Destruction de Garuda”.",5,0,0,62912,0,0,0,0,0,0,0,0,0,0,2,0
19,10,"Apprenti gladiateur","Atteindre le niveau 10 avec la classe gladiateur.",5,0,0,30408,3,1,10,0,0,0,0,0,0,0,3,1
20,10,"Gladiateur novice","Atteindre le niveau 20 avec la classe gladiateur.",5,0,0,30408,3,1,20,0,0,0,0,0,0,0,3,2
